sigla_uf,id_municipio,situacao,ano_atendimento,concessionaria,tecnologia,capacidade_backhaul,capacidade_ocupada,capacidade_disponivel
BA,2918506,Atendido,2009,TELEMAR/BA,Rádio,8,8,0
BA,2918555,Atendido,2009,TELEMAR/BA,Fibra,8,8,0
BA,2918902,Atendido,2008,TELEMAR/BA,Rádio,8,8,0
BA,2919058,Atendido,2010,TELEMAR/BA,Rádio,8,8,0
BA,2919108,Atendido,2010,TELEMAR/BA,Rádio,8,8,0
BA,2919306,Atendido,2009,TELEMAR/BA,Rádio,8,8,0
BA,2919405,Atendido,2009,TELEMAR/BA,Rádio,8,8,0
BA,2919603,Atendido,2008,TELEMAR/BA,Rádio,8,8,0
BA,2919702,Atendido,2009,TELEMAR/BA,Rádio,8,8,0
BA,2919959,Atendido,2008,TELEMAR/BA,Rádio,8,8,0
BA,2920007,Atendido,2010,TELEMAR/BA,Rádio,8,8,0
BA,2920106,Atendido,2009,TELEMAR/BA,Rádio,8,8,0
BA,2920304,Atendido,2008,TELEMAR/BA,Rádio,8,8,0
BA,2920403,Atendido,2008,TELEMAR/BA,Fibra,8,8,0
BA,2920700,Atendido,2009,TELEMAR/BA,Fibra,16,8,8
BA,2920809,Atendido,2010,TELEMAR/BA,Rádio,8,8,0
BA,2920908,Atendido,2009,TELEMAR/BA,Rádio,8,8,0
BA,2921302,Atendido,2008,TELEMAR/BA,Fibra,8,8,0
BA,2921401,Atendido,2009,TELEMAR/BA,Rádio,8,8,0
BA,2921609,Atendido,2010,TELEMAR/BA,Rádio,8,8,0
BA,2921807,Atendido,2009,TELEMAR/BA,Rádio,8,8,0
BA,2921906,Atendido,2010,TELEMAR/BA,Rádio,8,8,0
BA,2922102,Atendido,2009,TELEMAR/BA,Fibra,16,8,8
BA,2922201,Atendido,2008,TELEMAR/BA,Rádio,8,8,0
BA,2922656,Atendido,2010,TELEMAR/BA,Rádio,8,8,0
BA,2922706,Atendido,2009,TELEMAR/BA,Rádio,8,8,0
BA,2922730,Atendido,2010,TELEMAR/BA,Rádio,8,8,0
BA,2922854,Atendido,2010,TELEMAR/BA,Rádio,8,8,0
BA,2923035,Atendido,2010,TELEMAR/BA,Fibra,8,8,0
BA,2923050,Atendido,2009,TELEMAR/BA,Rádio,8,8,0
BA,2923209,Atendido,2009,TELEMAR/BA,Rádio,16,8,8
BA,2923308,Atendido,2009,TELEMAR/BA,Rádio,8,8,0
BA,2923357,Atendido,2009,TELEMAR/BA,Rádio,8,8,0
BA,2923506,Atendido,2010,TELEMAR/BA,Rádio,8,8,0
BA,2923902,Atendido,2010,TELEMAR/BA,Fibra,8,8,0
BA,2924058,Atendido,2009,TELEMAR/BA,Rádio,8,8,0
BA,2924306,Atendido,2010,TELEMAR/BA,Rádio,8,8,0
BA,2924504,Atendido,2010,TELEMAR/BA,Rádio,8,8,0
BA,2924603,Atendido,2009,TELEMAR/BA,Rádio,34,8,26
BA,2924652,Atendido,2009,TELEMAR/BA,Rádio,8,8,0
BA,2925253,Atendido,2009,TELEMAR/BA,Rádio,8,8,0
BA,2925402,Atendido,2010,TELEMAR/BA,Rádio,8,8,0
BA,2925600,Atendido,2009,TELEMAR/BA,Rádio,8,8,0
BA,2925709,Atendido,2008,TELEMAR/BA,Rádio,8,8,0
BA,2925956,Atendido,2008,TELEMAR/BA,Rádio,16,8,8
BA,2926103,Atendido,2009,TELEMAR/BA,Fibra,8,8,0
BA,2926657,Atendido,2009,TELEMAR/BA,Rádio,8,8,0
BA,2926707,Atendido,2008,TELEMAR/BA,Rádio,8,8,0
BA,2926806,Atendido,2009,TELEMAR/BA,Rádio,8,8,0
BA,2926905,Atendido,2009,TELEMAR/BA,Rádio,8,8,0
BA,2927101,Atendido,2009,TELEMAR/BA,Rádio,8,8,0
BA,2927309,Atendido,2008,TELEMAR/BA,Rádio,8,8,0
BA,2927606,Atendido,2010,TELEMAR/BA,Rádio,8,8,0
BA,2927804,Atendido,2010,TELEMAR/BA,Fibra,8,8,0
BA,2927903,Atendido,2010,TELEMAR/BA,Rádio,8,8,0
BA,2928059,Atendido,2010,TELEMAR/BA,Rádio,8,8,0
BA,2928505,Atendido,2010,TELEMAR/BA,Rádio,8,8,0
BA,2928901,Atendido,2010,TELEMAR/BA,Fibra,16,8,8
BA,2928950,Atendido,2009,TELEMAR/BA,Rádio,8,8,0
BA,2929008,Atendido,2009,TELEMAR/BA,Fibra,8,8,0
BA,2929255,Atendido,2009,TELEMAR/BA,Rádio,8,8,0
BA,2929354,Atendido,2008,TELEMAR/BA,Fibra,8,8,0
BA,2929370,Atendido,2010,TELEMAR/BA,Rádio,8,8,0
BA,2929404,Atendido,2009,TELEMAR/BA,Rádio,8,8,0
BA,2929602,Atendido,2008,TELEMAR/BA,Rádio,8,8,0
BA,2929701,Atendido,2008,TELEMAR/BA,Rádio,30,8,22
BA,2929750,Atendido,2008,TELEMAR/BA,Rádio,8,8,0
BA,2929800,Atendido,2009,TELEMAR/BA,Fibra,8,8,0
BA,2930154,Atendido,2009,TELEMAR/BA,Rádio,16,8,8
BA,2930303,Atendido,2009,TELEMAR/BA,Rádio,8,8,0
BA,2930600,Atendido,2009,TELEMAR/BA,Rádio,8,8,0
BA,2930758,Atendido,2009,TELEMAR/BA,Rádio,8,8,0
BA,2930766,Atendido,2009,TELEMAR/BA,Rádio,16,8,8
BA,2930808,Atendido,2009,TELEMAR/BA,Rádio,8,8,0
BA,2930907,Atendido,2009,TELEMAR/BA,Rádio,8,8,0
BA,2931053,Atendido,2009,TELEMAR/BA,Rádio,8,8,0
BA,2931103,Atendido,2008,TELEMAR/BA,Rádio,8,8,0
BA,2931301,Atendido,2008,TELEMAR/BA,Rádio,8,8,0
BA,2931400,Atendido,2008,TELEMAR/BA,Rádio,8,8,0
BA,2931509,Atendido,2009,TELEMAR/BA,Rádio,16,8,8
BA,2931608,Atendido,2008,TELEMAR/BA,Fibra,8,8,0
BA,2931707,Atendido,2008,TELEMAR/BA,Rádio,8,8,0
BA,2932408,Atendido,2009,TELEMAR/BA,Rádio,8,8,0
BA,2932457,Atendido,2009,TELEMAR/BA,Rádio,8,8,0
BA,2932606,Atendido,2010,TELEMAR/BA,Rádio,8,8,0
BA,2932804,Atendido,2009,TELEMAR/BA,Rádio,8,8,0
BA,2933158,Atendido,2009,TELEMAR/BA,Rádio,8,8,0
BA,2933406,Atendido,2009,TELEMAR/BA,Rádio,8,8,0
BA,2933455,Atendido,2010,TELEMAR/BA,Rádio,8,8,0
MG,3100104,Atendido,2008,TELEMAR/MG,Rádio,8,8,0
MG,3100302,Atendido,2008,TELEMAR/MG,Rádio,8,8,0
MG,3100401,Atendido,2010,TELEMAR/MG,Fibra,8,8,0
MG,3100500,Atendido,2009,TELEMAR/MG,Rádio,8,8,0
MG,3100609,Atendido,2009,TELEMAR/MG,Rádio,8,8,0
MG,3100906,Atendido,2009,TELEMAR/MG,Rádio,8,8,0
MG,3101003,Atendido,2009,TELEMAR/MG,Rádio,8,8,0
MG,3101201,Atendido,2008,TELEMAR/MG,Fibra,8,8,0
MG,3101300,Atendido,2010,TELEMAR/MG,Rádio,8,8,0
MG,3101631,Atendido,2008,TELEMAR/MG,Fibra,8,8,0
MG,3101805,Atendido,2008,TELEMAR/MG,Rádio,8,8,0
MG,3101904,Atendido,2008,TELEMAR/MG,Rádio,8,8,0
MG,3102001,Atendido,2008,TELEMAR/MG,Rádio,8,8,0
MG,3102050,Atendido,2009,TELEMAR/MG,Rádio,8,8,0
MG,3102100,Atendido,2008,TELEMAR/MG,Rádio,8,8,0
MG,3102209,Atendido,2009,TELEMAR/MG,Rádio,8,8,0
MG,3102308,Atendido,2009,TELEMAR/MG,Rádio,8,8,0
MG,3102506,Atendido,2008,TELEMAR/MG,Rádio,8,8,0
MG,3102704,Atendido,2008,TELEMAR/MG,Rádio,8,8,0
MG,3102803,Atendido,2009,TELEMAR/MG,Rádio,8,8,0
MG,3102902,Atendido,2008,TELEMAR/MG,Rádio,8,8,0
MG,3103009,Atendido,2008,TELEMAR/MG,Fibra,8,8,0
MG,3103108,Atendido,2008,TELEMAR/MG,Rádio,8,8,0
MG,3103603,Atendido,2009,TELEMAR/MG,Fibra,8,8,0
MG,3103702,Atendido,2009,TELEMAR/MG,Rádio,8,8,0
MG,3104106,Atendido,2008,TELEMAR/MG,Rádio,8,8,0
MG,3104304,Atendido,2008,TELEMAR/MG,Fibra,8,8,0
MG,3104403,Atendido,2008,TELEMAR/MG,Fibra,8,8,0
MG,3104452,Atendido,2010,TELEMAR/MG,Rádio,8,8,0
MG,3104502,Atendido,2009,TELEMAR/MG,Rádio,8,8,0
MG,3104601,Atendido,2008,TELEMAR/MG,Rádio,8,8,0
MG,3104700,Atendido,2008,TELEMAR/MG,Rádio,8,8,0
MG,3104908,Atendido,2008,TELEMAR/MG,Fibra,8,8,0
MG,3105004,Atendido,2009,TELEMAR/MG,Rádio,8,8,0
MG,3105301,Atendido,2008,TELEMAR/MG,Fibra,8,8,0
MG,3105509,Atendido,2008,TELEMAR/MG,Rádio,8,8,0
MG,3105707,Atendido,2009,TELEMAR/MG,Rádio,8,8,0
MG,3106101,Atendido,2010,TELEMAR/MG,Rádio,8,8,0
MG,3106408,Atendido,2008,TELEMAR/MG,Rádio,8,8,0
MG,3106507,Atendido,2009,TELEMAR/MG,Rádio,8,8,0
MG,3106804,Atendido,2008,TELEMAR/MG,Rádio,8,8,0
MG,3106903,Atendido,2008,TELEMAR/MG,Fibra,8,8,0
MG,3107000,Atendido,2009,TELEMAR/MG,Rádio,8,8,0
MG,3107208,Atendido,2009,TELEMAR/MG,Rádio,8,8,0
MG,3107505,Atendido,2008,TELEMAR/MG,Fibra,8,8,0
MG,3107604,Atendido,2008,TELEMAR/MG,Rádio,8,8,0
MG,3107802,Atendido,2009,TELEMAR/MG,Rádio,8,8,0
MG,3107901,Atendido,2009,TELEMAR/MG,Rádio,8,8,0
MG,3108008,Atendido,2008,TELEMAR/MG,Fibra,8,8,0
MG,3108107,Atendido,2008,TELEMAR/MG,Rádio,8,8,0
MG,3108206,Atendido,2009,TELEMAR/MG,Rádio,8,8,0
MG,3108305,Atendido,2008,TELEMAR/MG,Rádio,8,8,0
MG,3108404,Atendido,2008,TELEMAR/MG,Fibra,8,8,0
MG,3108503,Atendido,2010,TELEMAR/MG,Rádio,8,8,0
MG,3108552,Atendido,2009,TELEMAR/MG,Rádio,8,8,0
MG,3108701,Atendido,2008,TELEMAR/MG,Rádio,8,8,0
MG,3108909,Atendido,2009,TELEMAR/MG,Rádio,8,8,0
MG,3109204,Atendido,2008,TELEMAR/MG,Fibra,8,8,0
MG,3109451,Atendido,2010,TELEMAR/MG,Rádio,8,8,0
MG,3109501,Atendido,2008,TELEMAR/MG,Fibra,8,8,0
MG,3109600,Atendido,2008,TELEMAR/MG,Fibra,8,8,0
MG,3109709,Atendido,2008,TELEMAR/MG,Fibra,8,8,0
MG,3109907,Atendido,2008,TELEMAR/MG,Fibra,8,8,0
MG,3110202,Atendido,2008,TELEMAR/MG,Fibra,8,8,0
MG,3110301,Atendido,2008,TELEMAR/MG,Fibra,8,8,0
MG,3110707,Atendido,2008,TELEMAR/MG,Fibra,8,8,0
MG,3110806,Atendido,2008,TELEMAR/MG,Fibra,8,8,0
MG,3110905,Atendido,2008,TELEMAR/MG,Rádio,8,8,0
MG,3111309,Atendido,2008,TELEMAR/MG,Rádio,8,8,0
MG,3111705,Atendido,2008,TELEMAR/MG,Rádio,8,8,0
MG,3112000,Atendido,2008,TELEMAR/MG,Fibra,8,8,0
MG,3112059,Atendido,2010,TELEMAR/MG,Fibra,8,8,0
MG,3112109,Atendido,2009,TELEMAR/MG,Rádio,8,8,0
MG,3112208,Atendido,2008,TELEMAR/MG,Rádio,8,8,0
MG,3112406,Atendido,2008,TELEMAR/MG,Rádio,8,8,0
MG,3112505,Atendido,2008,TELEMAR/MG,Fibra,8,8,0
MG,3112653,Atendido,2009,TELEMAR/MG,Rádio,8,8,0
MG,3112703,Atendido,2008,TELEMAR/MG,Rádio,8,8,0
MG,3112802,Atendido,2008,TELEMAR/MG,Rádio,8,8,0
MG,3112901,Atendido,2008,TELEMAR/MG,Rádio,8,8,0
MG,3113503,Atendido,2009,TELEMAR/MG,Rádio,8,8,0
MG,3113602,Atendido,2008,TELEMAR/MG,Fibra,8,8,0
MG,3113800,Atendido,2010,TELEMAR/MG,Rádio,8,8,0
MG,3113909,Atendido,2008,TELEMAR/MG,Fibra,8,8,0
MG,3114006,Atendido,2008,TELEMAR/MG,Rádio,8,8,0
MG,3114105,Atendido,2008,TELEMAR/MG,Fibra,8,8,0
MG,3114501,Atendido,2008,TELEMAR/MG,Fibra,8,8,0
MG,3114808,Atendido,2008,TELEMAR/MG,Fibra,8,8,0
MG,3115102,Atendido,2008,TELEMAR/MG,Rádio,8,8,0
MG,3115201,Atendido,2008,TELEMAR/MG,Rádio,8,8,0
MG,3115359,Atendido,2008,TELEMAR/MG,Rádio,8,8,0
MG,3115458,Atendido,2008,TELEMAR/MG,Fibra,8,8,0
MG,3115474,Atendido,2010,TELEMAR/MG,Rádio,8,8,0
MG,3115706,Atendido,2009,TELEMAR/MG,Rádio,8,8,0
MG,3115904,Atendido,2008,TELEMAR/MG,Rádio,8,8,0
MG,3116001,Atendido,2008,TELEMAR/MG,Rádio,8,8,0
MG,3116159,Atendido,2017,TELEMAR/MG,Rádio,8,8,0
MG,3116209,Atendido,2008,TELEMAR/MG,Rádio,8,8,0
MG,3116506,Atendido,2008,TELEMAR/MG,Rádio,8,8,0
MG,3116704,Atendido,2008,TELEMAR/MG,Fibra,8,8,0
MG,3116803,Atendido,2009,TELEMAR/MG,Rádio,8,8,0
MG,3117108,Atendido,2008,TELEMAR/MG,Rádio,8,8,0
MG,3117405,Atendido,2008,TELEMAR/MG,Rádio,8,8,0
MG,3117504,Atendido,2009,TELEMAR/MG,Rádio,8,8,0
MG,3117603,Atendido,2009,TELEMAR/MG,Rádio,8,8,0
MG,3117702,Atendido,2008,TELEMAR/MG,Rádio,8,8,0
MG,3117801,Atendido,2008,TELEMAR/MG,Fibra,8,8,0
MG,3117876,Atendido,2008,TELEMAR/MG,Fibra,8,8,0
MG,3117900,Atendido,2008,TELEMAR/MG,Fibra,8,8,0
MG,3118205,Atendido,2010,TELEMAR/MG,Rádio,8,8,0
MG,3118700,Atendido,2008,TELEMAR/MG,Rádio,8,8,0
MG,3118908,Atendido,2008,TELEMAR/MG,Fibra,8,8,0
MG,3119203,Atendido,2008,TELEMAR/MG,Rádio,8,8,0
MG,3119500,Atendido,2009,TELEMAR/MG,Rádio,8,8,0
MG,3119609,Atendido,2010,TELEMAR/MG,Rádio,8,8,0
MG,3119708,Atendido,2008,TELEMAR/MG,Rádio,8,8,0
MG,3119955,Atendido,2008,TELEMAR/MG,Rádio,8,8,0
MG,3120003,Atendido,2009,TELEMAR/MG,Rádio,8,8,0
MG,3120151,Atendido,2009,TELEMAR/MG,Rádio,8,8,0
MG,3120201,Atendido,2008,TELEMAR/MG,Rádio,8,8,0
MG,3120409,Atendido,2008,TELEMAR/MG,Fibra,8,8,0
MG,3120508,Atendido,2008,TELEMAR/MG,Fibra,8,8,0
MG,3120805,Atendido,2008,TELEMAR/MG,Rádio,8,8,0
MG,3120839,Atendido,2009,TELEMAR/MG,Rádio,8,8,0
MG,3120870,Atendido,2009,TELEMAR/MG,Rádio,8,8,0
MG,3121001,Atendido,2008,TELEMAR/MG,Rádio,8,8,0
MG,3121100,Atendido,2009,TELEMAR/MG,Rádio,8,8,0
MG,3121209,Atendido,2008,TELEMAR/MG,Rádio,8,8,0
MG,3121308,Atendido,2009,TELEMAR/MG,Rádio,8,8,0
MG,3121407,Atendido,2009,TELEMAR/MG,Rádio,8,8,0
MG,3121506,Atendido,2008,TELEMAR/MG,Rádio,8,8,0
MG,3121704,Atendido,2010,TELEMAR/MG,Rádio,8,8,0
MG,3121803,Atendido,2009,TELEMAR/MG,Rádio,8,8,0
MG,3121902,Atendido,2008,TELEMAR/MG,Rádio,8,8,0
MG,3122108,Atendido,2009,TELEMAR/MG,Rádio,8,8,0
MG,3122207,Atendido,2009,TELEMAR/MG,Rádio,8,8,0
MG,3122355,Atendido,2008,TELEMAR/MG,Fibra,8,8,0
MG,3122454,Atendido,2009,TELEMAR/MG,Rádio,8,8,0
MG,3122504,Atendido,2008,TELEMAR/MG,Rádio,8,8,0
MG,3122603,Atendido,2010,TELEMAR/MG,Rádio,8,8,0
MG,3122702,Atendido,2008,TELEMAR/MG,Rádio,8,8,0
MG,3122900,Atendido,2008,TELEMAR/MG,Rádio,8,8,0
MG,3123007,Atendido,2008,TELEMAR/MG,Rádio,8,8,0
MG,3123205,Atendido,2008,TELEMAR/MG,Rádio,8,8,0
MG,3123304,Atendido,2009,TELEMAR/MG,Rádio,8,8,0
MG,3123700,Atendido,2008,TELEMAR/MG,Rádio,8,8,0
MG,3123809,Atendido,2008,TELEMAR/MG,Fibra,8,8,0
MG,3123858,Atendido,2009,TELEMAR/MG,Rádio,8,8,0
MG,3123908,Atendido,2008,TELEMAR/MG,Rádio,8,8,0
MG,3124005,Atendido,2009,TELEMAR/MG,Rádio,8,8,0
MG,3124500,Atendido,2008,TELEMAR/MG,Fibra,8,8,0
MG,3124609,Atendido,2008,TELEMAR/MG,Rádio,8,8,0
MG,3124708,Atendido,2009,TELEMAR/MG,Rádio,8,8,0
MG,3124807,Atendido,2009,TELEMAR/MG,Rádio,8,8,0
MG,3124906,Atendido,2008,TELEMAR/MG,Fibra,8,8,0
MG,3125002,Atendido,2008,TELEMAR/MG,Fibra,8,8,0
MG,3125200,Atendido,2008,TELEMAR/MG,Rádio,8,8,0
MG,3125309,Atendido,2009,TELEMAR/MG,Rádio,8,8,0
MG,3125606,Atendido,2009,TELEMAR/MG,Rádio,8,8,0
MG,3125705,Atendido,2009,TELEMAR/MG,Rádio,8,8,0
MG,3125804,Atendido,2008,TELEMAR/MG,Rádio,8,8,0
MG,3125903,Atendido,2009,TELEMAR/MG,Rádio,8,8,0
MG,3125952,Atendido,2010,TELEMAR/MG,Rádio,8,8,0
MG,3126000,Atendido,2009,TELEMAR/MG,Rádio,8,8,0
MG,3126208,Atendido,2009,TELEMAR/MG,Rádio,8,8,0
MG,3126307,Atendido,2008,TELEMAR/MG,Rádio,8,8,0
MG,3126604,Atendido,2008,TELEMAR/MG,Rádio,8,8,0
MG,3126901,Atendido,2008,TELEMAR/MG,Fibra,8,8,0
MG,3127008,Atendido,2008,TELEMAR/MG,Rádio,8,8,0
MG,3127057,Atendido,2010,TELEMAR/MG,Rádio,8,8,0
MG,3127206,Atendido,2009,TELEMAR/MG,Rádio,8,8,0
MG,3127305,Atendido,2008,TELEMAR/MG,Fibra,8,8,0
MG,3127370,Atendido,2010,TELEMAR/MG,Rádio,8,8,0
MG,3127388,Atendido,2008,TELEMAR/MG,Rádio,8,8,0
MG,3127503,Atendido,2009,TELEMAR/MG,Rádio,8,8,0
MG,3127602,Atendido,2008,TELEMAR/MG,Rádio,8,8,0
MG,3127800,Atendido,2009,TELEMAR/MG,Rádio,8,8,0
MG,3128105,Atendido,2009,TELEMAR/MG,Rádio,8,8,0
MG,3128204,Atendido,2008,TELEMAR/MG,Rádio,8,8,0
MG,3128402,Atendido,2008,TELEMAR/MG,Rádio,8,8,0
MG,3128501,Atendido,2008,TELEMAR/MG,Fibra,8,8,0
MG,3128600,Atendido,2010,TELEMAR/MG,Fibra,8,8,0
MG,3128808,Atendido,2008,TELEMAR/MG,Rádio,8,8,0
MG,3128907,Atendido,2008,TELEMAR/MG,Fibra,8,8,0
MG,3129004,Atendido,2008,TELEMAR/MG,Rádio,8,8,0
MG,3129202,Atendido,2008,TELEMAR/MG,Rádio,8,8,0
MG,3129301,Atendido,2008,TELEMAR/MG,Rádio,8,8,0
MG,3129905,Atendido,2008,TELEMAR/MG,Rádio,8,8,0
MG,3130002,Atendido,2008,TELEMAR/MG,Rádio,8,8,0
MG,3130051,Atendido,2010,TELEMAR/MG,Rádio,8,8,0
MG,3130408,Atendido,2008,TELEMAR/MG,Fibra,8,8,0
MG,3130507,Atendido,2009,TELEMAR/MG,Rádio,8,8,0
MG,3130606,Atendido,2008,TELEMAR/MG,Rádio,8,8,0
MG,3130655,Atendido,2010,TELEMAR/MG,Rádio,8,8,0
MG,3131000,Atendido,2009,TELEMAR/MG,Rádio,8,8,0
MG,3131109,Atendido,2008,TELEMAR/MG,Rádio,8,8,0
MG,3131158,Atendido,2008,TELEMAR/MG,Rádio,8,8,0
MG,3131208,Atendido,2008,TELEMAR/MG,Rádio,8,8,0
MG,3131505,Atendido,2008,TELEMAR/MG,Fibra,8,8,0
MG,3131604,Atendido,2008,TELEMAR/MG,Fibra,8,8,0
MG,3131802,Atendido,2009,TELEMAR/MG,Rádio,8,8,0
MG,3132107,Atendido,2008,TELEMAR/MG,Rádio,8,8,0
MG,3132206,Atendido,2008,TELEMAR/MG,Fibra,8,8,0
MG,3132305,Atendido,2008,TELEMAR/MG,Rádio,8,8,0
MG,3132602,Atendido,2008,TELEMAR/MG,Rádio,8,8,0
MG,3132909,Atendido,2008,TELEMAR/MG,Rádio,8,8,0
MG,3133006,Atendido,2008,TELEMAR/MG,Fibra,8,8,0
MG,3133105,Atendido,2008,TELEMAR/MG,Fibra,8,8,0
MG,3133204,Atendido,2008,TELEMAR/MG,Rádio,8,8,0
MG,3133600,Atendido,2008,TELEMAR/MG,Fibra,8,8,0
MG,3133709,Atendido,2008,TELEMAR/MG,Fibra,8,8,0
MG,3133758,Atendido,2008,TELEMAR/MG,Rádio,8,8,0
MG,3134004,Atendido,2009,TELEMAR/MG,Rádio,8,8,0
MG,3134103,Atendido,2009,TELEMAR/MG,Fibra,8,8,0
MG,3134301,Atendido,2008,TELEMAR/MG,Rádio,8,8,0
MG,3134509,Atendido,2008,TELEMAR/MG,Rádio,8,8,0
MG,3134608,Atendido,2008,TELEMAR/MG,Rádio,8,8,0
MG,3134707,Atendido,2008,TELEMAR/MG,Rádio,8,8,0
MG,3134806,Atendido,2008,TELEMAR/MG,Rádio,8,8,0
MG,3135076,Atendido,2008,TELEMAR/MG,Rádio,8,8,0
MG,3135357,Atendido,2008,TELEMAR/MG,Rádio,8,8,0
MG,3135407,Atendido,2008,TELEMAR/MG,Rádio,8,8,0
MG,3135506,Atendido,2008,TELEMAR/MG,Rádio,8,8,0
MG,3135605,Atendido,2009,TELEMAR/MG,Rádio,8,8,0
MG,3135704,Atendido,2008,TELEMAR/MG,Rádio,8,8,0
MG,3135902,Atendido,2008,TELEMAR/MG,Fibra,8,8,0
MG,3136009,Atendido,2008,TELEMAR/MG,Rádio,8,8,0
MG,3136405,Atendido,2008,TELEMAR/MG,Fibra,8,8,0
MG,3136504,Atendido,2008,TELEMAR/MG,Rádio,8,8,0
MG,3136553,Atendido,2010,TELEMAR/MG,Rádio,8,8,0
MG,3136603,Atendido,2008,TELEMAR/MG,Fibra,8,8,0
MG,3136900,Atendido,2008,TELEMAR/MG,Rádio,8,8,0
MG,3136959,Atendido,2010,TELEMAR/MG,Rádio,8,8,0
MG,3137007,Atendido,2008,TELEMAR/MG,Rádio,8,8,0
MG,3137304,Atendido,2008,TELEMAR/MG,Rádio,8,8,0
MG,3137403,Atendido,2009,TELEMAR/MG,Rádio,8,8,0
MG,3137908,Atendido,2009,TELEMAR/MG,Rádio,8,8,0
MG,3138005,Atendido,2008,TELEMAR/MG,Rádio,8,8,0
MG,3138302,Atendido,2008,TELEMAR/MG,Rádio,8,8,0
MG,3138500,Atendido,2009,TELEMAR/MG,Fibra,8,8,0
MG,3138609,Atendido,2008,TELEMAR/MG,Fibra,8,8,0
MG,3138708,Atendido,2008,TELEMAR/MG,Rádio,8,8,0
MG,3138906,Atendido,2009,TELEMAR/MG,Rádio,8,8,0
MG,3139102,Atendido,2008,TELEMAR/MG,Rádio,8,8,0
MG,3139201,Atendido,2009,TELEMAR/MG,Rádio,8,8,0
MG,3139805,Atendido,2008,TELEMAR/MG,Rádio,8,8,0
MG,3139904,Atendido,2009,TELEMAR/MG,Rádio,8,8,0
MG,3140100,Atendido,2008,TELEMAR/MG,Rádio,8,8,0
MG,3140159,Atendido,2008,TELEMAR/MG,Fibra,8,8,0
MG,3140209,Atendido,2008,TELEMAR/MG,Fibra,8,8,0
MG,3140308,Atendido,2010,TELEMAR/MG,Fibra,8,8,0
MG,3140506,Atendido,2008,TELEMAR/MG,Rádio,8,8,0
MG,3140555,Atendido,2009,TELEMAR/MG,Rádio,8,8,0
MG,3140902,Atendido,2008,TELEMAR/MG,Rádio,8,8,0
MG,3141207,Atendido,2008,TELEMAR/MG,Rádio,8,8,0
MG,3141306,Atendido,2008,TELEMAR/MG,Rádio,8,8,0
MG,3141504,Atendido,2008,TELEMAR/MG,Rádio,8,8,0
MG,3141603,Atendido,2008,TELEMAR/MG,Rádio,8,8,0
MG,3141702,Atendido,2009,TELEMAR/MG,Rádio,8,8,0
MG,3142106,Atendido,2008,TELEMAR/MG,Rádio,8,8,0
MG,3142205,Atendido,2008,TELEMAR/MG,Fibra,8,8,0
MG,3142304,Atendido,2008,TELEMAR/MG,Rádio,8,8,0
MG,3142601,Atendido,2008,TELEMAR/MG,Fibra,8,8,0
MG,3142700,Atendido,2009,TELEMAR/MG,Rádio,8,8,0
MG,3142908,Atendido,2009,TELEMAR/MG,Rádio,16,8,8
MG,3143005,Atendido,2008,TELEMAR/MG,Fibra,8,8,0
MG,3143450,Atendido,2010,TELEMAR/MG,Rádio,8,8,0
MG,3143500,Atendido,2009,TELEMAR/MG,Rádio,8,8,0
MG,3144201,Atendido,2010,TELEMAR/MG,Rádio,8,8,0
MG,3144359,Atendido,2008,TELEMAR/MG,Fibra,8,8,0
MG,3144409,Atendido,2008,TELEMAR/MG,Rádio,8,8,0
MG,3144508,Atendido,2008,TELEMAR/MG,Rádio,8,8,0
MG,3144706,Atendido,2008,TELEMAR/MG,Fibra,8,8,0
MG,3144904,Atendido,2008,TELEMAR/MG,Rádio,8,8,0
MG,3145109,Atendido,2008,TELEMAR/MG,Rádio,8,8,0
MG,3145356,Atendido,2008,TELEMAR/MG,Rádio,8,8,0
MG,3145406,Atendido,2008,TELEMAR/MG,Fibra,8,8,0
MG,3145455,Atendido,2010,TELEMAR/MG,Rádio,8,8,0
MG,3145505,Atendido,2009,TELEMAR/MG,Rádio,8,8,0
MG,3145851,Atendido,2008,TELEMAR/MG,Rádio,8,8,0
MG,3146206,Atendido,2008,TELEMAR/MG,Rádio,8,8,0
MG,3146305,Atendido,2008,TELEMAR/MG,Fibra,8,8,0
MG,3146404,Atendido,2009,TELEMAR/MG,Rádio,8,8,0
MG,3146503,Atendido,2008,TELEMAR/MG,Rádio,8,8,0
MG,3146602,Atendido,2008,TELEMAR/MG,Rádio,8,8,0
MG,3146701,Atendido,2008,TELEMAR/MG,Rádio,8,8,0
MG,3147303,Atendido,2008,TELEMAR/MG,Fibra,150,8,142
MG,3147600,Atendido,2008,TELEMAR/MG,Fibra,8,8,0
MG,3147709,Atendido,2008,TELEMAR/MG,Rádio,8,8,0
MG,3147808,Atendido,2008,TELEMAR/MG,Rádio,8,8,0
MG,3147956,Atendido,2010,TELEMAR/MG,Rádio,8,8,0
MG,3148202,Atendido,2008,TELEMAR/MG,Fibra,8,8,0
MG,3148301,Atendido,2008,TELEMAR/MG,Rádio,8,8,0
MG,3148400,Atendido,2009,TELEMAR/MG,Rádio,8,8,0
MG,3148509,Atendido,2009,TELEMAR/MG,Rádio,8,8,0
MG,3148608,Atendido,2009,TELEMAR/MG,Rádio,8,8,0
MG,3149002,Atendido,2010,TELEMAR/MG,Rádio,8,8,0
MG,3149101,Atendido,2008,TELEMAR/MG,Fibra,8,8,0
