Municípios;id;Ano;Bloco Educação\Ensino Fundamental\Anos Finais EF\Índice;Bloco Educação\Ensino Fundamental\Anos Iniciais EF\Índice;Bloco Educação\Ensino Fundamental\Índice;Bloco Educação\Ensino Médio\Índice;Bloco Educação\Escolaridade Adulta\Índice;Bloco Educação\Pré Escola\Índice;Bloco Educação\Índice;Bloco Renda\Apropriação da Renda\Índice;Bloco Renda\Geração da Renda\Índice;Bloco Renda\Índice;Bloco Saúde\Condições Gerais de Saúde\Mortes por Causas Evitáveis\Índice;Bloco Saúde\Condições Gerais de Saúde\Índice;Bloco Saúde\Condições Gerais de Saúde\Óbitos por Causas Mal Definidas\Índice;Bloco Saúde\Longevidade\Índice;Bloco Saúde\Saúde Materno Infantil\Consultas Pré Natal\Índice;Bloco Saúde\Saúde Materno Infantil\Mortalidade de Menores de 5 anos\Índice;Bloco Saúde\Saúde Materno Infantil\Índice;Bloco Saúde\Índice;Idese
Aceguá;43000340;2007;0.599146666666666;0.619926917418459;0.609536792042563;0.753219822589901;0.359985820818084;0.509554140127389;0.558074143894484;0.565790944889911;0.654127511194053;0.609959228041982;0.473560818853922;0.695598272088508;0.917635725323094;0.825218365888914;0.57359407442498;0.956083046276669;0.764838560350825;0.761885066109416;0.643306146015294
Aceguá;43000340;2008;0.599146666666666;0.619926917418459;0.609536792042563;0.719373440298615;0.36490866986274;0.537931034482759;0.557937484171669;0.522059233556895;0.660864513363575;0.591461873460235;0.491289695526933;0.704666076459341;0.918042457391748;0.817868243443388;0.630310434755429;0.915160572243876;0.772735503499652;0.765089941134127;0.638163099588677
Aceguá;43000340;2009;0.584967394304;0.652986448299791;0.618976921301896;0.659966751669285;0.369059387291718;0.559210526315789;0.551803396644672;0.588931319553222;0.70887786234664;0.648904590949931;0.608837519852964;0.763442357631261;0.918047195409559;0.848650576680616;0.672607667086313;0.917135804342783;0.794871735714548;0.802321556675475;0.667676514756693
Aceguá;43000340;2010;0.584967394304;0.652986448299791;0.618976921301896;0.677985325958505;0.375;0.593984962406015;0.566486802416604;0.575764470961883;0.711479019088752;0.643621745025318;0.691909934426817;0.802415770499127;0.912921606571438;0.877962213814789;0.715187900174496;0.880542305376284;0.79786510277539;0.826081029029769;0.678729858823897
Aceguá;43000340;2011;0.6072257388416;0.7269370496;0.6670813942208;0.659755246771401;0.380349297101635;0.756302521008403;0.61587211477556;0.557469205748587;0.729959132351977;0.643714169050282;0.573844467517364;0.740527398271145;0.907210329024925;0.830681825658873;0.73980877132715;0.924543302231826;0.832176036779488;0.801128420236502;0.686904901354115
Aceguá;43000340;2012;0.6072257388416;0.7269370496;0.6670813942208;0.589575642608255;0.388810864016069;0.933884297520661;0.644838049591446;0.550851325714481;0.66844757317412;0.6096494494443;0.517588779033039;0.717660652490557;0.917732525948074;0.79556098191409;0.725412748679724;0.926659991913026;0.826036370296375;0.779752668233674;0.678080055756474
Aceguá;43000340;2013;0.5725633654656;0.72975296;0.6511581627328;0.555382745970645;0.394526558978775;1.0;0.650266866920555;0.667969674561444;0.812009427232093;0.739989550896768;0.520649160787945;0.726899048060836;0.933148935333726;0.826495867937997;0.742811716260536;0.921405557376675;0.832108636818605;0.795167850939146;0.728474756252156
Aceguá;43000340;2014;0.5725633654656;0.72975296;0.6511581627328;0.517848228325624;0.397271534978943;0.899159663865546;0.616359397475729;0.693159606639206;0.839978179619977;0.766568893129591;0.648858414336475;0.798888040208251;0.948917666080027;0.902992252199353;0.732313857592383;0.903726576051887;0.818020216822135;0.839966836409913;0.740965042338411
Aceguá;43000340;2015;0.6266814572544;0.801041676613463;0.713861566933931;0.487631036037874;0.405112325810568;1.0;0.651651232195593;0.669621780043817;0.840832455852475;0.755227117948146;0.604945876178537;0.780602273186079;0.956258670193621;0.908907940636489;0.76313743098856;0.90049084103634;0.83181413601245;0.840441449945006;0.749106600029582
Aceguá;43000340;2016;0.626681;0.801042;0.713862;0.436884;0.411345;0.930769;0.623215;0.675275;0.825887;0.750581;0.641166;0.801613;0.962059;0.912622;0.771512;0.921664;0.846588;0.853607;0.742467684
Aceguá;43000340;2017;0.609664;0.72863125052047;0.66914762526024;0.48773729644409;0.4134752974346;0.95924408575477;0.63240107622342;0.63150850740113;0.85133291856468;0.74142071298291;0.65795438936621;0.81551350683461;0.97307262430301;0.9183281191744;0.78952730044777;0.94108008216606;0.86530369130692;0.86638177243864;0.74673452054832
Aceguá;43000340;2018;0.609664;0.72863125052047;0.66914762526024;0.50257334020193;0.41943686933594;1.0;0.64778945869952;0.61567438534819;0.80589095550071;0.71078267042445;0.71932111456933;0.84782542023581;0.97632972590229;0.93917110285921;0.81005054126371;0.90029098690397;0.85517076408384;0.88072242905962;0.74643151939453
Aceguá;43000340;2019;0.745450624;0.762956032;0.754203328;0.52218204308403;0.42442261054689;1.0;0.67520199540773;0.58191624509399;0.79695923192682;0.6894377385104;0.67918822759122;0.82921241846916;0.9792366093471;0.95144575477169;0.82649458384752;0.89543852101091;0.86096655242922;0.88054157522335;0.74839376971383
Aceguá;43000340;2020;0.745450624;0.762956032;0.754203328;0.63921411323833;0.43081157603207;1.0;0.7060572543176;0.60444028953039;0.79459097643627;0.69951563298333;0.52653683507161;0.75328990273651;0.98004297040141;0.90585186624822;0.85402561102788;0.88006479642738;0.86704520372763;0.84206232423746;0.74921173717946
Aceguá;43000340;2021;0.699946624;0.752886528;0.726416576;0.67477270421579;0.4346305245817;1.0;0.70895495119937;0.61392266051113;0.92875210542053;0.77133738296583;0.53221957908511;0.75637728535654;0.98053499162798;0.85734376179076;0.8563408419557;0.88021593043937;0.86827838619753;0.82733314444828;0.76920849287116
Água Santa;43000590;2007;0.668864;0.652872838306731;0.660868419153366;0.852374955389002;0.343994365405261;0.421686746987952;0.569731121733895;0.737581108552462;0.747628860780505;0.742604984666484;0.70926086974358;0.843515948808687;0.977771027873794;0.943618201414294;0.693754591883448;0.918857990370963;0.806306291127206;0.864480147116729;0.725605417839036
Água Santa;43000590;2008;0.668864;0.652872838306731;0.660868419153366;0.93115630916528;0.357679803749084;0.702380952380952;0.663021371112171;0.762811592083019;0.784084211837545;0.773447901960282;0.698523954767018;0.834547439103397;0.970570923439776;0.9119952310858;0.76993998726748;0.921593199944653;0.845766593606066;0.864103087931754;0.766857453668069
Água Santa;43000590;2009;0.675477333333334;0.642557512838307;0.65901742308582;0.874454338732491;0.367934605537955;0.571428571428571;0.618208734696209;0.808476947991228;0.755842579351212;0.78215976367122;0.604786501119835;0.786218661731038;0.967650822342241;0.871013206729136;0.775593783088999;0.926709965892465;0.851151874490732;0.836127914316969;0.745498804228133
Água Santa;43000590;2010;0.675477333333334;0.642557512838307;0.65901742308582;0.935503762541806;0.3815;0.739130434782609;0.678787905102559;0.79978756961666;0.760283080823274;0.780035325219967;0.662401434492243;0.807215856779915;0.952030279067586;0.917782499050248;0.785253022447103;0.970061640464716;0.87765733145591;0.867551895762024;0.775458375361517
Água Santa;43000590;2011;0.60663466624;0.72304339712;0.66483903168;0.939799528301887;0.38653098344758;0.853658536585366;0.711207020003708;0.827260170704918;0.788164072531113;0.807712121618016;0.68325174973283;0.819006556213659;0.954761362694488;0.953735262961768;0.779135916816573;0.947658503796945;0.863397210306759;0.878713009827396;0.799210717149707
Água Santa;43000590;2012;0.60663466624;0.72304339712;0.66483903168;0.934492344148742;0.399564977652653;0.926470588235294;0.731341735429172;0.865449713315124;0.796583338353592;0.831016525834358;0.801887379875301;0.879485740835024;0.957084101794747;0.981167945117912;0.790221673776722;0.948501728885245;0.869361701330984;0.91000512909464;0.82412113011939
Água Santa;43000590;2013;0.62225066624;0.74507272192;0.68366169408;0.954463260619977;0.409561905863018;0.962025316455696;0.752428044254673;0.944453120331344;0.961348170259346;0.952900645295345;0.778467528999981;0.875171571055808;0.971875613111634;0.970555735273904;0.774249182951037;0.914871535406724;0.844560359178881;0.896762555169531;0.867363748239849
Água Santa;43000590;2014;0.62225066624;0.74507272192;0.68366169408;0.963127870264064;0.417396648018957;1.0;0.766046553090755;0.945327932908789;0.91240463799562;0.928866285452205;0.806116855592016;0.886350208169178;0.96658356074634;0.970321993487208;0.765990998728828;0.941722537449351;0.853856768089089;0.903509656581825;0.866140831708262
Água Santa;43000590;2015;0.709354666666667;0.769439711311589;0.739397188989128;0.97834902335884;0.426651734977768;1.0;0.786099486831434;0.935023586789117;0.925354111961372;0.930188849375245;0.771790414061061;0.867165188948421;0.96253996383578;0.981164732034767;0.774524078073337;0.945611273032528;0.860067675552932;0.902799198845373;0.873029178350684
Água Santa;43000590;2016;0.709355;0.76944;0.739397;0.882772;0.437334;1.0;0.764876;0.962873;0.911454;0.937164;0.751297;0.851843;0.952389;0.956862;0.778574;0.901011;0.839793;0.882833;0.861624064
Água Santa;43000590;2017;0.72693333333333;0.79203495350451;0.75948414341892;0.93326989951037;0.43910502300492;1.0;0.78296476648355;0.96576531588649;0.89549975620605;0.93063253604627;0.65124142526862;0.80215527079154;0.95306911631447;0.93832865518523;0.79143081483708;0.9050479237792;0.84823936930814;0.86290776509497;0.8588350225416
Água Santa;43000590;2018;0.72693333333333;0.79203495350451;0.75948414341892;0.9855550771405;0.44616336013199;0.94749436535582;0.78467423651181;0.98012596472021;0.92711091879493;0.95361844175757;0.66567996324994;0.80911446012497;0.952548957;0.96275580135259;0.78932403533737;0.90827125398674;0.84879764466206;0.87355596871321;0.87061621566086
Água Santa;43000590;2019;0.757098624;0.864059648;0.810579136;1.0;0.45190240205907;1.0;0.81562038451477;1.0;0.90366958628403;0.95183479314201;0.73618378014793;0.8498531481172;0.96352251608646;1.0;0.80689113314901;0.95326018896791;0.88007566105846;0.90997626972522;0.89247714912733
Água Santa;43000590;2020;0.757098624;0.864059648;0.810579136;1.0;0.4557146492184;1.0;0.8165734463046;0.97152439184434;0.9077859276259;0.93965515973512;0.86050820254959;0.91668513260155;0.97286206265352;1.0;0.80336249504678;0.92837981802688;0.86587115653683;0.92751876304613;0.89458245636195
Água Santa;43000590;2021;0.65278386015779;0.785968384;0.7193761220789;0.91601533699297;0.46353381364193;1.0;0.77473131817845;0.99480333362243;1.0;0.99740166681121;0.83961204275271;0.90834159547133;0.97707114818994;0.98578239744926;0.79583731391807;0.90066572621462;0.84825152006634;0.91412517099564;0.89541938532844
Agudo;43001090;2007;0.717781333333334;0.687027430950729;0.702404382142031;0.563934693950284;0.342540988226934;0.623762376237624;0.558160610139218;0.592077621570936;0.53894009246843;0.565508857019683;0.551349872093386;0.637663042732887;0.723976213372389;0.803651987768293;0.609176960022437;0.890454189140796;0.749815574581616;0.730376868360932;0.618015445173278
Agudo;43001090;2008;0.717781333333334;0.687027430950729;0.702404382142031;0.521611853443666;0.356677899145778;0.536817102137767;0.529377809217311;0.636335928977884;0.568467216993565;0.602401572985725;0.54216962449642;0.636041671068225;0.72991371764003;0.810495461030288;0.595912840858996;0.858223222300282;0.727068031579639;0.724535054559384;0.618771478920807
Agudo;43001090;2009;0.701312;0.678123392088827;0.689717696044413;0.487401654662997;0.370489888936431;0.629370629370629;0.544244967253618;0.65039502577182;0.55557289181403;0.602983958792925;0.561275384556944;0.660281066654796;0.759286748752649;0.821898300608427;0.598977185864442;0.845135007378683;0.722056096621563;0.734745154628262;0.627324693558268
Agudo;43001090;2010;0.701312;0.678123392088827;0.689717696044413;0.48644509858738;0.3852;0.692874692874693;0.563559371876622;0.687860079475244;0.565965378970014;0.626912729222629;0.615191645201996;0.683440672690147;0.751689700178298;0.829040182695815;0.634438640320993;0.837596529389414;0.736017584855204;0.749499480080389;0.646657193726547
Agudo;43001090;2011;0.77248;0.73008091008;0.75128045504;0.486423603793467;0.393106304378425;0.815718157181572;0.611632130098366;0.70456476127187;0.597267180112569;0.65091597069222;0.606269756720528;0.695153150860101;0.784036544999673;0.844390608355211;0.684897765069034;0.918058489515191;0.801478127292112;0.780340628835808;0.680962909875464
