"Código","Unidade Territorial","UF","Referência","Famílias PBF (até Out/2021)","Famílias PBF (a partir de Mar/2023)","Valor repassado às famílias PBF (até Out/2021)","Valor repassado às famílias PBF (a partir de Mar/2023)","Valor do Benefício médio (até Out/2021)","Valor do Benefício médio (a partir de Mar/2023)"
"430330","CAIBATÉ","RS","2008","471","","464480,00","","986,16",""
"430330","CAIBATÉ","RS","2021","222","","206471","","930,05",""
"430330","CAIBATÉ","RS","2013","353","","540844","","1532,14",""
"430340","CAIÇARA","RS","2009","294","","251372,00","","855,01",""
"430340","CAIÇARA","RS","2012","288","","357942","","1242,85",""
"430340","CAIÇARA","RS","2021","241","","235450","","976,97",""
"430340","CAIÇARA","RS","2007","287","","190911","","665,20",""
"430340","CAIÇARA","RS","2010","300","","279915,00","","933,05",""
"430340","CAIÇARA","RS","2011","265","","320250,00","","1208,49",""
"430340","CAIÇARA","RS","2020","227","","122149,00","","538,10",""
"430340","CAIÇARA","RS","2019","208","","371739,00","","1787,21",""
"430340","CAIÇARA","RS","2018","222","","375752","","1692,58",""
"430340","CAIÇARA","RS","2017","231","","356292","","1542,39",""
"430340","CAIÇARA","RS","2016","233","","399967,00","","1716,60",""
"430340","CAIÇARA","RS","2015","270","","411609","","1524,48",""
"430340","CAIÇARA","RS","2014","278","","408419","","1469,13",""
"430340","CAIÇARA","RS","2013","268","","385520","","1438,51",""
"430340","CAIÇARA","RS","2008","262","","221098,00","","843,89",""
"430350","CAMAQUÃ","RS","2007","2915","","2126046","","729,35",""
"430350","CAMAQUÃ","RS","2015","3015","","4648390","","1541,75",""
"430350","CAMAQUÃ","RS","2013","3144","","4612218","","1466,99",""
"430350","CAMAQUÃ","RS","2014","2978","","4569391","","1534,38",""
"430350","CAMAQUÃ","RS","2016","2806","","4394300,00","","1566,04",""
"430350","CAMAQUÃ","RS","2017","2727","","4172667","","1530,13",""
"430350","CAMAQUÃ","RS","2018","2670","","4907818","","1838,13",""
"430350","CAMAQUÃ","RS","2019","2624","","5459673,00","","2080,67",""
"430350","CAMAQUÃ","RS","2020","3218","","1903722,00","","591,59",""
"430350","CAMAQUÃ","RS","2010","3291","","3253458,00","","988,59",""
"430350","CAMAQUÃ","RS","2011","3165","","4006666,00","","1265,93",""
"430350","CAMAQUÃ","RS","2021","3956","","4301744","","1087,40",""
"430350","CAMAQUÃ","RS","2009","3261","","2924754,00","","896,89",""
"430350","CAMAQUÃ","RS","2008","3059","","2469930,00","","807,43",""
"430350","CAMAQUÃ","RS","2012","3188","","4459902","","1398,97",""
"430355","CAMARGO","RS","2008","20","","21488,00","","1074,40",""
"430355","CAMARGO","RS","2011","41","","46978,00","","1145,80",""
"430355","CAMARGO","RS","2012","47","","62374","","1327,11",""
"430355","CAMARGO","RS","2013","46","","69028","","1500,61",""
"430355","CAMARGO","RS","2014","38","","64365","","1693,82",""
"430355","CAMARGO","RS","2015","34","","49695","","1461,62",""
"430355","CAMARGO","RS","2016","33","","60578,00","","1835,70",""
"430355","CAMARGO","RS","2017","30","","52962","","1765,40",""
"430355","CAMARGO","RS","2009","32","","22753,00","","711,03",""
"430355","CAMARGO","RS","2018","29","","52563","","1812,52",""
"430355","CAMARGO","RS","2019","21","","48465,00","","2307,86",""
"430355","CAMARGO","RS","2020","24","","17917,00","","746,54",""
"430355","CAMARGO","RS","2010","41","","35918,00","","876,05",""
"430355","CAMARGO","RS","2007","43","","28521","","663,28",""
"430355","CAMARGO","RS","2021","26","","21797","","838,35",""
"430360","CAMBARÁ DO SUL","RS","2021","267","","252999","","947,56",""
"430360","CAMBARÁ DO SUL","RS","2008","381","","367046,00","","963,38",""
"430360","CAMBARÁ DO SUL","RS","2011","530","","685568,00","","1293,52",""
"430360","CAMBARÁ DO SUL","RS","2007","420","","330288","","786,40",""
"430360","CAMBARÁ DO SUL","RS","2010","512","","538282,00","","1051,33",""
"430360","CAMBARÁ DO SUL","RS","2009","510","","464161,00","","910,12",""
"430360","CAMBARÁ DO SUL","RS","2020","253","","147975,00","","584,88",""
"430360","CAMBARÁ DO SUL","RS","2019","243","","477250,00","","1963,99",""
"430360","CAMBARÁ DO SUL","RS","2013","466","","878268","","1884,70",""
"430360","CAMBARÁ DO SUL","RS","2014","347","","779924","","2247,62",""
"430360","CAMBARÁ DO SUL","RS","2015","356","","619093","","1739,03",""
"430360","CAMBARÁ DO SUL","RS","2016","299","","599608,00","","2005,38",""
"430360","CAMBARÁ DO SUL","RS","2017","263","","490504","","1865,03",""
"430360","CAMBARÁ DO SUL","RS","2018","272","","488325","","1795,31",""
"430360","CAMBARÁ DO SUL","RS","2012","513","","803504","","1566,28",""
"430367","CAMPESTRE DA SERRA","RS","2014","49","","93224","","1902,53",""
"430367","CAMPESTRE DA SERRA","RS","2019","75","","156395,00","","2085,27",""
"430367","CAMPESTRE DA SERRA","RS","2008","82","","58766,00","","716,66",""
"430367","CAMPESTRE DA SERRA","RS","2015","53","","92546","","1746,15",""
"430367","CAMPESTRE DA SERRA","RS","2017","73","","119193","","1632,78",""
"430367","CAMPESTRE DA SERRA","RS","2018","76","","123488","","1624,84",""
"430367","CAMPESTRE DA SERRA","RS","2020","70","","48268,00","","689,54",""
"430367","CAMPESTRE DA SERRA","RS","2016","50","","93910,00","","1878,20",""
"430367","CAMPESTRE DA SERRA","RS","2010","82","","71570,00","","872,80",""
"430367","CAMPESTRE DA SERRA","RS","2013","65","","127836","","1966,71",""
"430367","CAMPESTRE DA SERRA","RS","2012","77","","112388","","1459,58",""
"430367","CAMPESTRE DA SERRA","RS","2007","80","","55365","","692,06",""
"430367","CAMPESTRE DA SERRA","RS","2021","68","","71163","","1046,51",""
"430367","CAMPESTRE DA SERRA","RS","2011","71","","84565,00","","1191,06",""
"430367","CAMPESTRE DA SERRA","RS","2009","76","","66247,00","","871,67",""
"430370","CAMPINA DAS MISSÕES","RS","2009","232","","195636,00","","843,26",""
"430370","CAMPINA DAS MISSÕES","RS","2007","250","","172603","","690,41",""
"430370","CAMPINA DAS MISSÕES","RS","2010","239","","242345,00","","1014,00",""
"430370","CAMPINA DAS MISSÕES","RS","2008","193","","167534,00","","868,05",""
"430370","CAMPINA DAS MISSÕES","RS","2012","222","","288394","","1299,07",""
"430370","CAMPINA DAS MISSÕES","RS","2013","213","","287198","","1348,35",""
"430370","CAMPINA DAS MISSÕES","RS","2015","184","","287999","","1565,21",""
"430370","CAMPINA DAS MISSÕES","RS","2021","78","","65288","","837,03",""
"430370","CAMPINA DAS MISSÕES","RS","2020","74","","36295,00","","490,47",""
"430370","CAMPINA DAS MISSÕES","RS","2019","66","","122931,00","","1862,59",""
"430370","CAMPINA DAS MISSÕES","RS","2018","89","","143127","","1608,17",""
"430370","CAMPINA DAS MISSÕES","RS","2017","111","","166090","","1496,31",""
"430370","CAMPINA DAS MISSÕES","RS","2016","120","","221143,00","","1842,86",""
"430370","CAMPINA DAS MISSÕES","RS","2014","196","","296815","","1514,36",""
"430370","CAMPINA DAS MISSÕES","RS","2011","228","","279035,00","","1223,84",""
"430380","CAMPINAS DO SUL","RS","2017","172","","263712","","1533,21",""
"430380","CAMPINAS DO SUL","RS","2018","135","","242824","","1798,70",""
"430380","CAMPINAS DO SUL","RS","2019","123","","207342,00","","1685,71",""
"430380","CAMPINAS DO SUL","RS","2020","147","","64690,00","","440,07",""
"430380","CAMPINAS DO SUL","RS","2010","245","","239462,00","","977,40",""
"430380","CAMPINAS DO SUL","RS","2021","152","","117128","","770,58",""
"430380","CAMPINAS DO SUL","RS","2007","210","","147308","","701,47",""
"430380","CAMPINAS DO SUL","RS","2013","202","","326442","","1616,05",""
"430380","CAMPINAS DO SUL","RS","2014","208","","341531","","1641,98",""
"430380","CAMPINAS DO SUL","RS","2015","202","","332997","","1648,50",""
"430380","CAMPINAS DO SUL","RS","2016","196","","307593,00","","1569,35",""
"430380","CAMPINAS DO SUL","RS","2009","223","","191491,00","","858,70",""
"430380","CAMPINAS DO SUL","RS","2011","228","","282668,00","","1239,77",""
"430380","CAMPINAS DO SUL","RS","2012","222","","305774","","1377,36",""
"430380","CAMPINAS DO SUL","RS","2008","163","","155524,00","","954,13",""
"430390","CAMPO BOM","RS","2010","1647","","1582797,00","","961,02",""
"430390","CAMPO BOM","RS","2019","292","","422606,00","","1447,28",""
"430390","CAMPO BOM","RS","2012","1489","","2244640","","1507,48",""
"430390","CAMPO BOM","RS","2007","1088","","854234","","785,14",""
"430390","CAMPO BOM","RS","2021","600","","438546","","730,91",""
"430390","CAMPO BOM","RS","2013","1308","","2318146","","1772,28",""
"430390","CAMPO BOM","RS","2014","1036","","2061844","","1990,20",""
"430390","CAMPO BOM","RS","2015","839","","1703579","","2030,49",""
"430390","CAMPO BOM","RS","2016","506","","1055586,00","","2086,14",""
"430390","CAMPO BOM","RS","2017","291","","572255","","1966,51",""
"430390","CAMPO BOM","RS","2018","338","","453955","","1343,06",""
"430390","CAMPO BOM","RS","2020","424","","202496,00","","477,58",""
"430390","CAMPO BOM","RS","2011","1572","","1999127,00","","1271,71",""
"430390","CAMPO BOM","RS","2009","1685","","1314386,00","","780,05",""
"430390","CAMPO BOM","RS","2008","979","","985104,00","","1006,23",""
"430400","CAMPO NOVO","RS","2019","525","","946655,00","","1803,15",""
"430400","CAMPO NOVO","RS","2007","530","","473214","","892,86",""
"430400","CAMPO NOVO","RS","2016","531","","847362,00","","1595,79",""
"430400","CAMPO NOVO","RS","2012","624","","856704","","1372,92",""
"430400","CAMPO NOVO","RS","2017","545","","822895","","1509,90",""
"430400","CAMPO NOVO","RS","2018","605","","941602","","1556,37",""
"430400","CAMPO NOVO","RS","2020","533","","307738,00","","577,37",""
"430400","CAMPO NOVO","RS","2021","538","","401715","","746,68",""
"430400","CAMPO NOVO","RS","2015","574","","861295","","1500,51",""
"430400","CAMPO NOVO","RS","2014","608","","924329","","1520,28",""
"430400","CAMPO NOVO","RS","2013","612","","870634","","1422,60",""
"430400","CAMPO NOVO","RS","2010","530","","610013,00","","1150,97",""
"430400","CAMPO NOVO","RS","2008","538","","537180,00","","998,48",""
"430400","CAMPO NOVO","RS","2011","580","","692553,00","","1194,06",""
"430400","CAMPO NOVO","RS","2009","534","","589469,00","","1103,87",""
"430410","CAMPOS BORGES","RS","2021","220","","221404","","1006,38",""
"430410","CAMPOS BORGES","RS","2007","278","","234384","","843,11",""
"430410","CAMPOS BORGES","RS","2009","296","","283476,00","","957,69",""
"430410","CAMPOS BORGES","RS","2012","279","","399726","","1432,71",""
"430410","CAMPOS BORGES","RS","2015","244","","412306","","1689,78",""
"430410","CAMPOS BORGES","RS","2011","296","","357301,00","","1207,10",""
"430410","CAMPOS BORGES","RS","2010","305","","298751,00","","979,51",""
"430410","CAMPOS BORGES","RS","2008","263","","249252,00","","947,73",""
"430410","CAMPOS BORGES","RS","2013","256","","396688","","1549,56",""
"430410","CAMPOS BORGES","RS","2020","225","","135090,00","","600,40",""
"430410","CAMPOS BORGES","RS","2019","204","","445012,00","","2181,43",""
"430410","CAMPOS BORGES","RS","2018","230","","508015","","2208,76",""
"430410","CAMPOS BORGES","RS","2017","259","","450549","","1739,57",""
"430410","CAMPOS BORGES","RS","2016","231","","435079,00","","1883,46",""
"430410","CAMPOS BORGES","RS","2014","253","","407644","","1611,24",""
"430420","CANDELÁRIA","RS","2014","1465","","2525533","","1723,91",""
"430420","CANDELÁRIA","RS","2013","1626","","2570842","","1581,08",""
"430420","CANDELÁRIA","RS","2020","1190","","626132,00","","526,16",""
"430420","CANDELÁRIA","RS","2019","1025","","1752207,00","","1709,47",""
"430420","CANDELÁRIA","RS","2018","1126","","1859829","","1651,71",""
"430420","CANDELÁRIA","RS","2017","1239","","2132667","","1721,28",""
"430420","CANDELÁRIA","RS","2016","1465","","2631123,00","","1795,99",""
"430420","CANDELÁRIA","RS","2015","1724","","2638086","","1530,21",""
"430420","CANDELÁRIA","RS","2007","2174","","1553925","","714,78",""
"430420","CANDELÁRIA","RS","2009","1766","","1685560,00","","954,45",""
"430420","CANDELÁRIA","RS","2010","1560","","1498865,00","","960,81",""
"430420","CANDELÁRIA","RS","2021","1272","","991590","","779,55",""
"430420","CANDELÁRIA","RS","2012","1723","","2348750","","1363,17",""
"430420","CANDELÁRIA","RS","2008","1875","","1652546,00","","881,36",""
"430420","CANDELÁRIA","RS","2011","1641","","1876181,00","","1143,32",""
"430430","CÂNDIDO GODÓI","RS","2020","104","","55881,00","","537,32",""
"430430","CÂNDIDO GODÓI","RS","2008","264","","211142,00","","799,78",""
"430430","CÂNDIDO GODÓI","RS","2018","121","","190499","","1574,37",""
"430430","CÂNDIDO GODÓI","RS","2019","97","","170978,00","","1762,66",""
"430430","CÂNDIDO GODÓI","RS","2017","134","","214564","","1601,22",""
"430430","CÂNDIDO GODÓI","RS","2016","173","","311006,00","","1797,72",""
"430430","CÂNDIDO GODÓI","RS","2015","225","","335413","","1490,72",""
"430430","CÂNDIDO GODÓI","RS","2014","250","","335639","","1342,56",""
"430430","CÂNDIDO GODÓI","RS","2013","265","","318176","","1200,66",""
"430430","CÂNDIDO GODÓI","RS","2011","250","","269301,00","","1077,20",""
"430430","CÂNDIDO GODÓI","RS","2012","266","","308178","","1158,56",""
"430430","CÂNDIDO GODÓI","RS","2007","291","","172332","","592,21",""
"430430","CÂNDIDO GODÓI","RS","2010","263","","240108,00","","912,96",""
"430430","CÂNDIDO GODÓI","RS","2009","283","","249635,00","","882,10",""
"430430","CÂNDIDO GODÓI","RS","2021","108","","88529","","819,71",""
"430435","CANDIOTA","RS","2009","769","","656681,00","","853,94",""
"430435","CANDIOTA","RS","2021","628","","666229","","1060,87",""
"430435","CANDIOTA","RS","2011","826","","1060749,00","","1284,20",""
"430435","CANDIOTA","RS","2012","824","","1274152","","1546,30",""
"430435","CANDIOTA","RS","2007","528","","452938","","857,84",""
"430435","CANDIOTA","RS","2010","831","","956732,00","","1151,30",""
"430435","CANDIOTA","RS","2017","528","","929490","","1760,40",""
"430435","CANDIOTA","RS","2020","642","","384093,00","","598,28",""
"430435","CANDIOTA","RS","2019","537","","1134131,00","","2111,98",""
"430435","CANDIOTA","RS","2016","611","","1094571,00","","1791,44",""
"430435","CANDIOTA","RS","2015","663","","1206585","","1819,89",""
"430435","CANDIOTA","RS","2014","665","","1309313","","1968,89",""
"430435","CANDIOTA","RS","2008","484","","507430,00","","1048,41",""
"430435","CANDIOTA","RS","2013","736","","1499274","","2037,06",""
"430435","CANDIOTA","RS","2018","610","","1027829","","1684,97",""
"430440","CANELA","RS","2014","1720","","3375266","","1962,36",""
"430440","CANELA","RS","2008","1079","","1029526,00","","954,15",""
"430440","CANELA","RS","2016","1468","","3096789,00","","2109,53",""
"430440","CANELA","RS","2015","1570","","3229084","","2056,74",""
"430440","CANELA","RS","2013","1592","","2778276","","1745,15",""
"430440","CANELA","RS","2011","1453","","1980171,00","","1362,82",""
"430440","CANELA","RS","2012","1506","","2364424","","1570,00",""
"430440","CANELA","RS","2020","1523","","1313496,00","","862,44",""
"430440","CANELA","RS","2019","1424","","3299995,00","","2317,41",""
"430440","CANELA","RS","2009","1096","","1068327,00","","974,75",""
"430440","CANELA","RS","2018","1620","","3100661","","1913,99",""
"430440","CANELA","RS","2017","1481","","2868285","","1936,72",""
"430440","CANELA","RS","2010","1416","","1357169,00","","958,45",""
"430440","CANELA","RS","2007","1107","","897451","","810,71",""
"430440","CANELA","RS","2021","1515","","2024231","","1336,13",""
"430450","CANGUÇU","RS","2009","3820","","3367736,00","","881,61",""
"430450","CANGUÇU","RS","2012","3949","","5116532","","1295,65",""
"430450","CANGUÇU","RS","2017","2804","","3900147","","1390,92",""
"430450","CANGUÇU","RS","2015","3403","","4896703","","1438,94",""
"430450","CANGUÇU","RS","2014","3473","","5091852","","1466,12",""
"430450","CANGUÇU","RS","2021","3411","","2028796","","594,78",""
"430450","CANGUÇU","RS","2011","3709","","4345473,00","","1171,60",""
"430450","CANGUÇU","RS","2008","3748","","3037666,00","","810,48",""
"430450","CANGUÇU","RS","2013","3978","","5328032","","1339,37",""
"430450","CANGUÇU","RS","2016","2937","","4603912,00","","1567,56",""
"430450","CANGUÇU","RS","2007","3727","","2616866","","702,14",""
"430450","CANGUÇU","RS","2019","2998","","4950487,00","","1651,26",""
"430450","CANGUÇU","RS","2010","3716","","3656115,00","","983,88",""
"430450","CANGUÇU","RS","2018","3216","","4638739","","1442,39",""
"430450","CANGUÇU","RS","2020","3175","","1389941,00","","437,78",""
"430460","CANOAS","RS","2018","9983","","19708037","","1974,16",""
"430460","CANOAS","RS","2013","11633","","17383450","","1494,32",""
"430460","CANOAS","RS","2014","10876","","20357898","","1871,82",""
"430460","CANOAS","RS","2015","11355","","19791332","","1742,96",""
"430460","CANOAS","RS","2016","9045","","17773506,00","","1965,01",""
"430460","CANOAS","RS","2017","8977","","16450480","","1832,51",""
"430460","CANOAS","RS","2010","7299","","7300025,00","","1000,14",""
"430460","CANOAS","RS","2019","8973","","20490778,00","","2283,60",""
"430460","CANOAS","RS","2020","11039","","7346624,00","","665,52",""
"430460","CANOAS","RS","2008","8123","","8247740,00","","1015,36",""
"430460","CANOAS","RS","2012","9648","","13709620","","1420,98",""
"430460","CANOAS","RS","2021","11508","","13808026","","1199,86",""
"430460","CANOAS","RS","2011","8523","","9707441,00","","1138,97",""
"430460","CANOAS","RS","2007","9405","","7828508","","832,38",""
"430460","CANOAS","RS","2009","9615","","8853155,00","","920,76",""
"430461","CANUDOS DO VALE","RS","2012","69","","101170","","1466,23",""
"430461","CANUDOS DO VALE","RS","2007","72","","54087","","751,21",""
"430461","CANUDOS DO VALE","RS","2008","65","","64986,00","","999,78",""
"430461","CANUDOS DO VALE","RS","2010","90","","95122,00","","1056,91",""
"430461","CANUDOS DO VALE","RS","2021","42","","37740","","898,57",""
"430461","CANUDOS DO VALE","RS","2014","75","","109558","","1460,77",""
"430461","CANUDOS DO VALE","RS","2015","69","","108907","","1578,36",""
"430461","CANUDOS DO VALE","RS","2016","67","","122880,00","","1834,03",""
"430461","CANUDOS DO VALE","RS","2013","74","","100726","","1361,16",""
"430461","CANUDOS DO VALE","RS","2020","42","","22074,00","","525,57",""
"430461","CANUDOS DO VALE","RS","2017","57","","96558","","1694,00",""
"430461","CANUDOS DO VALE","RS","2018","54","","95720","","1772,59",""
"430461","CANUDOS DO VALE","RS","2019","39","","84636,00","","2170,15",""
"430461","CANUDOS DO VALE","RS","2011","80","","107761,00","","1347,01",""
"430461","CANUDOS DO VALE","RS","2009","86","","75322,00","","875,84",""
"430462","CAPÃO BONITO DO SUL","RS","2007","122","","81681","","669,52",""
"430462","CAPÃO BONITO DO SUL","RS","2010","98","","87169,00","","889,48",""
"430462","CAPÃO BONITO DO SUL","RS","2009","132","","102409,00","","775,83",""
"430462","CAPÃO BONITO DO SUL","RS","2017","55","","107700","","1958,18",""
"430462","CAPÃO BONITO DO SUL","RS","2019","57","","153266,00","","2688,88",""
"430462","CAPÃO BONITO DO SUL","RS","2015","66","","160833","","2436,86",""
"430462","CAPÃO BONITO DO SUL","RS","2014","125","","208550","","1668,40",""
"430462","CAPÃO BONITO DO SUL","RS","2008","124","","89802,00","","724,21",""
"430462","CAPÃO BONITO DO SUL","RS","2012","98","","127752","","1303,59",""
"430462","CAPÃO BONITO DO SUL","RS","2016","58","","113253,00","","1952,64",""
"430462","CAPÃO BONITO DO SUL","RS","2018","60","","131023","","2183,72",""
"430462","CAPÃO BONITO DO SUL","RS","2020","68","","51448,00","","756,59",""
"430462","CAPÃO BONITO DO SUL","RS","2021","74","","90260","","1219,73",""
"430462","CAPÃO BONITO DO SUL","RS","2013","122","","165190","","1354,02",""
"430462","CAPÃO BONITO DO SUL","RS","2011","96","","102573,00","","1068,47",""
"430463","CAPÃO DA CANOA","RS","2009","1627","","1602773,00","","985,11",""
"430463","CAPÃO DA CANOA","RS","2008","1136","","1204574,00","","1060,36",""
"430463","CAPÃO DA CANOA","RS","2012","1796","","2899356","","1614,34",""
"430463","CAPÃO DA CANOA","RS","2021","1930","","2264922","","1173,53",""
"430463","CAPÃO DA CANOA","RS","2007","1024","","865739","","845,45",""
"430463","CAPÃO DA CANOA","RS","2010","1858","","1977780,00","","1064,47",""
"430463","CAPÃO DA CANOA","RS","2011","1788","","2511244,00","","1404,50",""
"430463","CAPÃO DA CANOA","RS","2017","1932","","4187865","","2167,63",""
"430463","CAPÃO DA CANOA","RS","2013","1739","","3276456","","1884,10",""
"430463","CAPÃO DA CANOA","RS","2018","1973","","4560190","","2311,30",""
"430463","CAPÃO DA CANOA","RS","2016","1874","","4175731,00","","2228,24",""
"430463","CAPÃO DA CANOA","RS","2020","1913","","1233323,00","","644,71",""
"430463","CAPÃO DA CANOA","RS","2019","1472","","3946864,00","","2681,29",""
"430463","CAPÃO DA CANOA","RS","2014","1900","","3825079","","2013,20",""
"430463","CAPÃO DA CANOA","RS","2015","1857","","3894885","","2097,41",""
"430465","CAPÃO DO CIPÓ","RS","2020","236","","123417,00","","522,95",""
"430465","CAPÃO DO CIPÓ","RS","2017","277","","471837","","1703,38",""
"430465","CAPÃO DO CIPÓ","RS","2018","259","","442699","","1709,26",""
"430465","CAPÃO DO CIPÓ","RS","2016","316","","506338,00","","1602,34",""
"430465","CAPÃO DO CIPÓ","RS","2014","411","","700738","","1704,96",""
"430465","CAPÃO DO CIPÓ","RS","2013","382","","530484","","1388,70",""
"430465","CAPÃO DO CIPÓ","RS","2015","337","","655888","","1946,26",""
"430465","CAPÃO DO CIPÓ","RS","2019","224","","414967,00","","1852,53",""
"430465","CAPÃO DO CIPÓ","RS","2009","286","","239987,00","","839,12",""
"430465","CAPÃO DO CIPÓ","RS","2008","200","","207476,00","","1037,38",""
"430465","CAPÃO DO CIPÓ","RS","2010","307","","321523,00","","1047,31",""
"430465","CAPÃO DO CIPÓ","RS","2007","206","","171674","","833,37",""
"430465","CAPÃO DO CIPÓ","RS","2011","305","","381027,00","","1249,27",""
"430465","CAPÃO DO CIPÓ","RS","2021","259","","187126","","722,49",""
"430465","CAPÃO DO CIPÓ","RS","2012","341","","432844","","1269,34",""
"430466","CAPÃO DO LEÃO","RS","2017","1800","","3409468","","1894,15",""
"430466","CAPÃO DO LEÃO","RS","2021","1981","","1646325","","831,06",""
"430466","CAPÃO DO LEÃO","RS","2012","1503","","2127312","","1415,38",""
"430466","CAPÃO DO LEÃO","RS","2020","1825","","957210,00","","524,50",""
"430466","CAPÃO DO LEÃO","RS","2019","1615","","3248978,00","","2011,75",""
"430466","CAPÃO DO LEÃO","RS","2018","1775","","3356360","","1890,91",""
"430466","CAPÃO DO LEÃO","RS","2016","1795","","3478069,00","","1937,64",""
"430466","CAPÃO DO LEÃO","RS","2015","1850","","3293337","","1780,18",""
"430466","CAPÃO DO LEÃO","RS","2008","1387","","1360009,00","","980,54",""
"430466","CAPÃO DO LEÃO","RS","2011","1629","","1977093,00","","1213,69",""
"430466","CAPÃO DO LEÃO","RS","2013","1702","","2328100","","1367,86",""
"430466","CAPÃO DO LEÃO","RS","2014","1756","","3032545","","1726,96",""
"430466","CAPÃO DO LEÃO","RS","2010","1851","","1907873,00","","1030,73",""
"430466","CAPÃO DO LEÃO","RS","2007","1611","","1262601","","783,74",""
"430466","CAPÃO DO LEÃO","RS","2009","2264","","1705568,00","","753,34",""
"430467","CAPIVARI DO SUL","RS","2010","141","","111645,00","","791,81",""
"430467","CAPIVARI DO SUL","RS","2011","193","","176483,00","","914,42",""
"430467","CAPIVARI DO SUL","RS","2007","119","","67725","","569,12",""
"430467","CAPIVARI DO SUL","RS","2009","131","","90779,00","","692,97",""
"430467","CAPIVARI DO SUL","RS","2013","215","","424038","","1972,27",""
"430467","CAPIVARI DO SUL","RS","2012","229","","342034","","1493,60",""
"430467","CAPIVARI DO SUL","RS","2015","207","","418937","","2023,85",""
"430467","CAPIVARI DO SUL","RS","2016","197","","381777,00","","1937,95",""
"430467","CAPIVARI DO SUL","RS","2017","209","","360278","","1723,82",""
"430467","CAPIVARI DO SUL","RS","2018","189","","412194","","2180,92",""
"430467","CAPIVARI DO SUL","RS","2019","169","","390398,00","","2310,05",""
"430467","CAPIVARI DO SUL","RS","2020","178","","130484,00","","733,06",""
"430467","CAPIVARI DO SUL","RS","2021","183","","207167","","1132,06",""
"430467","CAPIVARI DO SUL","RS","2014","213","","465453","","2185,23",""
"430467","CAPIVARI DO SUL","RS","2008","113","","78740,00","","696,81",""
"430468","CAPELA DE SANTANA","RS","2012","675","","944348","","1399,03",""
"430468","CAPELA DE SANTANA","RS","2007","415","","318178","","766,69",""
"430468","CAPELA DE SANTANA","RS","2011","646","","853372,00","","1321,01",""
"430468","CAPELA DE SANTANA","RS","2009","645","","573740,00","","889,52",""
"430468","CAPELA DE SANTANA","RS","2008","407","","354206,00","","870,29",""
"430468","CAPELA DE SANTANA","RS","2010","707","","760241,00","","1075,31",""
"430468","CAPELA DE SANTANA","RS","2014","552","","877889","","1590,38",""
"430468","CAPELA DE SANTANA","RS","2015","614","","962037","","1566,84",""
"430468","CAPELA DE SANTANA","RS","2016","547","","1122827,00","","2052,70",""
"430468","CAPELA DE SANTANA","RS","2017","625","","1199662","","1919,46",""
"430468","CAPELA DE SANTANA","RS","2018","619","","1309595","","2115,66",""
"430468","CAPELA DE SANTANA","RS","2019","513","","1331942,00","","2596,38",""
"430468","CAPELA DE SANTANA","RS","2020","594","","471490,00","","793,75",""
"430468","CAPELA DE SANTANA","RS","2021","591","","854412","","1445,71",""
"430468","CAPELA DE SANTANA","RS","2013","613","","894112","","1458,58",""
"430469","CAPITÃO","RS","2020","16","","10344,00","","646,50",""
"430469","CAPITÃO","RS","2014","20","","27889","","1394,45",""
"430469","CAPITÃO","RS","2015","17","","33998","","1999,88",""
"430469","CAPITÃO","RS","2016","18","","26112,00","","1450,67",""
"430469","CAPITÃO","RS","2017","18","","29686","","1649,22",""
"430469","CAPITÃO","RS","2018","19","","27105","","1426,58",""
"430469","CAPITÃO","RS","2019","13","","23428,00","","1802,15",""
"430469","CAPITÃO","RS","2013","15","","28800","","1920,00",""
"430469","CAPITÃO","RS","2011","17","","21863,00","","1286,06",""
"430469","CAPITÃO","RS","2012","15","","21700","","1446,67",""
"430469","CAPITÃO","RS","2007","47","","22742","","483,87",""
"430469","CAPITÃO","RS","2010","19","","16590,00","","873,16",""
"430469","CAPITÃO","RS","2009","33","","24079,00","","729,67",""
"430469","CAPITÃO","RS","2021","19","","21655","","1139,74",""
"430469","CAPITÃO","RS","2008","33","","22202,00","","672,79",""
"430470","CARAZINHO","RS","2008","1772","","1726580,00","","974,37",""
"430470","CARAZINHO","RS","2009","2315","","2080420,00","","898,67",""
"430470","CARAZINHO","RS","2020","1625","","851726,00","","524,14",""
"430470","CARAZINHO","RS","2012","2802","","3932946","","1403,62",""
"430470","CARAZINHO","RS","2007","2183","","1717191","","786,62",""
"430470","CARAZINHO","RS","2017","1832","","2881111","","1572,66",""
"430470","CARAZINHO","RS","2013","2534","","4022538","","1587,43",""
"430470","CARAZINHO","RS","2014","2635","","4117180","","1562,50",""
"430470","CARAZINHO","RS","2015","2404","","3897046","","1621,07",""
"430470","CARAZINHO","RS","2016","2067","","3510335,00","","1698,28",""
"430470","CARAZINHO","RS","2011","2540","","3275978,00","","1289,76",""
"430470","CARAZINHO","RS","2018","1649","","2694190","","1633,83",""
"430470","CARAZINHO","RS","2019","1419","","2511128,00","","1769,65",""
"430470","CARAZINHO","RS","2010","2558","","2646820,00","","1034,72",""
"430470","CARAZINHO","RS","2021","1806","","1441582","","798,22",""
"430471","CARAÁ","RS","2021","297","","413824","","1393,35",""
"430471","CARAÁ","RS","2012","401","","508900","","1269,08",""
"430471","CARAÁ","RS","2020","273","","204886,00","","750,50",""
