"Código","Unidade Territorial","UF","Referência","Famílias PBF (até Out/2021)","Famílias PBF (a partir de Mar/2023)","Valor repassado às famílias PBF (até Out/2021)","Valor repassado às famílias PBF (a partir de Mar/2023)","Valor do Benefício médio (até Out/2021)","Valor do Benefício médio (a partir de Mar/2023)"
"431175","MANOEL VIANA","RS","2021","377","","323443","","857,94",""
"431175","MANOEL VIANA","RS","2011","673","","804725,00","","1195,73",""
"431175","MANOEL VIANA","RS","2012","712","","1021212","","1434,29",""
"431175","MANOEL VIANA","RS","2007","658","","453378","","689,02",""
"431175","MANOEL VIANA","RS","2016","344","","590132,00","","1715,50",""
"431175","MANOEL VIANA","RS","2020","293","","158180,00","","539,86",""
"431175","MANOEL VIANA","RS","2019","230","","401725,00","","1746,63",""
"431175","MANOEL VIANA","RS","2018","245","","380824","","1554,38",""
"431175","MANOEL VIANA","RS","2017","264","","423403","","1603,80",""
"431175","MANOEL VIANA","RS","2015","498","","823273","","1653,16",""
"431177","MAQUINÉ","RS","2018","329","","638387","","1940,39",""
"431177","MAQUINÉ","RS","2013","363","","654726","","1803,65",""
"431177","MAQUINÉ","RS","2014","375","","646238","","1723,30",""
"431177","MAQUINÉ","RS","2020","353","","233052,00","","660,20",""
"431177","MAQUINÉ","RS","2019","298","","688312,00","","2309,77",""
"431177","MAQUINÉ","RS","2015","357","","637968","","1787,03",""
"431177","MAQUINÉ","RS","2016","309","","613829,00","","1986,50",""
"431177","MAQUINÉ","RS","2017","286","","536654","","1876,41",""
"431177","MAQUINÉ","RS","2010","508","","552184,00","","1086,98",""
"431177","MAQUINÉ","RS","2009","561","","499628,00","","890,60",""
"431177","MAQUINÉ","RS","2021","348","","437355","","1256,77",""
"431177","MAQUINÉ","RS","2008","388","","422768,00","","1089,61",""
"431177","MAQUINÉ","RS","2007","460","","385096","","837,17",""
"431177","MAQUINÉ","RS","2012","418","","621900","","1487,80",""
"431177","MAQUINÉ","RS","2011","457","","590327,00","","1291,74",""
"431179","MARATÁ","RS","2018","26","","29559","","1136,88",""
"431179","MARATÁ","RS","2007","34","","25502","","750,06",""
"431179","MARATÁ","RS","2019","19","","31231,00","","1643,74",""
"431179","MARATÁ","RS","2009","42","","39070,00","","930,24",""
"431179","MARATÁ","RS","2020","26","","14021,00","","539,27",""
"431179","MARATÁ","RS","2021","33","","35146","","1065,03",""
"431179","MARATÁ","RS","2010","54","","48605,00","","900,09",""
"431179","MARATÁ","RS","2008","36","","30854,00","","857,06",""
"431179","MARATÁ","RS","2015","26","","42208","","1623,38",""
"431179","MARATÁ","RS","2014","34","","53037","","1559,91",""
"431179","MARATÁ","RS","2013","44","","63988","","1454,27",""
"431179","MARATÁ","RS","2016","24","","45224,00","","1884,33",""
"431179","MARATÁ","RS","2017","19","","27054","","1423,89",""
"431179","MARATÁ","RS","2012","54","","68808","","1274,22",""
"431179","MARATÁ","RS","2011","62","","66324,00","","1069,74",""
"431180","MARAU","RS","2007","835","","627881","","751,95",""
"431180","MARAU","RS","2012","683","","1062872","","1556,18",""
"431180","MARAU","RS","2009","1224","","872562,00","","712,88",""
"431180","MARAU","RS","2011","745","","983243,00","","1319,79",""
"431180","MARAU","RS","2021","537","","608626","","1133,38",""
"431180","MARAU","RS","2010","800","","966459,00","","1208,07",""
"431180","MARAU","RS","2017","442","","642037","","1452,57",""
"431180","MARAU","RS","2013","564","","1051302","","1864,01",""
"431180","MARAU","RS","2014","449","","923678","","2057,19",""
"431180","MARAU","RS","2015","492","","712215","","1447,59",""
"431180","MARAU","RS","2016","466","","740586,00","","1589,24",""
"431180","MARAU","RS","2018","493","","721975","","1464,45",""
"431180","MARAU","RS","2019","415","","779833,00","","1879,12",""
"431180","MARAU","RS","2020","526","","353922,00","","672,86",""
"431180","MARAU","RS","2008","668","","701886,00","","1050,73",""
"431190","MARCELINO RAMOS","RS","2009","244","","221091,00","","906,11",""
"431190","MARCELINO RAMOS","RS","2007","289","","212146","","734,07",""
"431190","MARCELINO RAMOS","RS","2012","242","","350610","","1448,80",""
"431190","MARCELINO RAMOS","RS","2008","238","","205720,00","","864,37",""
"431190","MARCELINO RAMOS","RS","2021","104","","136138","","1309,02",""
"431190","MARCELINO RAMOS","RS","2011","253","","314687,00","","1243,82",""
"431190","MARCELINO RAMOS","RS","2010","267","","252797,00","","946,81",""
"431190","MARCELINO RAMOS","RS","2015","137","","250883","","1831,26",""
"431190","MARCELINO RAMOS","RS","2014","156","","279368","","1790,82",""
"431190","MARCELINO RAMOS","RS","2013","216","","357398","","1654,62",""
"431190","MARCELINO RAMOS","RS","2018","61","","136553","","2238,57",""
"431190","MARCELINO RAMOS","RS","2017","78","","149994","","1923,00",""
"431190","MARCELINO RAMOS","RS","2020","68","","51560,00","","758,24",""
"431190","MARCELINO RAMOS","RS","2019","50","","130191,00","","2603,82",""
"431190","MARCELINO RAMOS","RS","2016","111","","227434,00","","2048,95",""
"431198","MARIANA PIMENTEL","RS","2019","148","","245836,00","","1661,05",""
"431198","MARIANA PIMENTEL","RS","2011","165","","167555,00","","1015,48",""
"431198","MARIANA PIMENTEL","RS","2012","170","","203052","","1194,42",""
"431198","MARIANA PIMENTEL","RS","2013","177","","212470","","1200,40",""
"431198","MARIANA PIMENTEL","RS","2014","187","","239703","","1281,83",""
"431198","MARIANA PIMENTEL","RS","2015","189","","259144","","1371,13",""
"431198","MARIANA PIMENTEL","RS","2016","179","","270731,00","","1512,46",""
"431198","MARIANA PIMENTEL","RS","2017","169","","273971","","1621,13",""
"431198","MARIANA PIMENTEL","RS","2018","155","","255583","","1648,92",""
"431198","MARIANA PIMENTEL","RS","2020","159","","72892,00","","458,44",""
"431198","MARIANA PIMENTEL","RS","2009","164","","110987,00","","676,75",""
"431198","MARIANA PIMENTEL","RS","2008","157","","141700,00","","902,55",""
"431198","MARIANA PIMENTEL","RS","2021","175","","139210","","795,49",""
"431198","MARIANA PIMENTEL","RS","2007","228","","129691","","568,82",""
"431198","MARIANA PIMENTEL","RS","2010","182","","133418,00","","733,07",""
"431200","MARIANO MORO","RS","2021","22","","14367","","653,05",""
"431200","MARIANO MORO","RS","2010","44","","42246,00","","960,14",""
"431200","MARIANO MORO","RS","2013","50","","70944","","1418,88",""
"431200","MARIANO MORO","RS","2014","48","","74084","","1543,42",""
"431200","MARIANO MORO","RS","2015","29","","62106","","2141,59",""
"431200","MARIANO MORO","RS","2016","24","","42383,00","","1765,96",""
"431200","MARIANO MORO","RS","2020","15","","3473,00","","231,53",""
"431200","MARIANO MORO","RS","2019","6","","8711,00","","1451,83",""
"431200","MARIANO MORO","RS","2017","16","","20392","","1274,50",""
"431200","MARIANO MORO","RS","2018","10","","10697","","1069,70",""
"431200","MARIANO MORO","RS","2008","56","","45224,00","","807,57",""
"431200","MARIANO MORO","RS","2009","46","","42000,00","","913,04",""
"431200","MARIANO MORO","RS","2007","58","","42992","","741,24",""
"431200","MARIANO MORO","RS","2011","37","","48805,00","","1319,05",""
"431200","MARIANO MORO","RS","2012","55","","63882","","1161,49",""
"431205","MARQUES DE SOUZA","RS","2008","99","","107478,00","","1085,64",""
"431205","MARQUES DE SOUZA","RS","2015","52","","115154","","2214,50",""
"431205","MARQUES DE SOUZA","RS","2013","61","","103010","","1688,69",""
"431205","MARQUES DE SOUZA","RS","2014","62","","120631","","1945,66",""
"431205","MARQUES DE SOUZA","RS","2016","44","","92340,00","","2098,64",""
"431205","MARQUES DE SOUZA","RS","2017","51","","101555","","1991,27",""
"431205","MARQUES DE SOUZA","RS","2018","38","","95257","","2506,76",""
"431205","MARQUES DE SOUZA","RS","2019","38","","85093,00","","2239,29",""
"431205","MARQUES DE SOUZA","RS","2020","52","","28931,00","","556,37",""
"431205","MARQUES DE SOUZA","RS","2009","98","","105441,00","","1075,93",""
"431205","MARQUES DE SOUZA","RS","2012","72","","118562","","1646,69",""
"431205","MARQUES DE SOUZA","RS","2010","98","","109949,00","","1121,93",""
"431205","MARQUES DE SOUZA","RS","2021","58","","65245","","1124,91",""
"431205","MARQUES DE SOUZA","RS","2011","88","","121924,00","","1385,50",""
"431205","MARQUES DE SOUZA","RS","2007","142","","105164","","740,59",""
"431210","MATA","RS","2008","385","","357764,00","","929,26",""
"431210","MATA","RS","2009","397","","400416,00","","1008,60",""
"431210","MATA","RS","2011","401","","475521,00","","1185,84",""
"431210","MATA","RS","2010","397","","416943,00","","1050,23",""
"431210","MATA","RS","2012","412","","543994","","1320,37",""
"431210","MATA","RS","2019","275","","481440,00","","1750,69",""
"431210","MATA","RS","2015","422","","646867","","1532,86",""
"431210","MATA","RS","2021","296","","184213","","622,34",""
"431210","MATA","RS","2016","384","","626449,00","","1631,38",""
"431210","MATA","RS","2017","352","","585031","","1662,02",""
"431210","MATA","RS","2014","388","","627562","","1617,43",""
"431210","MATA","RS","2018","312","","548353","","1757,54",""
"431210","MATA","RS","2020","291","","129591,00","","445,33",""
"431210","MATA","RS","2013","399","","622702","","1560,66",""
"431210","MATA","RS","2007","398","","285753","","717,97",""
"431213","MATO CASTELHANO","RS","2011","117","","137025,00","","1171,15",""
"431213","MATO CASTELHANO","RS","2008","112","","88300,00","","788,39",""
"431213","MATO CASTELHANO","RS","2009","123","","104116,00","","846,47",""
"431213","MATO CASTELHANO","RS","2007","108","","77061","","713,53",""
"431213","MATO CASTELHANO","RS","2014","95","","178375","","1877,63",""
"431213","MATO CASTELHANO","RS","2013","120","","195632","","1630,27",""
"431213","MATO CASTELHANO","RS","2019","87","","229444,00","","2637,29",""
"431213","MATO CASTELHANO","RS","2021","95","","162301","","1708,43",""
"431213","MATO CASTELHANO","RS","2015","97","","169631","","1748,77",""
"431213","MATO CASTELHANO","RS","2016","89","","181393,00","","2038,12",""
"431213","MATO CASTELHANO","RS","2017","107","","214016","","2000,15",""
"431213","MATO CASTELHANO","RS","2020","96","","91261,00","","950,64",""
"431213","MATO CASTELHANO","RS","2010","122","","115854,00","","949,62",""
"431213","MATO CASTELHANO","RS","2012","130","","171504","","1319,26",""
"431213","MATO CASTELHANO","RS","2018","98","","234724","","2395,14",""
"431215","MATO LEITÃO","RS","2009","81","","66653,00","","822,88",""
"431215","MATO LEITÃO","RS","2017","89","","137606","","1546,13",""
"431215","MATO LEITÃO","RS","2016","42","","46934,00","","1117,48",""
"431215","MATO LEITÃO","RS","2014","40","","67021","","1675,53",""
"431215","MATO LEITÃO","RS","2015","34","","56560","","1663,53",""
"431215","MATO LEITÃO","RS","2021","115","","183771","","1598,01",""
"431215","MATO LEITÃO","RS","2013","62","","108534","","1750,55",""
"431215","MATO LEITÃO","RS","2019","89","","216463,00","","2432,17",""
"431215","MATO LEITÃO","RS","2018","110","","228843","","2080,39",""
"431215","MATO LEITÃO","RS","2007","100","","76861","","768,61",""
"431215","MATO LEITÃO","RS","2011","78","","98260,00","","1259,74",""
"431215","MATO LEITÃO","RS","2012","81","","116444","","1437,58",""
"431215","MATO LEITÃO","RS","2008","56","","67634,00","","1207,75",""
"431215","MATO LEITÃO","RS","2020","113","","104643,00","","926,04",""
"431215","MATO LEITÃO","RS","2010","87","","86038,00","","988,94",""
"431217","MATO QUEIMADO","RS","2019","58","","141632,00","","2441,93",""
"431217","MATO QUEIMADO","RS","2021","67","","80651","","1203,75",""
"431217","MATO QUEIMADO","RS","2018","62","","130029","","2097,24",""
"431217","MATO QUEIMADO","RS","2016","62","","123684,00","","1994,90",""
"431217","MATO QUEIMADO","RS","2017","51","","108030","","2118,24",""
"431217","MATO QUEIMADO","RS","2015","76","","127319","","1675,25",""
"431217","MATO QUEIMADO","RS","2013","87","","137278","","1577,91",""
"431217","MATO QUEIMADO","RS","2020","59","","49025,00","","830,93",""
"431217","MATO QUEIMADO","RS","2014","73","","132090","","1809,45",""
"431217","MATO QUEIMADO","RS","2007","67","","50342","","751,37",""
"431217","MATO QUEIMADO","RS","2012","92","","128662","","1398,50",""
"431217","MATO QUEIMADO","RS","2008","81","","60316,00","","744,64",""
"431217","MATO QUEIMADO","RS","2011","94","","104917,00","","1116,14",""
"431217","MATO QUEIMADO","RS","2010","85","","73187,00","","861,02",""
"431217","MATO QUEIMADO","RS","2009","68","","64543,00","","949,16",""
"431220","MAXIMILIANO DE ALMEIDA","RS","2007","396","","364559","","920,60",""
"431220","MAXIMILIANO DE ALMEIDA","RS","2010","533","","601259,00","","1128,07",""
"431220","MAXIMILIANO DE ALMEIDA","RS","2009","468","","467690,00","","999,34",""
"431220","MAXIMILIANO DE ALMEIDA","RS","2016","206","","518902,00","","2518,94",""
"431220","MAXIMILIANO DE ALMEIDA","RS","2014","310","","639690","","2063,52",""
"431220","MAXIMILIANO DE ALMEIDA","RS","2015","273","","595141","","2180,00",""
"431220","MAXIMILIANO DE ALMEIDA","RS","2013","343","","737822","","2151,08",""
"431220","MAXIMILIANO DE ALMEIDA","RS","2020","175","","121995,00","","697,11",""
"431220","MAXIMILIANO DE ALMEIDA","RS","2019","146","","351845,00","","2409,90",""
"431220","MAXIMILIANO DE ALMEIDA","RS","2018","178","","420056","","2359,87",""
"431220","MAXIMILIANO DE ALMEIDA","RS","2017","188","","465826","","2477,80",""
"431220","MAXIMILIANO DE ALMEIDA","RS","2008","390","","407084,00","","1043,81",""
"431220","MAXIMILIANO DE ALMEIDA","RS","2012","457","","682272","","1492,94",""
"431220","MAXIMILIANO DE ALMEIDA","RS","2021","184","","220161","","1196,53",""
"431220","MAXIMILIANO DE ALMEIDA","RS","2011","523","","649532,00","","1241,93",""
"431225","MINAS DO LEÃO","RS","2010","638","","669013,00","","1048,61",""
"431225","MINAS DO LEÃO","RS","2021","667","","845330","","1267,36",""
"431225","MINAS DO LEÃO","RS","2007","508","","371456","","731,21",""
"431225","MINAS DO LEÃO","RS","2011","647","","825815,00","","1276,38",""
"431225","MINAS DO LEÃO","RS","2012","639","","1003720","","1570,77",""
"431225","MINAS DO LEÃO","RS","2019","718","","1604466,00","","2234,63",""
"431225","MINAS DO LEÃO","RS","2009","554","","483467,00","","872,68",""
"431225","MINAS DO LEÃO","RS","2020","683","","551993,00","","808,19",""
"431225","MINAS DO LEÃO","RS","2008","452","","446514,00","","987,86",""
"431225","MINAS DO LEÃO","RS","2018","718","","1418146","","1975,13",""
"431225","MINAS DO LEÃO","RS","2017","578","","948287","","1640,63",""
"431225","MINAS DO LEÃO","RS","2016","467","","954962,00","","2044,89",""
"431225","MINAS DO LEÃO","RS","2015","538","","1117826","","2077,74",""
"431225","MINAS DO LEÃO","RS","2014","562","","1131935","","2014,12",""
"431225","MINAS DO LEÃO","RS","2013","590","","1161790","","1969,14",""
"431230","MIRAGUAÍ","RS","2012","424","","679974","","1603,71",""
"431230","MIRAGUAÍ","RS","2021","362","","535233","","1478,54",""
"431230","MIRAGUAÍ","RS","2010","425","","465328,00","","1094,89",""
"431230","MIRAGUAÍ","RS","2007","433","","342769","","791,61",""
"431230","MIRAGUAÍ","RS","2011","414","","520881,00","","1258,17",""
"431230","MIRAGUAÍ","RS","2008","413","","384298,00","","930,50",""
"431230","MIRAGUAÍ","RS","2016","314","","809861,00","","2579,18",""
"431230","MIRAGUAÍ","RS","2009","434","","436328,00","","1005,36",""
"431230","MIRAGUAÍ","RS","2020","314","","254525,00","","810,59",""
"431230","MIRAGUAÍ","RS","2019","276","","689316,00","","2497,52",""
"431230","MIRAGUAÍ","RS","2017","286","","582757","","2037,61",""
"431230","MIRAGUAÍ","RS","2018","297","","671294","","2260,25",""
"431230","MIRAGUAÍ","RS","2013","438","","906564","","2069,78",""
"431230","MIRAGUAÍ","RS","2014","441","","989491","","2243,74",""
"431230","MIRAGUAÍ","RS","2015","434","","929997","","2142,85",""
"431235","MONTAURI","RS","2017","6","","5444","","907,33",""
"431235","MONTAURI","RS","2014","7","","14742","","2106,00",""
"431235","MONTAURI","RS","2018","5","","7867","","1573,40",""
"431235","MONTAURI","RS","2008","15","","13486,00","","899,07",""
"431235","MONTAURI","RS","2013","13","","21182","","1629,38",""
"431235","MONTAURI","RS","2016","5","","6725,00","","1345,00",""
"431235","MONTAURI","RS","2015","6","","9679","","1613,17",""
"431235","MONTAURI","RS","2020","6","","3974","","662,33",""
"431235","MONTAURI","RS","2019","4","","13140,00","","3285,00",""
"431235","MONTAURI","RS","2010","10","","11452,00","","1145,20",""
"431235","MONTAURI","RS","2012","14","","17166","","1226,14",""
"431235","MONTAURI","RS","2021","5","","11757","","2351,40",""
"431235","MONTAURI","RS","2011","14","","12714,00","","908,14",""
"431235","MONTAURI","RS","2009","15","","13436,00","","895,73",""
"431235","MONTAURI","RS","2007","17","","12082","","710,71",""
"431237","MONTE ALEGRE DOS CAMPOS","RS","2012","239","","341456","","1428,69",""
"431237","MONTE ALEGRE DOS CAMPOS","RS","2021","156","","177050","","1134,94",""
"431237","MONTE ALEGRE DOS CAMPOS","RS","2011","196","","266044,00","","1357,37",""
"431237","MONTE ALEGRE DOS CAMPOS","RS","2014","249","","491740","","1974,86",""
"431237","MONTE ALEGRE DOS CAMPOS","RS","2019","147","","299099,00","","2034,69",""
"431237","MONTE ALEGRE DOS CAMPOS","RS","2020","163","","121808,00","","747,29",""
"431237","MONTE ALEGRE DOS CAMPOS","RS","2008","166","","172328,00","","1038,12",""
"431237","MONTE ALEGRE DOS CAMPOS","RS","2013","254","","396396","","1560,61",""
"431237","MONTE ALEGRE DOS CAMPOS","RS","2015","268","","516279","","1926,41",""
"431237","MONTE ALEGRE DOS CAMPOS","RS","2016","223","","526912,00","","2362,83",""
"431237","MONTE ALEGRE DOS CAMPOS","RS","2017","176","","386870","","2198,13",""
"431237","MONTE ALEGRE DOS CAMPOS","RS","2018","158","","326638","","2067,33",""
"431237","MONTE ALEGRE DOS CAMPOS","RS","2009","182","","206112,00","","1132,48",""
"431237","MONTE ALEGRE DOS CAMPOS","RS","2010","199","","222494,00","","1118,06",""
"431237","MONTE ALEGRE DOS CAMPOS","RS","2007","192","","154472","","804,54",""
"431238","MONTE BELO DO SUL","RS","2009","2","","752,00","","376,00",""
"431238","MONTE BELO DO SUL","RS","2011","1","","708,00","","708,00",""
"431238","MONTE BELO DO SUL","RS","2007","2","","1280","","640,00",""
"431238","MONTE BELO DO SUL","RS","2008","1","","1134,00","","1134,00",""
"431238","MONTE BELO DO SUL","RS","2010","1","","660,00","","660,00",""
"431238","MONTE BELO DO SUL","RS","2013","7","","17618","","2516,86",""
"431238","MONTE BELO DO SUL","RS","2014","6","","13129","","2188,17",""
"431238","MONTE BELO DO SUL","RS","2015","14","","22078","","1577,00",""
"431238","MONTE BELO DO SUL","RS","2016","7","","19603,00","","2800,43",""
"431238","MONTE BELO DO SUL","RS","2017","7","","9463","","1351,86",""
"431238","MONTE BELO DO SUL","RS","2021","13","","10223","","786,38",""
"431238","MONTE BELO DO SUL","RS","2019","7","","11898,00","","1699,71",""
"431238","MONTE BELO DO SUL","RS","2020","9","","4982,00","","553,56",""
"431238","MONTE BELO DO SUL","RS","2012","8","","4948","","618,50",""
"431238","MONTE BELO DO SUL","RS","2018","11","","13040","","1185,45",""
"431240","MONTENEGRO","RS","2021","2038","","2652900","","1301,72",""
"431240","MONTENEGRO","RS","2017","1702","","2896183","","1701,64",""
"431240","MONTENEGRO","RS","2019","1612","","3467608,00","","2151,12",""
"431240","MONTENEGRO","RS","2020","1898","","1374713,00","","724,30",""
"431240","MONTENEGRO","RS","2015","1282","","1920458","","1498,02",""
"431240","MONTENEGRO","RS","2016","1434","","2269094,00","","1582,35",""
"431240","MONTENEGRO","RS","2008","1152","","1151212,00","","999,32",""
"431240","MONTENEGRO","RS","2014","1074","","1760766","","1639,45",""
"431240","MONTENEGRO","RS","2013","1199","","1864340","","1554,91",""
"431240","MONTENEGRO","RS","2018","1766","","3357228","","1901,04",""
"431240","MONTENEGRO","RS","2007","1713","","1344267","","784,74",""
"431240","MONTENEGRO","RS","2010","1125","","1138741,00","","1012,21",""
"431240","MONTENEGRO","RS","2011","1142","","1490618,00","","1305,27",""
"431240","MONTENEGRO","RS","2009","1014","","1071967,00","","1057,17",""
"431240","MONTENEGRO","RS","2012","1244","","1862788","","1497,42",""
"431242","MORMAÇO","RS","2008","118","","110964,00","","940,37",""
"431242","MORMAÇO","RS","2009","178","","134169,00","","753,76",""
"431242","MORMAÇO","RS","2018","147","","248017","","1687,19",""
"431242","MORMAÇO","RS","2020","112","","80103,00","","715,21",""
"431242","MORMAÇO","RS","2013","182","","245170","","1347,09",""
"431242","MORMAÇO","RS","2021","132","","139577","","1057,40",""
"431242","MORMAÇO","RS","2014","168","","248551","","1479,47",""
"431242","MORMAÇO","RS","2016","177","","295405,00","","1668,95",""
"431242","MORMAÇO","RS","2015","190","","273365","","1438,76",""
"431242","MORMAÇO","RS","2017","153","","262994","","1718,92",""
"431242","MORMAÇO","RS","2019","90","","184150,00","","2046,11",""
"431242","MORMAÇO","RS","2010","213","","181335,00","","851,34",""
"431242","MORMAÇO","RS","2007","129","","100826","","781,60",""
"431242","MORMAÇO","RS","2012","205","","254612","","1242,01",""
"431242","MORMAÇO","RS","2011","205","","229210,00","","1118,10",""
"431244","MORRINHOS DO SUL","RS","2007","224","","150182","","670,46",""
"431244","MORRINHOS DO SUL","RS","2008","177","","158404,00","","894,94",""
"431244","MORRINHOS DO SUL","RS","2009","212","","184359,00","","869,62",""
"431244","MORRINHOS DO SUL","RS","2012","132","","155680","","1179,39",""
"431244","MORRINHOS DO SUL","RS","2010","198","","196961,00","","994,75",""
"431244","MORRINHOS DO SUL","RS","2016","98","","155831,00","","1590,11",""
"431244","MORRINHOS DO SUL","RS","2013","131","","164060","","1252,37",""
"431244","MORRINHOS DO SUL","RS","2014","112","","155493","","1388,33",""
"431244","MORRINHOS DO SUL","RS","2015","120","","158307","","1319,23",""
"431244","MORRINHOS DO SUL","RS","2017","72","","121145","","1682,57",""
"431244","MORRINHOS DO SUL","RS","2018","72","","110152","","1529,89",""
"431244","MORRINHOS DO SUL","RS","2019","65","","114476,00","","1761,17",""
"431244","MORRINHOS DO SUL","RS","2020","66","","34816,00","","527,52",""
"431244","MORRINHOS DO SUL","RS","2011","135","","184723,00","","1368,32",""
"431244","MORRINHOS DO SUL","RS","2021","71","","63826","","898,96",""
"431245","MORRO REDONDO","RS","2013","421","","736752","","1750,00",""
"431245","MORRO REDONDO","RS","2010","403","","384116,00","","953,14",""
"431245","MORRO REDONDO","RS","2007","403","","284710","","706,48",""
"431245","MORRO REDONDO","RS","2012","346","","476690","","1377,72",""
"431245","MORRO REDONDO","RS","2021","410","","449692","","1096,81",""
"431245","MORRO REDONDO","RS","2018","392","","699742","","1785,06",""
"431245","MORRO REDONDO","RS","2019","363","","737775,00","","2032,44",""
"431245","MORRO REDONDO","RS","2020","403","","213482,00","","529,73",""
"431245","MORRO REDONDO","RS","2009","417","","354352,00","","849,76",""
"431245","MORRO REDONDO","RS","2014","473","","959254","","2028,02",""
"431245","MORRO REDONDO","RS","2008","315","","322306,00","","1023,19",""
"431245","MORRO REDONDO","RS","2015","439","","925538","","2108,29",""
"431245","MORRO REDONDO","RS","2016","419","","849684,00","","2027,89",""
"431245","MORRO REDONDO","RS","2017","372","","690480","","1856,13",""
"431245","MORRO REDONDO","RS","2011","362","","423655,00","","1170,32",""
"431247","MORRO REUTER","RS","2011","60","","55089,00","","918,15",""
"431247","MORRO REUTER","RS","2010","41","","37814,00","","922,29",""
"431247","MORRO REUTER","RS","2021","80","","111871","","1398,39",""
"431247","MORRO REUTER","RS","2009","56","","49117,00","","877,09",""
"431247","MORRO REUTER","RS","2007","51","","35915","","704,22",""
"431247","MORRO REUTER","RS","2015","51","","103180","","2023,14",""
"431247","MORRO REUTER","RS","2008","53","","42670,00","","805,09",""
"431247","MORRO REUTER","RS","2012","71","","83508","","1176,17",""
"431247","MORRO REUTER","RS","2020","48","","35913,00","","748,19",""
"431247","MORRO REUTER","RS","2019","37","","73331,00","","1981,92",""
"431247","MORRO REUTER","RS","2018","36","","74254","","2062,61",""
"431247","MORRO REUTER","RS","2017","50","","72585","","1451,70",""
"431247","MORRO REUTER","RS","2016","47","","71333,00","","1517,72",""
"431247","MORRO REUTER","RS","2014","70","","110348","","1576,40",""
"431247","MORRO REUTER","RS","2013","88","","108844","","1236,86",""
"431250","MOSTARDAS","RS","2019","574","","1263531,00","","2201,27",""
"431250","MOSTARDAS","RS","2014","817","","1533677","","1877,21",""
"431250","MOSTARDAS","RS","2015","767","","1479272","","1928,65",""
"431250","MOSTARDAS","RS","2016","616","","1251976,00","","2032,43",""
"431250","MOSTARDAS","RS","2017","619","","1179837","","1906,04",""
"431250","MOSTARDAS","RS","2018","641","","1300499","","2028,86",""
"431250","MOSTARDAS","RS","2020","700","","449550,00","","642,21",""
"431250","MOSTARDAS","RS","2012","986","","1360422","","1379,74",""
"431250","MOSTARDAS","RS","2009","825","","687805,00","","833,70",""
"431250","MOSTARDAS","RS","2008","710","","575046,00","","809,92",""
"431250","MOSTARDAS","RS","2011","927","","1031614,00","","1112,85",""
"431250","MOSTARDAS","RS","2013","930","","1534524","","1650,03",""
"431250","MOSTARDAS","RS","2007","793","","494885","","624,07",""
"431250","MOSTARDAS","RS","2021","783","","778480","","994,23",""
"431250","MOSTARDAS","RS","2010","871","","805958,00","","925,32",""
"431260","MUÇUM","RS","2009","87","","61783,00","","710,15",""
"431260","MUÇUM","RS","2010","92","","80564,00","","875,70",""
"431260","MUÇUM","RS","2007","72","","45226","","628,14",""
"431260","MUÇUM","RS","2013","57","","95478","","1675,05",""
"431260","MUÇUM","RS","2012","62","","106066","","1710,74",""
"431260","MUÇUM","RS","2011","76","","98021,00","","1289,75",""
"431260","MUÇUM","RS","2014","66","","114995","","1742,35",""
"431260","MUÇUM","RS","2021","65","","103591","","1593,71",""
"431260","MUÇUM","RS","2008","67","","49556,00","","739,64",""
"431260","MUÇUM","RS","2017","43","","107132","","2491,44",""
"431260","MUÇUM","RS","2015","82","","145821","","1778,30",""
"431260","MUÇUM","RS","2020","50","","57274,00","","1145,48",""
"431260","MUÇUM","RS","2019","36","","105978,00","","2943,83",""
"431260","MUÇUM","RS","2018","54","","122262","","2264,11",""
"431260","MUÇUM","RS","2016","60","","160111,00","","2668,52",""
"431261","MUITOS CAPÕES","RS","2018","102","","253240","","2482,75",""
"431261","MUITOS CAPÕES","RS","2008","112","","89440,00","","798,57",""
"431261","MUITOS CAPÕES","RS","2013","93","","176408","","1896,86",""
"431261","MUITOS CAPÕES","RS","2014","90","","153917","","1710,19",""
"431261","MUITOS CAPÕES","RS","2015","107","","204957","","1915,49",""
"431261","MUITOS CAPÕES","RS","2016","115","","251691,00","","2188,62",""
"431261","MUITOS CAPÕES","RS","2017","119","","261658","","2198,81",""
"431261","MUITOS CAPÕES","RS","2019","90","","269511,00","","2994,57",""
"431261","MUITOS CAPÕES","RS","2020","102","","94945,00","","930,83",""
"431261","MUITOS CAPÕES","RS","2009","121","","98436,00","","813,52",""
"431261","MUITOS CAPÕES","RS","2010","126","","115415,00","","915,99",""
"431261","MUITOS CAPÕES","RS","2012","108","","176198","","1631,46",""
"431261","MUITOS CAPÕES","RS","2011","117","","149538,00","","1278,10",""
"431261","MUITOS CAPÕES","RS","2021","109","","195853","","1796,82",""
"431261","MUITOS CAPÕES","RS","2007","126","","74073","","587,88",""
"431262","MULITERNO","RS","2019","108","","324420,00","","3003,89",""
"431262","MULITERNO","RS","2018","111","","301657","","2717,63",""
"431262","MULITERNO","RS","2017","97","","274766","","2832,64",""
"431262","MULITERNO","RS","2016","90","","253577,00","","2817,52",""
"431262","MULITERNO","RS","2015","92","","199132","","2164,48",""
"431262","MULITERNO","RS","2021","103","","233894","","2270,82",""
"431262","MULITERNO","RS","2020","104","","121423,00","","1167,53",""
"431262","MULITERNO","RS","2009","40","","45979,00","","1149,48",""
