id;Ano;totalBeneficiarios;valorTotalRepassado;valorMedioRepassado
430003;2007;199.0;138635;696,66
430003;2008;171.0;163000,00;953,22
430003;2009;290.0;212462,00;732,63
430003;2010;314.0;305263,00;972,18
430003;2011;386.0;413725,00;1071,83
430003;2012;377.0;531806;1410,63
430003;2013;345.0;574180;1664,29
430003;2014;309.0;565613;1830,46
430003;2015;278.0;457636;1646,17
430003;2016;227.0;412060,00;1815,24
430003;2017;192.0;388770;2024,84
430003;2018;176.0;373146;2120,15
430003;2019;160.0;381882,00;2386,76
430003;2020;178.0;121265,00;681,26
430003;2021;201.0;242733;1207,63
430005;2007;140.0;94315;673,68
430005;2008;114.0;98016,00;859,79
430005;2009;130.0;122035,00;938,73
430005;2010;129.0;136053,00;1054,67
430005;2011;115.0;150206,00;1306,14
430005;2012;135.0;182354;1350,77
430005;2013;146.0;210540;1442,05
430005;2014;148.0;255684;1727,59
430005;2015;129.0;248918;1929,60
430005;2016;125.0;229437,00;1835,50
430005;2017;109.0;213360;1957,43
430005;2018;86.0;164982;1918,40
430005;2019;83.0;156071,00;1880,37
430005;2020;79.0;48442,00;613,19
430005;2021;87.0;72884;837,75
430010;2007;707.0;498593;705,22
430010;2008;664.0;614072,00;924,81
430010;2009;851.0;812200,00;954,41
430010;2010;806.0;924160,00;1146,60
430010;2011;780.0;1010817,00;1295,92
430010;2012;808.0;1151320;1424,90
430010;2013;860.0;1240072;1441,94
430010;2014;886.0;1448656;1635,05
430010;2015;937.0;1532090;1635,10
430010;2016;839.0;1591568,00;1896,98
430010;2017;820.0;1546645;1886,15
430010;2018;862.0;1621486;1881,07
430010;2019;814.0;1678774,00;2062,38
430010;2020;943.0;510434,00;541,29
430010;2021;907.0;779304;859,21
430020;2007;365.0;275506;754,81
430020;2008;296.0;260424,00;879,81
430020;2009;353.0;293725,00;832,08
430020;2010;347.0;308159,00;888,07
430020;2011;298.0;351131,00;1178,29
430020;2012;332.0;454464;1368,87
430020;2013;318.0;582844;1832,84
430020;2014;304.0;596335;1961,63
430020;2015;294.0;579729;1971,87
430020;2016;288.0;596652,00;2071,71
430020;2017;318.0;617055;1940,42
430020;2018;287.0;563834;1964,58
430020;2019;256.0;526191,00;2055,43
430020;2020;278.0;167822,00;603,68
430020;2021;270.0;269492;998,12
430030;2007;633.0;390258;616,52
430030;2008;520.0;418620,00;805,04
430030;2009;625.0;553708,00;885,93
430030;2010;644.0;670718,00;1041,49
430030;2011;621.0;741568,00;1194,15
430030;2012;578.0;816696;1412,97
430030;2013;564.0;852266;1511,11
430030;2014;542.0;901043;1662,44
430030;2015;484.0;748576;1546,64
430030;2016;399.0;689605,00;1728,33
430030;2017;313.0;406893;1299,98
430030;2018;277.0;417110;1505,81
430030;2019;233.0;351829,00;1510,00
430030;2020;257.0;125251,00;487,36
430030;2021;259.0;170110;656,80
430040;2007;4871.0;3869413;794,38
430040;2008;4353.0;4277653,00;982,69
430040;2009;5700.0;5272405,00;924,98
430040;2010;6108.0;6597246,00;1080,10
430040;2011;5945.0;7564332,00;1272,39
430040;2012;5988.0;8787218;1467,47
430040;2013;5496.0;9467616;1722,64
430040;2014;5436.0;8854371;1628,84
430040;2015;4552.0;7862712;1727,31
430040;2016;2492.0;5313382,00;2132,18
430040;2017;1722.0;2659187;1544,24
430040;2018;1681.0;2200920;1309,29
430040;2019;1412.0;2104469,00;1490,42
430040;2020;1760.0;772510,00;438,93
430040;2021;2099.0;1326277;631,86
430045;2007;385.0;320319;832,00
430045;2008;352.0;352632,00;1001,80
430045;2009;350.0;394083,00;1125,95
430045;2010;364.0;393198,00;1080,21
430045;2011;360.0;431448,00;1198,47
430045;2012;334.0;493996;1479,03
430045;2013;315.0;500298;1588,25
430045;2014;319.0;526983;1651,98
430045;2015;291.0;488198;1677,66
430045;2016;248.0;449280,00;1811,61
430045;2017;220.0;408141;1855,19
430045;2018;215.0;409231;1903,40
430045;2019;212.0;436673,00;2059,78
430045;2020;220.0;132666,00;603,03
430045;2021;228.0;262709;1152,23
430047;2007;92.0;76803;834,82
430047;2008;86.0;80968,00;941,49
430047;2009;91.0;90039,00;989,44
430047;2010;89.0;93296,00;1048,27
430047;2011;86.0;105317,00;1224,62
430047;2012;81.0;119772;1478,67
430047;2013;77.0;117082;1520,55
430047;2014;77.0;123095;1598,64
430047;2015;69.0;115262;1670,46
430047;2016;50.0;104515,00;2090,30
430047;2017;46.0;86187;1873,63
430047;2018;41.0;78055;1903,78
430047;2019;32.0;70967,00;2217,72
430047;2020;37.0;23487,00;634,78
430047;2021;42.0;36737;874,69
430050;2007;654.0;532861;814,77
430050;2008;508.0;531956,00;1047,16
430050;2009;365.0;480279,00;1315,83
430050;2010;374.0;421031,00;1125,75
430050;2011;349.0;464232,00;1330,18
430050;2012;375.0;536702;1431,21
430050;2013;358.0;527912;1474,61
430050;2014;364.0;528229;1451,18
430050;2015;338.0;502978;1488,10
430050;2016;279.0;480375,00;1721,77
430050;2017;228.0;344597;1511,39
430050;2018;212.0;328356;1548,85
430050;2019;174.0;291971,00;1677,99
430050;2020;201.0;98267,00;488,89
430050;2021;203.0;142214;700,56
430055;2007;107.0;73265;684,72
430055;2008;97.0;81110,00;836,19
430055;2009;110.0;93194,00;847,22
430055;2010;109.0;116250,00;1066,51
430055;2011;104.0;129224,00;1242,54
430055;2012;110.0;143242;1302,20
430055;2013;97.0;152734;1574,58
430055;2014;99.0;160163;1617,81
430055;2015;89.0;150934;1695,89
430055;2016;81.0;144077,00;1778,73
430055;2017;67.0;122803;1832,88
430055;2018;63.0;119064;1889,90
430055;2019;60.0;119392,00;1989,87
430055;2020;67.0;35536,00;530,39
430055;2021;82.0;72190;880,37
430057;2007;17.0;6781;398,88
430057;2008;21.0;9798,00;466,57
430057;2009;17.0;16064,00;944,94
430057;2010;12.0;14626,00;1218,83
430057;2011;5.0;5448,00;1089,60
430057;2012;7.0;8310;1187,14
430057;2013;3.0;8818;2939,33
430057;2014;7.0;4759;679,86
430057;2015;5.0;6915;1383,00
430057;2016;9.0;7434,00;826,00
430057;2017;13.0;13069;1005,31
430057;2018;13.0;23639;1818,38
430057;2019;8.0;17766,00;2220,75
430057;2020;15.0;7391,00;492,73
430057;2021;16.0;14659;916,19
430060;2007;6918.0;5203745;752,20
430060;2008;6191.0;6201802,00;1001,74
430060;2009;7634.0;7631433,00;999,66
430060;2010;6866.0;7716266,00;1123,84
430060;2011;6560.0;8929286,00;1361,17
430060;2012;7371.0;11106386;1506,77
430060;2013;8224.0;13485730;1639,80
430060;2014;8096.0;15562910;1922,30
430060;2015;8694.0;15778998;1814,93
430060;2016;7942.0;14896645,00;1875,68
430060;2017;7021.0;13547614;1929,58
430060;2018;6599.0;12945228;1961,70
430060;2019;5807.0;12554444,00;2161,95
430060;2020;6956.0;4488664,00;645,29
430060;2021;7968.0;7999623;1003,97
430063;2007;327.0;233476;713,99
430063;2008;374.0;325202,00;869,52
430063;2009;425.0;391035,00;920,08
430063;2010;429.0;439951,00;1025,53
430063;2011;403.0;491779,00;1220,30
430063;2012;413.0;554496;1342,61
430063;2013;476.0;682946;1434,76
430063;2014;463.0;790472;1707,28
430063;2015;510.0;836976;1641,13
430063;2016;477.0;901091,00;1889,08
430063;2017;492.0;862454;1752,96
430063;2018;472.0;925394;1960,58
430063;2019;420.0;869254,00;2069,65
430063;2020;430.0;228247,00;530,81
430063;2021;435.0;375377;862,94
430064;2007;536.0;368122;686,79
430064;2008;456.0;428358,00;939,38
430064;2009;726.0;586036,00;807,21
430064;2010;826.0;835689,00;1011,73
430064;2011;863.0;1022840,00;1185,21
430064;2012;873.0;1157460;1325,84
430064;2013;817.0;1166148;1427,35
430064;2014;760.0;1220891;1606,44
430064;2015;672.0;1164743;1733,25
430064;2016;544.0;966762,00;1777,14
430064;2017;453.0;738140;1629,45
430064;2018;409.0;653300;1597,31
430064;2019;374.0;652694,00;1745,17
430064;2020;425.0;222266,00;522,98
430064;2021;450.0;367244;816,10
430066;2007;35.0;16055;458,71
430066;2008;32.0;22456,00;701,75
430066;2009;40.0;30082,00;752,05
430066;2010;34.0;28269,00;831,44
430066;2011;40.0;37982,00;949,55
430066;2012;37.0;42234;1141,46
430066;2013;58.0;83988;1448,07
430066;2014;64.0;107201;1675,02
430066;2015;62.0;117528;1895,61
430066;2016;55.0;120378,00;2188,69
430066;2017;45.0;114998;2555,51
430066;2018;47.0;117805;2506,49
430066;2019;44.0;111824,00;2541,45
430066;2020;46.0;40540,00;881,30
430066;2021;47.0;51119;1087,64
430070;2007;103.0;88333;857,60
430070;2008;120.0;92874,00;773,95
430070;2009;141.0;117478,00;833,18
430070;2010;115.0;120663,00;1049,24
430070;2011;113.0;135292,00;1197,27
430070;2012;107.0;156764;1465,08
430070;2013;85.0;144258;1697,15
430070;2014;73.0;134402;1841,12
430070;2015;65.0;114514;1761,75
430070;2016;39.0;87092,00;2233,13
430070;2017;34.0;50914;1497,47
430070;2018;27.0;43030;1593,70
430070;2019;20.0;34902,00;1745,10
430070;2020;27.0;16512,00;611,56
430070;2021;27.0;24195;896,11
430080;2007;178.0;131469;738,59
430080;2008;153.0;136458,00;891,88
430080;2009;146.0;140846,00;964,70
430080;2010;184.0;176496,00;959,22
430080;2011;142.0;205419,00;1446,61
430080;2012;144.0;215954;1499,68
430080;2013;146.0;229524;1572,08
430080;2014;157.0;294554;1876,14
430080;2015;194.0;322972;1664,80
430080;2016;194.0;364769,00;1880,25
430080;2017;208.0;363321;1746,74
430080;2018;237.0;434569;1833,62
430080;2019;193.0;442404,00;2292,25
430080;2020;249.0;170504,00;684,76
430080;2021;235.0;307114;1306,87
430085;2007;290.0;201983;696,49
430085;2008;232.0;222688,00;959,86
430085;2009;261.0;258780,00;991,49
430085;2010;259.0;283611,00;1095,02
430085;2011;273.0;330251,00;1209,71
430085;2012;248.0;363006;1463,73
430085;2013;279.0;405282;1452,62
430085;2014;256.0;442245;1727,52
430085;2015;292.0;452147;1548,45
430085;2016;260.0;489899,00;1884,23
430085;2017;248.0;421084;1697,92
430085;2018;246.0;431949;1755,89
430085;2019;228.0;433605,00;1901,78
430085;2020;255.0;125271,00;491,26
430085;2021;280.0;210240;750,86
430087;2007;202.0;149072;737,98
430087;2008;176.0;172084,00;977,75
430087;2009;383.0;267875,00;699,41
430087;2010;409.0;477332,00;1167,07
430087;2011;411.0;572079,00;1391,92
430087;2012;438.0;749162;1710,42
430087;2013;417.0;991468;2377,62
430087;2014;354.0;1030458;2910,90
430087;2015;264.0;835732;3165,65
430087;2016;197.0;562300,00;2854,31
430087;2017;241.0;503304;2088,40
430087;2018;256.0;570428;2228,23
430087;2019;159.0;450460,00;2833,08
430087;2020;215.0;185474,00;862,67
430087;2021;208.0;308523;1483,28
430090;2007;214.0;148629;694,53
430090;2008;123.0;133670,00;1086,75
430090;2009;133.0;133943,00;1007,09
430090;2010;144.0;151536,00;1052,33
430090;2011;140.0;182574,00;1304,10
430090;2012;137.0;192548;1405,46
430090;2013;121.0;187132;1546,55
430090;2014;108.0;172898;1600,91
430090;2015;86.0;154756;1799,49
430090;2016;77.0;130328,00;1692,57
430090;2017;75.0;127930;1705,73
430090;2018;58.0;114233;1969,53
430090;2019;56.0;106460,00;1901,07
430090;2020;60.0;38025,00;633,75
430090;2021;67.0;79767;1190,55
430100;2007;159.0;153467;965,20
430100;2008;213.0;187008,00;877,97
430100;2009;318.0;252393,00;793,69
430100;2010;293.0;291386,00;994,49
430100;2011;259.0;317179,00;1224,63
430100;2012;266.0;362436;1362,54
430100;2013;229.0;336758;1470,56
430100;2014;166.0;267190;1609,58
430100;2015;175.0;269923;1542,42
430100;2016;170.0;285401,00;1678,83
430100;2017;152.0;295004;1940,82
430100;2018;130.0;271956;2091,97
430100;2019;127.0;266624,00;2099,40
430100;2020;192.0;155113,00;807,88
430100;2021;211.0;250261;1186,07
430105;2007;166.0;109406;659,07
430105;2008;156.0;133428,00;855,31
430105;2009;237.0;180529,00;761,73
430105;2010;280.0;249053,00;889,48
430105;2011;271.0;324252,00;1196,50
430105;2012;262.0;358398;1367,93
430105;2013;259.0;401982;1552,05
430105;2014;248.0;425338;1715,07
430105;2015;308.0;503463;1634,62
430105;2016;302.0;627828,00;2078,90
430105;2017;341.0;657790;1929,00
430105;2018;319.0;794133;2489,45
430105;2019;276.0;759780,00;2752,83
430105;2020;357.0;255842,00;716,64
430105;2021;352.0;505038;1434,77
430107;2007;73.0;56260;770,68
430107;2008;91.0;80230,00;881,65
430107;2009;97.0;99489,00;1025,66
430107;2010;105.0;114400,00;1089,52
430107;2011;104.0;130297,00;1252,86
430107;2012;116.0;161266;1390,22
430107;2013;85.0;182032;2141,55
430107;2014;82.0;149084;1818,10
430107;2015;78.0;138510;1775,77
430107;2016;68.0;126760,00;1864,12
430107;2017;45.0;96043;2134,29
430107;2018;40.0;65951;1648,78
430107;2019;36.0;61661,00;1712,81
430107;2020;39.0;17398,00;446,10
430107;2021;43.0;32371;752,81
430110;2007;846.0;576625;681,59
430110;2008;719.0;662738,00;921,75
430110;2009;1000.0;854574,00;854,57
430110;2010;970.0;1039359,00;1071,50
430110;2011;950.0;1213019,00;1276,86
430110;2012;996.0;1493718;1499,72
430110;2013;974.0;1702386;1747,83
430110;2014;945.0;1722485;1822,74
430110;2015;936.0;1606096;1715,91
430110;2016;870.0;1567077,00;1801,24
430110;2017;919.0;1501517;1633,86
430110;2018;962.0;1726525;1794,72
430110;2019;883.0;1858164,00;2104,38
430110;2020;923.0;582137,00;630,70
430110;2021;908.0;936061;1030,90
430120;2007;536.0;396823;740,34
430120;2008;477.0;432942,00;907,64
430120;2009;667.0;587070,00;880,16
430120;2010;582.0;661412,00;1136,45
430120;2011;528.0;632646,00;1198,19
430120;2012;736.0;1168818;1588,07
430120;2013;712.0;1581474;2221,17
430120;2014;753.0;1510919;2006,53
430120;2015;715.0;1435784;2008,09
430120;2016;593.0;1232979,00;2079,22
430120;2017;524.0;1067467;2037,15
430120;2018;471.0;999416;2121,90
430120;2019;392.0;901525,00;2299,81
430120;2020;418.0;255778,00;611,91
430120;2021;452.0;506622;1120,85
430130;2007;1952.0;1481217;758,82
430130;2008;1903.0;1818505,00;955,60
430130;2009;1865.0;2056444,00;1102,65
430130;2010;1809.0;2150763,00;1188,92
430130;2011;1827.0;2355308,00;1289,17
430130;2012;2032.0;2925002;1439,47
430130;2013;1900.0;3568444;1878,13
430130;2014;1952.0;3792362;1942,81
430130;2015;1785.0;3325775;1863,18
430130;2016;1440.0;2594195,00;1801,52
430130;2017;1420.0;2684769;1890,68
430130;2018;1321.0;1915473;1450,02
430130;2019;941.0;1464314,00;1556,13
430130;2020;1012.0;428899,00;423,81
430130;2021;1029.0;610068;592,87
430140;2007;375.0;246303;656,81
430140;2008;356.0;288098,00;809,26
430140;2009;474.0;361688,00;763,05
430140;2010;487.0;436563,00;896,43
430140;2011;460.0;529242,00;1150,53
430140;2012;481.0;655446;1362,67
430140;2013;449.0;703828;1567,55
430140;2014;444.0;724706;1632,22
430140;2015;398.0;673695;1692,70
430140;2016;360.0;605875,00;1682,99
430140;2017;340.0;585225;1721,25
430140;2018;328.0;579304;1766,17
430140;2019;285.0;561344,00;1969,63
430140;2020;347.0;175176,00;504,83
430140;2021;418.0;365927;875,42
430150;2007;383.0;293018;765,06
430150;2008;398.0;366010,00;919,62
430150;2009;354.0;384375,00;1085,81
430150;2010;367.0;369864,00;1007,80
430150;2011;328.0;420698,00;1282,62
430150;2012;312.0;419686;1345,15
430150;2013;259.0;397776;1535,81
430150;2014;264.0;425575;1612,03
430150;2015;248.0;400309;1614,15
430150;2016;189.0;360308,00;1906,39
430150;2017;152.0;291987;1920,97
430150;2018;141.0;271197;1923,38
430150;2019;122.0;265048,00;2172,52
430150;2020;143.0;85449,00;597,55
430150;2021;151.0;135903;900,02
430155;2007;170.0;120303;707,66
430155;2008;156.0;114988,00;737,10
430155;2009;167.0;143079,00;856,76
430155;2010;140.0;146459,00;1046,14
430155;2011;79.0;112286,00;1421,34
430155;2012;88.0;112026;1273,02
430155;2013;69.0;118950;1723,91
430155;2014;87.0;131885;1515,92
430155;2015;95.0;180685;1901,95
430155;2016;77.0;137047,00;1779,83
430155;2017;56.0;106365;1899,38
430155;2018;49.0;89804;1832,73
430155;2019;35.0;64441,00;1841,17
430155;2020;43.0;17909,00;416,49
430155;2021;43.0;30395;706,86
430160;2007;5894.0;4577322;776,61
430160;2008;5277.0;5151008,00;976,12
430160;2009;6842.0;6563192,00;959,25
430160;2010;7846.0;8716503,00;1110,95
430160;2011;7784.0;10020806,00;1287,36
430160;2012;8410.0;12411854;1475,84
430160;2013;8013.0;16064152;2004,76
430160;2014;8488.0;17353972;2044,53
430160;2015;8111.0;15821858;1950,67
430160;2016;7486.0;13535891,00;1808,16
430160;2017;7187.0;11955458;1663,48
430160;2018;7335.0;12411806;1692,13
430160;2019;6966.0;13867929,00;1990,80
430160;2020;8296.0;5044974,00;608,12
430160;2021;8124.0;8255498;1016,19
430163;2007;341.0;271604;796,49
430163;2008;330.0;322234,00;976,47
430163;2009;723.0;554093,00;766,38
430163;2010;627.0;724265,00;1155,13
430163;2011;595.0;771669,00;1296,92
430163;2012;696.0;1031328;1481,79
430163;2013;829.0;1416048;1708,14
430163;2014;835.0;1647959;1973,60
430163;2015;887.0;1738734;1960,24
430163;2016;901.0;2021485,00;2243,60
430163;2017;979.0;2226105;2273,86
430163;2018;1026.0;2462987;2400,57
430163;2019;974.0;2548529,00;2616,56
430163;2020;978.0;879333,00;899,11
430163;2021;986.0;1440015;1460,46
430165;2007;88.0;54017;613,83
430165;2008;77.0;58392,00;758,34
430165;2009;87.0;66847,00;768,36
430165;2010;57.0;58684,00;1029,54
430165;2011;47.0;52525,00;1117,55
430165;2012;56.0;64932;1159,50
430165;2013;50.0;73572;1471,44
430165;2014;44.0;79248;1801,09
430165;2015;40.0;66086;1652,15
430165;2016;28.0;44298,00;1582,07
430165;2017;21.0;39382;1875,33
430165;2018;16.0;28602;1787,63
430165;2019;15.0;28732,00;1915,47
430165;2020;15.0;9153,00;610,20
430165;2021;20.0;19155;957,75
430170;2007;194.0;144672;745,73
430170;2008;172.0;165004,00;959,33
430170;2009;162.0;164517,00;1015,54
430170;2010;190.0;185457,00;976,09
430170;2011;213.0;253289,00;1189,15
430170;2012;235.0;324156;1379,39
430170;2013;212.0;324106;1528,80
430170;2014;180.0;299118;1661,77
430170;2015;135.0;266318;1972,73
430170;2016;100.0;216561,00;2165,61
430170;2017;121.0;178588;1475,93
430170;2018;112.0;204080;1822,14
430170;2019;99.0;199193,00;2012,05
430170;2020;107.0;66677,00;623,15
430170;2021;111.0;101313;912,73
430175;2007;445.0;307579;691,19
430175;2008;468.0;409476,00;874,95
430175;2009;582.0;513025,00;881,49
430175;2010;562.0;651871,00;1159,91
430175;2011;565.0;767627,00;1358,63
430175;2012;559.0;900728;1611,32
430175;2013;564.0;1010900;1792,38
430175;2014;518.0;1006007;1942,10
430175;2015;473.0;958786;2027,03
430175;2016;374.0;802014,00;2144,42
430175;2017;398.0;704326;1769,66
430175;2018;347.0;704536;2030,36
430175;2019;307.0;629728,00;2051,23
430175;2020;341.0;175764,00;515,44
430175;2021;364.0;291624;801,16
430180;2007;466.0;345319;741,03
430180;2008;471.0;442008,00;938,45
430180;2009;544.0;541486,00;995,38
430180;2010;537.0;598023,00;1113,64
430180;2011;531.0;668385,00;1258,73
430180;2012;560.0;798218;1425,39
430180;2013;518.0;875920;1690,97
430180;2014;471.0;765056;1624,32
430180;2015;420.0;678743;1616,05
430180;2016;360.0;561023,00;1558,40
430180;2017;361.0;563019;1559,61
430180;2018;336.0;582630;1734,02
430180;2019;302.0;556423,00;1842,46
430180;2020;350.0;173318,00;495,19
430180;2021;354.0;254835;719,87
430185;2007;183.0;168732;922,03
430185;2008;195.0;174814,00;896,48
430185;2009;218.0;207696,00;952,73
430185;2010;232.0;246410,00;1062,11
430185;2011;216.0;276934,00;1282,10
430185;2012;190.0;276734;1456,49
430185;2013;192.0;255234;1329,34
430185;2014;151.0;242498;1605,95
430185;2015;128.0;218800;1709,38
430185;2016;115.0;217098,00;1887,81
430185;2017;131.0;212267;1620,36
430185;2018;138.0;235019;1703,04
430185;2019;92.0;192382,00;2091,11
430185;2020;111.0;74415,00;670,41
430185;2021;112.0;119818;1069,80
430187;2007;268.0;213896;798,12
430187;2008;239.0;240762,00;1007,37
430187;2009;322.0;273782,00;850,25
430187;2010;360.0;387303,00;1075,84
430187;2011;352.0;456287,00;1296,27
430187;2012;368.0;542924;1475,34
430187;2013;366.0;588704;1608,48
430187;2014;290.0;487974;1682,67
430187;2015;276.0;480532;1741,06
430187;2016;245.0;444509,00;1814,32
430187;2017;250.0;446324;1785,30
430187;2018;240.0;470713;1961,30
430187;2019;226.0;493961,00;2185,67
430187;2020;261.0;181353,00;694,84
430187;2021;321.0;334260;1041,31
430190;2007;704.0;462671;657,20
430190;2008;625.0;565942,00;905,51
430190;2009;734.0;648986,00;884,18
430190;2010;660.0;663210,00;1004,86
430190;2011;750.0;836595,00;1115,46
430190;2012;905.0;1354196;1496,35
430190;2013;990.0;1855364;1874,11
430190;2014;958.0;1974547;2061,11
430190;2015;902.0;1897546;2103,71
430190;2016;760.0;1769380,00;2328,13
430190;2017;674.0;1432603;2125,52
430190;2018;648.0;1317160;2032,65
430190;2019;530.0;1197984,00;2260,35
430190;2020;612.0;409142,00;668,53
430190;2021;687.0;729847;1062,37
430192;2007;49.0;55723;1137,20
430192;2008;50.0;43794,00;875,88
430192;2009;42.0;48620,00;1157,62
430192;2010;45.0;42995,00;955,44
430192;2011;45.0;54830,00;1218,44
430192;2012;51.0;77310;1515,88
430192;2013;45.0;79508;1766,84
430192;2014;41.0;66211;1614,90
430192;2015;40.0;61776;1544,40
430192;2016;21.0;56990,00;2713,81
430192;2017;15.0;29344;1956,27
430192;2018;17.0;27947;1643,94
430192;2019;9.0;20913,00;2323,67
430192;2020;12.0;5917,00;493,08
430192;2021;11.0;11788;1071,64
430195;2007;23.0;17896;778,09
430195;2008;17.0;19252,00;1132,47
430195;2009;20.0;18775,00;938,75
430195;2010;27.0;23487,00;869,89
430195;2011;24.0;25413,00;1058,88
430195;2012;22.0;32122;1460,09
430195;2013;18.0;29788;1654,89
430195;2014;22.0;30458;1384,45
430195;2015;12.0;24387;2032,25
430195;2016;14.0;18836,00;1345,43
430195;2017;11.0;18815;1710,45
430195;2018;11.0;16704;1518,55
430195;2019;7.0;18189,00;2598,43
430195;2020;8.0;5063,00;632,88
430195;2021;11.0;10247;931,55
430200;2007;816.0;564289;691,53
430200;2008;811.0;653910,00;806,30
430200;2009;891.0;730527,00;819,90
430200;2010;956.0;835185,00;873,62
430200;2011;910.0;1036976,00;1139,53
430200;2012;893.0;1180534;1321,99
430200;2013;830.0;1097106;1321,81
430200;2014;739.0;1128885;1527,58
430200;2015;686.0;1095610;1597,10
430200;2016;587.0;997900,00;1700,00
430200;2017;552.0;839628;1521,07
430200;2018;504.0;820554;1628,08
430200;2019;476.0;798821,00;1678,20
430200;2020;505.0;218342,00;432,36
430200;2021;499.0;308010;617,25
430205;2007;215.0;186993;869,73
430205;2008;194.0;229680,00;1183,92
430205;2009;251.0;272024,00;1083,76
430205;2010;244.0;305968,00;1253,97
430205;2011;232.0;335496,00;1446,10
430205;2012;263.0;433832;1649,55
430205;2013;280.0;609702;2177,51
430205;2014;259.0;631703;2439,01
430205;2015;284.0;644954;2270,96
430205;2016;292.0;768211,00;2630,86
430205;2017;313.0;739851;2363,74
430205;2018;300.0;774686;2582,29
430205;2019;306.0;812614,00;2655,60
430205;2020;321.0;293770,00;915,17
430205;2021;337.0;542621;1610,15
430210;2007;1084.0;688611;635,25
430210;2008;761.0;624812,00;821,04
430210;2009;839.0;615552,00;733,67
430210;2010;1032.0;775475,00;751,43
430210;2011;1165.0;1209604,00;1038,29
430210;2012;1256.0;1650066;1313,75
430210;2013;1102.0;1677764;1522,47
430210;2014;1139.0;1727380;1516,58
430210;2015;1252.0;2134707;1705,04
430210;2016;1458.0;2576769,00;1767,33
430210;2017;1758.0;2835560;1612,95
430210;2018;1409.0;2832007;2009,94
430210;2019;945.0;2020832,00;2138,45
430210;2020;1256.0;922905,00;734,80
430210;2021;1577.0;1881815;1193,29
430215;2007;115.0;99512;865,32
430215;2008;113.0;109770,00;971,42
430215;2009;157.0;130730,00;832,68
430215;2010;122.0;143495,00;1176,19
430215;2011;112.0;132896,00;1186,57
430215;2012;112.0;145170;1296,16
430215;2013;111.0;185356;1669,87
430215;2014;119.0;203352;1708,84
430215;2015;118.0;224322;1901,03
430215;2016;119.0;223807,00;1880,73
430215;2017;115.0;223366;1942,31
430215;2018;97.0;207017;2134,20
430215;2019;86.0;162052,00;1884,33
430215;2020;90.0;49915,00;554,61
430215;2021;91.0;83076;912,92
430220;2007;137.0;84579;617,36
430220;2008;108.0;97400,00;901,85
430220;2009;103.0;94057,00;913,17
430220;2010;110.0;95020,00;863,82
430220;2011;94.0;99170,00;1055,00
430220;2012;103.0;115018;1116,68
430220;2013;98.0;125782;1283,49
430220;2014;88.0;128635;1461,76
430220;2015;95.0;125862;1324,86
430220;2016;79.0;140037,00;1772,62
430220;2017;74.0;117639;1589,72
430220;2018;71.0;122053;1719,06
430220;2019;58.0;117381,00;2023,81
430220;2020;66.0;42100,00;637,88
430220;2021;79.0;80746;1022,10
430222;2007;111.0;86132;775,96
430222;2008;110.0;99992,00;909,02
430222;2009;106.0;99013,00;934,08
430222;2010;96.0;93987,00;979,03
430222;2011;115.0;115008,00;1000,07
430222;2012;118.0;157384;1333,76
430222;2013;122.0;199756;1637,34
430222;2014;110.0;227817;2071,06
430222;2015;110.0;227699;2069,99
430222;2016;101.0;235890,00;2335,54
430222;2017;88.0;211576;2404,27
430222;2018;74.0;186069;2514,45
430222;2019;55.0;147248,00;2677,24
430222;2020;58.0;39333,00;678,16
430222;2021;64.0;74210;1159,53
430223;2007;107.0;99629;931,11
430223;2008;96.0;110056,00;1146,42
430223;2009;128.0;132462,00;1034,86
430223;2010;141.0;159988,00;1134,67
430223;2011;120.0;162083,00;1350,69
430223;2012;132.0;185916;1408,45
430223;2013;183.0;271200;1481,97
430223;2014;190.0;379424;1996,97
430223;2015;184.0;336936;1831,17
430223;2016;163.0;311720,00;1912,39
430223;2017;128.0;267358;2088,73
430223;2018;121.0;230201;1902,49
430223;2019;98.0;239554,00;2444,43
430223;2020;112.0;79622,00;710,91
430223;2021;127.0;147987;1165,25
430225;2007;31.0;19963;643,97
430225;2008;23.0;17218,00;748,61
430225;2009;13.0;14522,00;1117,08
430225;2010;17.0;14948,00;879,29
430225;2011;15.0;18589,00;1239,27
430225;2012;10.0;15752;1575,20
430225;2013;11.0;12666;1151,45
430225;2014;12.0;12989;1082,42
430225;2015;12.0;15713;1309,42
430225;2016;6.0;12602,00;2100,33
430225;2017;1.0;4569;4569,00
430225;2018;8.0;6894;861,75
430225;2019;7.0;12329,00;1761,29
430225;2020;8.0;4433,00;554,13
430225;2021;8.0;5175;646,88
430230;2007;831.0;538608;648,14
430230;2008;753.0;630038,00;836,70
430230;2009;947.0;789363,00;833,54
430230;2010;1068.0;1127301,00;1055,53
430230;2011;1026.0;1358054,00;1323,64
430230;2012;1052.0;1689158;1605,66
430230;2013;1039.0;2490300;2396,82
430230;2014;1015.0;2768959;2728,04
430230;2015;961.0;2498292;2599,68
430230;2016;972.0;2288489,00;2354,41
430230;2017;1084.0;2151400;1984,69
430230;2018;1095.0;2413788;2204,37
430230;2019;915.0;2491291,00;2722,72
430230;2020;1019.0;1052766,00;1033,14
430230;2021;1014.0;1597671;1575,61
430235;2007;60.0;35890;598,17
430235;2008;46.0;33958,00;738,22
