id;Ano;totalBeneficiarios;valorTotalRepassado;valorMedioRepassado
430550;2012;215.0;288744;1343,00
430550;2013;226.0;339844;1503,73
430550;2014;212.0;396022;1868,03
430550;2015;164.0;320158;1952,18
430550;2016;151.0;279953,00;1853,99
430550;2017;107.0;200325;1872,20
430550;2018;101.0;166678;1650,28
430550;2019;91.0;166862,00;1833,65
430550;2020;109.0;61805,00;567,02
430550;2021;131.0;127069;969,99
430558;2007;28.0;19074;681,21
430558;2008;27.0;21958,00;813,26
430558;2009;20.0;17448,00;872,40
430558;2010;17.0;15778,00;928,12
430558;2011;17.0;18164,00;1068,47
430558;2012;20.0;24548;1227,40
430558;2013;15.0;22926;1528,40
430558;2014;11.0;21622;1965,64
430558;2015;17.0;21883;1287,24
430558;2016;25.0;37217,00;1488,68
430558;2017;24.0;40627;1692,79
430558;2018;16.0;42793;2674,56
430558;2019;12.0;25862,00;2155,17
430558;2020;15.0;9355,00;623,67
430558;2021;22.0;26926;1223,91
430560;2007;135.0;105386;780,64
430560;2008;121.0;121220,00;1001,82
430560;2009;141.0;137712,00;976,68
430560;2010;148.0;152401,00;1029,74
430560;2011;152.0;174395,00;1147,34
430560;2012;151.0;198950;1317,55
430560;2013;143.0;197684;1382,41
430560;2014;105.0;195110;1858,19
430560;2015;64.0;132938;2077,16
430560;2016;59.0;101003,00;1711,92
430560;2017;60.0;98264;1637,73
430560;2018;51.0;97810;1917,84
430560;2019;48.0;95252,00;1984,42
430560;2020;61.0;42051,00;689,36
430560;2021;65.0;66439;1022,14
430570;2007;346.0;249111;719,97
430570;2008;290.0;286738,00;988,75
430570;2009;421.0;369335,00;877,28
430570;2010;427.0;445914,00;1044,30
430570;2011;389.0;512258,00;1316,86
430570;2012;408.0;570556;1398,42
430570;2013;357.0;588430;1648,26
430570;2014;364.0;584475;1605,70
430570;2015;345.0;519651;1506,23
430570;2016;326.0;498803,00;1530,07
430570;2017;343.0;524126;1528,06
430570;2018;350.0;602420;1721,20
430570;2019;272.0;557551,00;2049,82
430570;2020;312.0;180405,00;578,22
430570;2021;328.0;328667;1002,03
430580;2007;379.0;318097;839,31
430580;2008;381.0;358026,00;939,70
430580;2009;393.0;411464,00;1046,98
430580;2010;409.0;438735,00;1072,70
430580;2011;406.0;536552,00;1321,56
430580;2012;407.0;578666;1421,78
430580;2013;418.0;575002;1375,60
430580;2014;367.0;606722;1653,19
430580;2015;399.0;620227;1554,45
430580;2016;416.0;712990,00;1713,92
430580;2017;418.0;772096;1847,12
430580;2018;383.0;670518;1750,70
430580;2019;341.0;605575,00;1775,88
430580;2020;351.0;175216,00;499,19
430580;2021;362.0;250989;693,34
430583;2007;32.0;32383;1011,97
430583;2008;32.0;30750,00;960,94
430583;2009;24.0;32327,00;1346,96
430583;2010;28.0;29047,00;1037,39
430583;2011;19.0;26844,00;1412,84
430583;2012;26.0;30304;1165,54
430583;2013;15.0;32136;2142,40
430583;2014;12.0;19551;1629,25
430583;2015;9.0;15437;1715,22
430583;2016;9.0;15098,00;1677,56
430583;2017;9.0;12000;1333,33
430583;2018;7.0;11593;1656,14
430583;2019;10.0;15547,00;1554,70
430583;2020;9.0;4193,00;465,89
430583;2021;15.0;12810;854,00
430585;2007;147.0;90115;613,03
430585;2008;148.0;142716,00;964,30
430585;2009;158.0;173088,00;1095,49
430585;2010;166.0;164616,00;991,66
430585;2011;143.0;175266,00;1225,64
430585;2012;152.0;207046;1362,14
430585;2013;135.0;217748;1612,95
430585;2014;107.0;193155;1805,19
430585;2015;101.0;160573;1589,83
430585;2016;80.0;137769,00;1722,11
430585;2017;78.0;132022;1692,59
430585;2018;55.0;118688;2157,96
430585;2019;55.0;90127,00;1638,67
430585;2020;56.0;39056,00;697,43
430585;2021;67.0;71251;1063,45
430587;2007;89.0;62617;703,56
430587;2008;83.0;65308,00;786,84
430587;2009;79.0;66469,00;841,38
430587;2010;74.0;56012,00;756,92
430587;2011;80.0;72259,00;903,24
430587;2012;99.0;115580;1167,47
430587;2013;84.0;123118;1465,69
430587;2014;62.0;101779;1641,60
430587;2015;57.0;84213;1477,42
430587;2016;39.0;71207,00;1825,82
430587;2017;63.0;109520;1738,41
430587;2018;63.0;157972;2507,49
430587;2019;64.0;158180,00;2471,56
430587;2020;60.0;38407,00;640,12
430587;2021;54.0;56881;1053,35
430590;2007;790.0;702499;889,24
430590;2008;708.0;768546,00;1085,52
430590;2009;1007.0;906839,00;900,54
430590;2010;994.0;1203899,00;1211,17
430590;2011;1016.0;1343393,00;1322,24
430590;2012;975.0;1502984;1541,52
430590;2013;890.0;1614214;1813,72
430590;2014;914.0;1676017;1833,72
430590;2015;833.0;1771546;2126,71
430590;2016;800.0;1745154,00;2181,44
430590;2017;950.0;2017511;2123,70
430590;2018;955.0;2319566;2428,86
430590;2019;875.0;2308901,00;2638,74
430590;2020;916.0;762856,00;832,81
430590;2021;906.0;1259984;1390,71
430593;2007;15.0;15368;1024,53
430593;2008;17.0;15970,00;939,41
430593;2009;17.0;15502,00;911,88
430593;2010;18.0;14573,00;809,61
430593;2011;13.0;14905,00;1146,54
430593;2012;16.0;18064;1129,00
430593;2013;15.0;26504;1766,93
430593;2014;10.0;18758;1875,80
430593;2015;16.0;20870;1304,38
430593;2016;9.0;20826,00;2314,00
430593;2017;6.0;12868;2144,67
430593;2018;7.0;12780;1825,71
430593;2019;5.0;11050,00;2210,00
430593;2020;6.0;2911;485,17
430593;2021;5.0;7883;1576,60
430595;2007;48.0;27166;565,96
430595;2008;43.0;30944,00;719,63
430595;2009;49.0;33672,00;687,18
430595;2010;45.0;34628,00;769,51
430595;2011;37.0;34821,00;941,11
430595;2012;24.0;30918;1288,25
430595;2013;22.0;30152;1370,55
430595;2014;17.0;25318;1489,29
430595;2015;17.0;33853;1991,35
430595;2016;16.0;23746,00;1484,13
430595;2017;19.0;36494;1920,74
430595;2018;25.0;44652;1786,08
430595;2019;18.0;44243,00;2457,94
430595;2020;28.0;15315,00;546,96
430595;2021;36.0;36004;1000,11
430597;2007;186.0;155653;836,84
430597;2008;170.0;183168,00;1077,46
430597;2009;196.0;202490,00;1033,11
430597;2010;115.0;154585,00;1344,22
430597;2011;119.0;145106,00;1219,38
430597;2012;132.0;169452;1283,73
430597;2013;114.0;171724;1506,35
430597;2014;110.0;177391;1612,65
430597;2015;93.0;182493;1962,29
430597;2016;81.0;157588,00;1945,53
430597;2017;94.0;171564;1825,15
430597;2018;87.0;194984;2241,20
430597;2019;63.0;144274,00;2290,06
430597;2020;75.0;52675,00;702,33
430597;2021;92.0;108664;1181,13
430600;2007;865.0;621731;718,76
430600;2008;807.0;694158,00;860,17
430600;2009;842.0;769933,00;914,41
430600;2010;813.0;772669,00;950,39
430600;2011;772.0;916554,00;1187,25
430600;2012;725.0;1039560;1433,88
430600;2013;677.0;1039858;1535,98
430600;2014;629.0;1080844;1718,35
430600;2015;539.0;961860;1784,53
430600;2016;423.0;818063,00;1933,96
430600;2017;354.0;621726;1756,29
430600;2018;349.0;568157;1627,96
430600;2019;299.0;529887,00;1772,20
430600;2020;301.0;163493,00;543,17
430600;2021;349.0;285572;818,26
430605;2007;417.0;250740;601,29
430605;2008;328.0;263518,00;803,41
430605;2009;374.0;303716,00;812,07
430605;2010;387.0;348629,00;900,85
430605;2011;414.0;470990,00;1137,66
430605;2012;486.0;753572;1550,56
430605;2013;468.0;914622;1954,32
430605;2014;490.0;999417;2039,63
430605;2015;479.0;979904;2045,73
430605;2016;472.0;1010241,00;2140,34
430605;2017;435.0;944204;2170,58
430605;2018;379.0;848144;2237,85
430605;2019;369.0;809029,00;2192,49
430605;2020;416.0;246143,00;591,69
430605;2021;421.0;458284;1088,56
430607;2007;305.0;257395;843,92
430607;2008;288.0;297688,00;1033,64
430607;2009;372.0;350520,00;942,26
430607;2010;411.0;443197,00;1078,34
430607;2011;390.0;487521,00;1250,05
430607;2012;360.0;496000;1377,78
430607;2013;340.0;501534;1475,10
430607;2014;348.0;526702;1513,51
430607;2015;335.0;528502;1577,62
430607;2016;338.0;548341,00;1622,31
430607;2017;327.0;517722;1583,25
430607;2018;291.0;494884;1700,63
430607;2019;275.0;461354,00;1677,65
430607;2020;292.0;137672,00;471,48
430607;2021;299.0;204765;684,83
430610;2007;2994.0;2693967;899,79
430610;2008;2501.0;2766530,00;1106,17
430610;2009;2964.0;3095015,00;1044,20
430610;2010;2794.0;3118415,00;1116,11
430610;2011;3153.0;3797370,00;1204,37
430610;2012;3688.0;5446038;1476,69
430610;2013;3361.0;5817182;1730,79
430610;2014;3544.0;5967706;1683,89
430610;2015;2896.0;5316988;1835,98
430610;2016;2198.0;3787822,00;1723,30
430610;2017;1698.0;2951196;1738,04
430610;2018;1446.0;2356977;1630,00
430610;2019;1278.0;2122834,00;1661,06
430610;2020;1579.0;798024,00;505,40
430610;2021;1808.0;1305481;722,06
430613;2007;123.0;94679;769,75
430613;2008;107.0;101262,00;946,37
430613;2009;80.0;99989,00;1249,86
430613;2010;76.0;90480,00;1190,53
430613;2011;86.0;96660,00;1123,95
430613;2012;95.0;120754;1271,09
430613;2013;84.0;124840;1486,19
430613;2014;68.0;101152;1487,53
430613;2015;56.0;80962;1445,75
430613;2016;38.0;70376,00;1852,00
430613;2017;31.0;41852;1350,06
430613;2018;29.0;43284;1492,55
430613;2019;22.0;37671,00;1712,32
430613;2020;26.0;11458,00;440,69
430613;2021;27.0;17971;665,59
430620;2007;366.0;248910;680,08
430620;2008;266.0;268780,00;1010,45
430620;2009;359.0;319133,00;888,95
430620;2010;367.0;377074,00;1027,45
430620;2011;336.0;412857,00;1228,74
430620;2012;330.0;462114;1400,35
430620;2013;298.0;485964;1630,75
430620;2014;272.0;482356;1773,37
430620;2015;272.0;451629;1660,40
430620;2016;263.0;445302,00;1693,16
430620;2017;262.0;430739;1644,04
430620;2018;225.0;414901;1844,00
430620;2019;198.0;429994,00;2171,69
430620;2020;243.0;155698,00;640,73
430620;2021;285.0;303482;1064,85
430630;2007;129.0;76448;592,62
430630;2008;116.0;80310,00;692,33
430630;2009;99.0;81714,00;825,39
430630;2010;63.0;60923,00;967,03
430630;2011;53.0;57080,00;1076,98
430630;2012;54.0;57776;1069,93
430630;2013;56.0;67782;1210,39
430630;2014;62.0;70093;1130,53
430630;2015;58.0;82889;1429,12
430630;2016;41.0;59905,00;1461,10
430630;2017;46.0;61873;1345,07
430630;2018;38.0;56587;1489,13
430630;2019;32.0;48019,00;1500,59
430630;2020;33.0;14884,00;451,03
430630;2021;37.0;28410;767,84
430632;2007;254.0;219395;863,76
430632;2008;243.0;236110,00;971,65
430632;2009;272.0;269009,00;989,00
430632;2010;293.0;306330,00;1045,49
430632;2011;295.0;344246,00;1166,94
430632;2012;324.0;402378;1241,91
430632;2013;283.0;396812;1402,16
430632;2014;258.0;376078;1457,67
430632;2015;217.0;361099;1664,05
430632;2016;164.0;287862,00;1755,26
430632;2017;143.0;246924;1726,74
430632;2018;118.0;228138;1933,37
430632;2019;113.0;208168,00;1842,19
430632;2020;114.0;60173,00;527,83
430632;2021;111.0;85066;766,36
430635;2007;269.0;232839;865,57
430635;2008;283.0;280270,00;990,35
430635;2009;310.0;329483,00;1062,85
430635;2010;307.0;344445,00;1121,97
430635;2011;303.0;394202,00;1301,00
430635;2012;321.0;446046;1389,55
430635;2013;329.0;474648;1442,70
430635;2014;307.0;482252;1570,85
430635;2015;287.0;483351;1684,15
430635;2016;257.0;429369,00;1670,70
430635;2017;277.0;437527;1579,52
430635;2018;255.0;440163;1726,13
430635;2019;238.0;426505,00;1792,04
430635;2020;274.0;125931,00;459,60
430635;2021;308.0;230744;749,17
430637;2007;283.0;218019;770,39
430637;2008;306.0;268518,00;877,51
430637;2009;311.0;318244,00;1023,29
430637;2010;291.0;323221,00;1110,73
430637;2011;285.0;344298,00;1208,06
430637;2012;286.0;386654;1351,94
430637;2013;307.0;486852;1585,84
430637;2014;281.0;525776;1871,09
430637;2015;284.0;527461;1857,26
430637;2016;252.0;520826,00;2066,77
430637;2017;221.0;461192;2086,84
430637;2018;222.0;433837;1954,22
430637;2019;198.0;441166,00;2228,11
430637;2020;223.0;137902,00;618,39
430637;2021;254.0;284779;1121,18
430640;2007;267.0;205367;769,16
430640;2008;212.0;207928,00;980,79
430640;2009;305.0;256013,00;839,39
430640;2010;316.0;307826,00;974,13
430640;2011;325.0;398574,00;1226,38
430640;2012;328.0;451310;1375,95
430640;2013;174.0;341340;1961,72
430640;2014;110.0;217377;1976,15
430640;2015;127.0;196331;1545,91
430640;2016;142.0;221406,00;1559,20
430640;2017;223.0;293192;1314,76
430640;2018;242.0;447243;1848,11
430640;2019;185.0;431704,00;2333,54
430640;2020;219.0;176658,00;806,66
430640;2021;219.0;299698;1368,48
430642;2007;202.0;175296;867,80
430642;2008;177.0;195366,00;1103,76
430642;2009;183.0;212341,00;1160,33
430642;2010;196.0;225186,00;1148,91
430642;2011;212.0;254511,00;1200,52
430642;2012;224.0;320104;1429,04
430642;2013;217.0;350924;1617,16
430642;2014;186.0;328181;1764,41
430642;2015;166.0;300356;1809,37
430642;2016;145.0;275819,00;1902,20
430642;2017;136.0;269729;1983,30
430642;2018;166.0;311257;1875,04
430642;2019;144.0;309686,00;2150,60
430642;2020;159.0;97099,00;610,69
430642;2021;165.0;180465;1093,73
430645;2007;35.0;28479;813,69
430645;2008;34.0;23124,00;680,12
430645;2009;29.0;27497,00;948,17
430645;2010;27.0;25807,00;955,81
430645;2011;26.0;29355,00;1129,04
430645;2012;32.0;40500;1265,63
430645;2013;30.0;49484;1649,47
430645;2014;29.0;55817;1924,72
430645;2015;29.0;53366;1840,21
430645;2016;32.0;46075,00;1439,84
430645;2017;32.0;52401;1637,53
430645;2018;16.0;35116;2194,75
430645;2019;16.0;26046,00;1627,88
430645;2020;20.0;14660,00;733,00
430645;2021;28.0;30259;1080,68
430650;2007;818.0;608129;743,43
430650;2008;741.0;691268,00;932,89
430650;2009;966.0;872448,00;903,16
430650;2010;939.0;1031077,00;1098,06
430650;2011;918.0;1190373,00;1296,70
430650;2012;932.0;1448726;1554,43
430650;2013;1156.0;1920988;1661,75
430650;2014;1158.0;2229015;1924,88
430650;2015;1170.0;2158976;1845,28
430650;2016;1021.0;1947528,00;1907,47
430650;2017;922.0;1723402;1869,20
430650;2018;879.0;1611831;1833,71
430650;2019;773.0;1505444,00;1947,53
430650;2020;829.0;392397,00;473,34
430650;2021;882.0;592065;671,28
430655;2007;179.0;129247;722,05
430655;2008;163.0;145600,00;893,25
430655;2009;121.0;138960,00;1148,43
430655;2010;117.0;98424,00;841,23
430655;2011;100.0;110050,00;1100,50
430655;2012;93.0;114586;1232,11
430655;2013;74.0;111990;1513,38
430655;2014;65.0;95456;1468,55
430655;2015;51.0;79398;1556,82
430655;2016;59.0;93795,00;1589,75
430655;2017;58.0;90667;1563,22
430655;2018;74.0;112943;1526,26
430655;2019;68.0;128418,00;1888,50
430655;2020;86.0;48273,00;561,31
430655;2021;95.0;104148;1096,29
430660;2007;2039.0;1547454;758,93
430660;2008;1943.0;1711528,00;880,87
430660;2009;2207.0;2037408,00;923,16
430660;2010;2351.0;2359194,00;1003,49
430660;2011;2370.0;2881243,00;1215,71
430660;2012;2437.0;3539646;1452,46
430660;2013;2641.0;3977904;1506,21
430660;2014;2567.0;4409358;1717,71
430660;2015;2736.0;4438529;1622,27
430660;2016;2448.0;4609966,00;1883,16
430660;2017;2257.0;4168837;1847,07
430660;2018;2153.0;3984257;1850,56
430660;2019;1956.0;3841721,00;1964,07
430660;2020;2097.0;1175267,00;560,45
430660;2021;2361.0;2007860;850,43
430670;2007;184.0;147700;802,72
430670;2008;166.0;161886,00;975,22
430670;2009;210.0;194181,00;924,67
430670;2010;210.0;231366,00;1101,74
430670;2011;217.0;291093,00;1341,44
430670;2012;236.0;376940;1597,20
430670;2013;231.0;461222;1996,63
430670;2014;228.0;491040;2153,68
430670;2015;217.0;500815;2307,90
430670;2016;221.0;519289,00;2349,72
430670;2017;275.0;543245;1975,44
430670;2018;274.0;545655;1991,44
430670;2019;248.0;559059,00;2254,27
430670;2020;237.0;170820,00;720,76
430670;2021;232.0;269662;1162,34
430673;2007;253.0;191666;757,57
430673;2008;203.0;211146,00;1040,13
430673;2009;253.0;246348,00;973,71
430673;2010;246.0;261865,00;1064,49
430673;2011;244.0;291209,00;1193,48
430673;2012;239.0;330148;1381,37
430673;2013;219.0;356458;1627,66
430673;2014;191.0;322489;1688,42
430673;2015;160.0;301964;1887,28
430673;2016;129.0;235887,00;1828,58
430673;2017;124.0;209236;1687,39
430673;2018;93.0;200024;2150,80
430673;2019;82.0;162667,00;1983,74
430673;2020;98.0;54771,00;558,89
430673;2021;112.0;96593;862,44
430675;2007;57.0;45322;795,12
430675;2008;51.0;47710,00;935,49
430675;2009;43.0;43199,00;1004,63
430675;2010;32.0;37323,00;1166,34
430675;2011;27.0;36507,00;1352,11
430675;2012;43.0;63790;1483,49
430675;2013;42.0;98978;2356,62
430675;2014;33.0;77971;2362,76
430675;2015;33.0;74736;2264,73
430675;2016;26.0;68507,00;2634,88
430675;2017;23.0;51205;2226,30
430675;2018;30.0;52470;1749,00
430675;2019;27.0;62679,00;2321,44
430675;2020;32.0;25299,00;790,59
430675;2021;31.0;47318;1526,39
430676;2007;1297.0;1002390;772,85
430676;2008;1122.0;1137000,00;1013,37
430676;2009;2291.0;1723117,00;752,12
430676;2010;2097.0;2307234,00;1100,25
430676;2011;1931.0;2520687,00;1305,38
430676;2012;1752.0;2858308;1631,45
430676;2013;1646.0;2912834;1769,64
430676;2014;1351.0;2572594;1904,21
430676;2015;1386.0;2276405;1642,43
430676;2016;1208.0;2253779,00;1865,71
430676;2017;1496.0;2632218;1759,50
430676;2018;1986.0;3982959;2005,52
430676;2019;1995.0;4940454,00;2476,42
430676;2020;2007.0;1704028,00;849,04
430676;2021;1968.0;2618006;1330,29
430680;2007;383.0;208954;545,57
430680;2008;352.0;294018,00;835,28
430680;2009;390.0;336389,00;862,54
430680;2010;479.0;470012,00;981,24
430680;2011;496.0;608106,00;1226,02
430680;2012;531.0;753254;1418,56
430680;2013;465.0;835834;1797,49
430680;2014;406.0;823582;2028,53
430680;2015;302.0;653718;2164,63
430680;2016;224.0;420614,00;1877,74
430680;2017;214.0;351384;1641,98
430680;2018;236.0;375360;1590,51
430680;2019;203.0;374491,00;1844,78
430680;2020;235.0;172172,00;732,65
430680;2021;266.0;252051;947,56
430690;2007;1875.0;1273541;679,22
430690;2008;1727.0;1529470,00;885,62
430690;2009;1962.0;1776714,00;905,56
430690;2010;2074.0;2014805,00;971,46
430690;2011;2095.0;2496031,00;1191,42
430690;2012;2272.0;3046298;1340,80
430690;2013;2261.0;3441096;1521,94
430690;2014;2066.0;3378519;1635,29
430690;2015;1939.0;3166434;1633,02
430690;2016;1630.0;2747953,00;1685,86
430690;2017;1437.0;2219314;1544,41
430690;2018;1265.0;2057752;1626,68
430690;2019;1090.0;1803379,00;1654,48
430690;2020;1168.0;524753,00;449,27
430690;2021;1228.0;765083;623,03
430692;2007;139.0;138746;998,17
430692;2008;136.0;166486,00;1224,16
430692;2009;126.0;173844,00;1379,71
430692;2010;139.0;174345,00;1254,28
430692;2011;137.0;213918,00;1561,45
430692;2012;143.0;291046;2035,29
430692;2013;143.0;356914;2495,90
430692;2014;144.0;425501;2954,87
430692;2015;126.0;458298;3637,29
430692;2016;116.0;430961,00;3715,18
430692;2017;118.0;414614;3513,68
430692;2018;109.0;394312;3617,54
430692;2019;110.0;399445,00;3631,32
430692;2020;122.0;166319,00;1363,27
430692;2021;121.0;324102;2678,53
430693;2007;778.0;515501;662,60
430693;2008;675.0;579054,00;857,86
430693;2009;743.0;647071,00;870,89
430693;2010;618.0;631593,00;1022,00
430693;2011;561.0;635332,00;1132,50
430693;2012;541.0;664670;1228,60
430693;2013;466.0;663474;1423,76
430693;2014;366.0;545995;1491,79
430693;2015;357.0;514302;1440,62
430693;2016;269.0;417746,00;1552,96
430693;2017;233.0;325700;1397,85
430693;2018;223.0;322782;1447,45
430693;2019;199.0;307233,00;1543,88
430693;2020;230.0;104357,00;453,73
430693;2021;243.0;155377;639,41
430695;2007;240.0;172522;718,84
430695;2008;190.0;193210,00;1016,89
430695;2009;263.0;246864,00;938,65
430695;2010;276.0;302834,00;1097,22
430695;2011;278.0;359049,00;1291,54
430695;2012;281.0;406568;1446,86
430695;2013;216.0;372658;1725,27
430695;2014;212.0;379338;1789,33
430695;2015;215.0;380178;1768,27
430695;2016;184.0;417195,00;2267,36
430695;2017;213.0;388315;1823,08
430695;2018;147.0;402340;2737,01
430695;2019;146.0;351296,00;2406,14
430695;2020;145.0;123811,00;853,87
430695;2021;149.0;188339;1264,02
430697;2007;151.0;106340;704,24
430697;2008;140.0;129790,00;927,07
430697;2009;191.0;172380,00;902,51
430697;2010;195.0;202719,00;1039,58
430697;2011;185.0;241106,00;1303,28
430697;2012;194.0;285316;1470,70
430697;2013;185.0;290932;1572,61
430697;2014;179.0;300183;1677,00
430697;2015;171.0;301464;1762,95
430697;2016;147.0;273835,00;1862,82
430697;2017;154.0;260526;1691,73
430697;2018;158.0;283350;1793,35
430697;2019;150.0;294069,00;1960,46
430697;2020;169.0;93573,00;553,69
430697;2021;188.0;156527;832,59
430700;2007;2535.0;1942015;766,08
430700;2008;2007.0;1817740,00;905,70
430700;2009;1729.0;1775823,00;1027,08
430700;2010;2081.0;1922882,00;924,02
430700;2011;2331.0;2774650,00;1190,33
430700;2012;2529.0;3579004;1415,19
430700;2013;2105.0;3434906;1631,78
430700;2014;1632.0;2874242;1761,18
430700;2015;1430.0;2487558;1739,55
430700;2016;1095.0;1990997,00;1818,26
430700;2017;1167.0;1609610;1379,27
430700;2018;1063.0;1722818;1620,71
430700;2019;948.0;1665356,00;1756,70
430700;2020;1209.0;775977,00;641,83
430700;2021;1733.0;1792875;1034,55
430705;2007;151.0;127615;845,13
430705;2008;107.0;116138,00;1085,40
430705;2009;149.0;137569,00;923,28
430705;2010;163.0;170922,00;1048,60
430705;2011;159.0;192821,00;1212,71
430705;2012;175.0;247324;1413,28
430705;2013;167.0;260588;1560,41
430705;2014;161.0;255120;1584,60
430705;2015;151.0;247987;1642,30
430705;2016;111.0;220635,00;1987,70
430705;2017;75.0;132638;1768,51
430705;2018;84.0;154561;1840,01
430705;2019;67.0;145308,00;2168,78
430705;2020;74.0;51676,00;698,32
430705;2021;94.0;106243;1130,24
430710;2007;693.0;547805;790,48
430710;2008;642.0;617422,00;961,72
430710;2009;790.0;744218,00;942,05
430710;2010;753.0;805354,00;1069,53
430710;2011;819.0;970445,00;1184,91
430710;2012;869.0;1227996;1413,11
430710;2013;926.0;1422712;1536,41
430710;2014;899.0;1463007;1627,37
430710;2015;791.0;1308606;1654,37
430710;2016;688.0;1200234,00;1744,53
430710;2017;704.0;1137695;1616,04
430710;2018;705.0;1299984;1843,95
430710;2019;667.0;1338956,00;2007,43
430710;2020;711.0;395345,00;556,04
430710;2021;781.0;709421;908,35
430720;2007;317.0;272282;858,93
430720;2008;255.0;267616,00;1049,47
430720;2009;299.0;277455,00;927,94
430720;2010;314.0;328295,00;1045,53
430720;2011;314.0;387158,00;1232,99
430720;2012;336.0;445892;1327,06
430720;2013;320.0;456686;1427,14
430720;2014;316.0;489217;1548,16
430720;2015;300.0;481705;1605,68
430720;2016;236.0;434578,00;1841,43
430720;2017;192.0;336587;1753,06
430720;2018;201.0;334613;1664,74
430720;2019;183.0;361112,00;1973,29
430720;2020;201.0;118015,00;587,14
430720;2021;205.0;195738;954,82
430730;2007;790.0;705556;893,11
430730;2008;724.0;772066,00;1066,39
430730;2009;1001.0;963907,00;962,94
430730;2010;942.0;1065548,00;1131,15
430730;2011;893.0;1135853,00;1271,95
430730;2012;856.0;1290412;1507,49
430730;2013;839.0;1425928;1699,56
430730;2014;770.0;1462671;1899,57
430730;2015;626.0;1275540;2037,60
430730;2016;547.0;1086222,00;1985,78
430730;2017;490.0;968647;1976,83
430730;2018;440.0;928747;2110,79
430730;2019;405.0;936084,00;2311,32
430730;2020;432.0;306977,00;710,59
430730;2021;449.0;581539;1295,19
430740;2007;238.0;187849;789,28
430740;2008;204.0;191404,00;938,25
430740;2009;211.0;204711,00;970,19
430740;2010;216.0;203811,00;943,57
430740;2011;181.0;224776,00;1241,86
430740;2012;161.0;234482;1456,41
430740;2013;137.0;215184;1570,69
430740;2014;85.0;164068;1930,21
430740;2015;97.0;151984;1566,85
430740;2016;112.0;201669,00;1800,62
430740;2017;127.0;226509;1783,54
430740;2018;116.0;238284;2054,17
430740;2019;97.0;217561,00;2242,90
430740;2020;108.0;68693,00;636,05
430740;2021;144.0;155152;1077,44
430745;2007;252.0;216741;860,08
430745;2008;240.0;251438,00;1047,66
430745;2009;268.0;284277,00;1060,74
430745;2010;259.0;308814,00;1192,33
430745;2011;268.0;331988,00;1238,76
430745;2012;282.0;401822;1424,90
430745;2013;253.0;450758;1781,65
430745;2014;180.0;344485;1913,81
430745;2015;125.0;253340;2026,72
430745;2016;94.0;203706,00;2167,09
430745;2017;90.0;154305;1714,50
430745;2018;89.0;156012;1752,94
430745;2019;90.0;156429,00;1738,10
430745;2020;96.0;49102,00;511,48
430745;2021;112.0;85831;766,35
430750;2007;860.0;576522;670,37
430750;2008;781.0;666492,00;853,38
430750;2009;819.0;722347,00;881,99
430750;2010;721.0;718836,00;997,00
430750;2011;723.0;830833,00;1149,15
430750;2012;762.0;999416;1311,57
430750;2013;698.0;1090656;1562,54
430750;2014;692.0;1145037;1654,68
430750;2015;664.0;1113333;1676,71
430750;2016;623.0;1263907,00;2028,74
430750;2017;629.0;1180132;1876,20
430750;2018;617.0;1095378;1775,33
430750;2019;562.0;1032707,00;1837,56
430750;2020;577.0;343602,00;595,50
430750;2021;590.0;494406;837,98
430755;2007;219.0;163873;748,28
430755;2008;185.0;184086,00;995,06
430755;2009;188.0;199513,00;1061,24
430755;2010;189.0;197160,00;1043,17
430755;2011;157.0;207465,00;1321,43
430755;2012;143.0;233090;1630,00
430755;2013;135.0;244338;1809,91
430755;2014;142.0;263011;1852,19
430755;2015;142.0;263589;1856,26
430755;2016;143.0;300855,00;2103,88
430755;2017;178.0;330159;1854,83
430755;2018;162.0;351051;2166,98
430755;2019;133.0;328716,00;2471,55
430755;2020;140.0;97277,00;694,84
430755;2021;132.0;152084;1152,15
430760;2007;747.0;627303;839,76
430760;2008;665.0;703776,00;1058,31
430760;2009;1448.0;1150246,00;794,37
430760;2010;1388.0;1462922,00;1053,98
430760;2011;1202.0;1540028,00;1281,22
430760;2012;1147.0;1853980;1616,37
430760;2013;1026.0;2194744;2139,13
430760;2014;1009.0;2200188;2180,56
430760;2015;946.0;1923971;2033,80
430760;2016;822.0;1558853,00;1896,41
430760;2017;768.0;1388147;1807,48
430760;2018;776.0;1464261;1886,93
430760;2019;680.0;1415939,00;2082,26
430760;2020;813.0;512227,00;630,05
430760;2021;913.0;906956;993,38
430770;2007;2179.0;1923377;882,69
430770;2008;2153.0;2082876,00;967,43
430770;2009;2914.0;2627193,00;901,58
430770;2010;2423.0;2605644,00;1075,38
430770;2011;2215.0;2896417,00;1307,64
430770;2012;2378.0;3600056;1513,90
430770;2013;2533.0;4354218;1719,00
430770;2014;2432.0;5026700;2066,90
430770;2015;2667.0;5134253;1925,10
430770;2016;2692.0;5774008,00;2144,88
430770;2017;2551.0;5871031;2301,46
430770;2018;2828.0;5813628;2055,74
430770;2019;2394.0;6140686,00;2565,03
430770;2020;2822.0;2084495,00;738,66
430770;2021;2750.0;3578778;1301,37
430780;2007;569.0;440607;774,35
430780;2008;465.0;427194,00;918,70
430780;2009;503.0;463542,00;921,55
430780;2010;576.0;605327,00;1050,91
430780;2011;508.0;722031,00;1421,32
