id_empreendimento,data_inicio,data_fim,finalidade,atividade,modalidade,produto,variedade,cesta_safra,zoneamento,unidade_medida,unidade_medida_previsao_producao,consorcio,cedula_mae,id_tipo_cultura
22507460333408,2018-08-29,,custeio,pecuario(a),pesca,armacao para barco de pesca,manutencao/aquisicao,ano civil / ano de exploracao,,unidade,unidade,valor invalido,0,
12016565000053,2021-02-03,,custeio,agricola,lavoura,sapoti,nao se aplica,irrigadas,,hectare,tonelada,nao consorciado,0,1
12016560000043,2017-05-15,,custeio,agricola,lavoura,salsa,nao se aplica,fruticultura / olericultura,,hectare,tonelada,nao consorciado,0,4
12014580000013,2017-03-20,2020-04-03,custeio,agricola,lavoura,linho,nao se aplica,safra de verao (1ª safra),,hectare,tonelada,nao consorciado,0,2
12014320000043,2017-03-20,,custeio,agricola,lavoura,lichia (lechia),nao se aplica,fruticultura / olericultura,,hectare,tonelada,nao consorciado,0,2
12013540000053,2021-02-03,,custeio,agricola,lavoura,fava,nao se aplica,irrigadas,,hectare,tonelada,nao consorciado,0,1
12017280213053,2021-02-05,,custeio,agricola,lavoura,uva,mudas,irrigadas,,hectare,unidade,nao consorciado,0,2
12015660255043,2017-03-20,,custeio,agricola,lavoura,palmeira,real,fruticultura / olericultura,,hectare,tonelada,nao consorciado,0,2
12016360000043,2017-10-20,,custeio,agricola,lavoura,rabanete,nao se aplica,fruticultura / olericultura,,hectare,tonelada,nao consorciado,0,1
12014960000053,2017-03-20,,custeio,agricola,lavoura,maxixe,nao se aplica,irrigadas,,hectare,tonelada,nao consorciado,0,4
12014815000453,2021-02-03,,custeio,agricola,lavoura,mangostao,nao se aplica,irrigadas,,hectare,quilograma,valor invalido,0,2
12014040000043,2017-03-20,,custeio,agricola,lavoura,jabuticaba,nao se aplica,fruticultura / olericultura,,hectare,tonelada,nao consorciado,0,2
12012880000053,2017-03-16,,custeio,agricola,lavoura,crisantemo,nao se aplica,irrigadas,,hectare,mil duzias,nao consorciado,0,1
12012420000053,2017-01-01,,custeio,agricola,lavoura,chuchu,nao se aplica,irrigadas,,hectare,tonelada,nao consorciado,0,4
12016640063053,2021-02-03,,custeio,agricola,lavoura,seringueira,borracha natural,irrigadas,,hectare,tonelada,nao consorciado,0,2
12017321000443,2018-10-31,,custeio,agricola,lavoura,longan,nao se aplica,fruticultura / olericultura,,hectare,tonelada,valor invalido,0,2
12017240000043,2017-03-16,,custeio,agricola,lavoura,urucum,nao se aplica,fruticultura / olericultura,,hectare,tonelada,nao consorciado,0,2
12013800000043,2017-08-01,,custeio,agricola,lavoura,grama,nao se aplica,fruticultura / olericultura,,hectare,metro quadrado,nao consorciado,0,3
12013560000053,2017-01-01,,custeio,agricola,lavoura,feijao,nao se aplica,irrigadas,,hectare,tonelada,nao consorciado,0,3
12012680000053,2021-02-03,,custeio,agricola,lavoura,cogumelo,nao se aplica,irrigadas,,hectare,tonelada,nao consorciado,0,1
12011420000053,2021-02-03,,custeio,agricola,lavoura,cacau,nao se aplica,irrigadas,,hectare,tonelada,nao consorciado,0,1
12010620000053,2017-01-01,,custeio,agricola,lavoura,ameixa,nao se aplica,irrigadas,,hectare,tonelada,nao consorciado,0,2
12010020000053,2021-02-02,,custeio,agricola,lavoura,abacate,nao se aplica,irrigadas,,hectare,tonelada,nao consorciado,0,2
12011580213053,2017-01-01,,custeio,agricola,lavoura,cafe,mudas,irrigadas,,hectare,unidade,nao consorciado,0,2
12014140000053,2021-02-03,,custeio,agricola,lavoura,laranja,nao se aplica,irrigadas,,hectare,tonelada,nao consorciado,0,2
12013720000053,2017-03-16,,custeio,agricola,lavoura,gengibre,nao se aplica,irrigadas,,hectare,tonelada,nao consorciado,0,1
12013460000043,2017-08-28,,custeio,agricola,lavoura,espinafre,nao se aplica,fruticultura / olericultura,,hectare,unidade,nao consorciado,0,4
12012420000043,2017-01-01,,custeio,agricola,lavoura,chuchu,nao se aplica,fruticultura / olericultura,,hectare,tonelada,nao consorciado,0,4
12013600213053,2017-04-18,,custeio,agricola,lavoura,flores,mudas,irrigadas,,hectare,quantidade,nao consorciado,0,1
12013780000043,2017-03-16,,custeio,agricola,lavoura,goiaba,nao se aplica,fruticultura / olericultura,,hectare,tonelada,nao consorciado,0,2
12013480000053,2021-02-03,,custeio,agricola,lavoura,estevia,nao se aplica,irrigadas,,hectare,tonelada,nao consorciado,0,2
12013460000053,2017-01-01,,custeio,agricola,lavoura,espinafre,nao se aplica,irrigadas,,hectare,unidade,nao consorciado,0,4
12017280213043,2021-02-12,,custeio,agricola,lavoura,uva,mudas,fruticultura / olericultura,,hectare,unidade,nao consorciado,0,2
12016780213053,2021-04-07,,custeio,agricola,lavoura,tangerina,mudas,irrigadas,,hectare,unidade,nao consorciado,0,1
12013600449043,2018-04-06,,custeio,agricola,lavoura,flores,lavanda,fruticultura / olericultura,,hectare,unidade,nao consorciado,0,1
12016440000043,2017-01-01,,custeio,agricola,lavoura,repolho,nao se aplica,fruticultura / olericultura,,hectare,tonelada,nao consorciado,0,4
12015000000043,2017-03-20,,custeio,agricola,lavoura,melancia,nao se aplica,fruticultura / olericultura,,hectare,tonelada,nao consorciado,0,4
12011220000043,2017-01-01,,custeio,agricola,lavoura,batata-inglesa,nao se aplica,fruticultura / olericultura,,hectare,tonelada,nao consorciado,0,1
12010400000053,2017-01-01,,custeio,agricola,lavoura,agriao,nao se aplica,irrigadas,,hectare,unidade,nao consorciado,0,4
12010020000043,2017-01-01,,custeio,agricola,lavoura,abacate,nao se aplica,fruticultura / olericultura,,hectare,tonelada,nao consorciado,0,2
12017100000033,2021-01-28,,custeio,agricola,lavoura,trigo,nao se aplica,safra de inverno (3ª safra),,hectare,tonelada,nao consorciado,0,3
12015080000813,2017-01-01,,custeio,agricola,lavoura,milho,nao se aplica,safra de verao (1ª safra),,hectare,tonelada,consorciado,0,3
12014920000043,2017-03-20,,custeio,agricola,lavoura,maracuja,nao se aplica,fruticultura / olericultura,,hectare,tonelada,nao consorciado,0,2
12013600000053,2017-01-01,,custeio,agricola,lavoura,flores,nao se aplica,irrigadas,,hectare,unidade,nao consorciado,0,1
12012280000043,2017-01-01,,custeio,agricola,lavoura,cenoura,nao se aplica,fruticultura / olericultura,,hectare,tonelada,nao consorciado,0,4
12011960000053,2017-01-01,,custeio,agricola,lavoura,cara,nao se aplica,irrigadas,,hectare,tonelada,nao consorciado,0,1
12011360000053,2017-01-01,,custeio,agricola,lavoura,brocolos (brocolis),nao se aplica,irrigadas,,hectare,unidade,nao consorciado,0,4
12011880034043,2018-06-21,,custeio,agricola,lavoura,capim,braquiaria,fruticultura / olericultura,,hectare,tonelada,nao consorciado,0,2
12016940148043,2017-03-16,,custeio,agricola,lavoura,tomate,estaqueado,fruticultura / olericultura,,hectare,tonelada,nao consorciado,0,1
12017280155043,2017-03-13,2019-04-30,custeio,agricola,lavoura,uva,europeia,fruticultura / olericultura,,hectare,tonelada,nao consorciado,0,2
12015920177053,2017-03-20,,custeio,agricola,lavoura,pimenta,horticula,irrigadas,,hectare,tonelada,nao consorciado,0,4
12010580216043,2017-01-01,,custeio,agricola,lavoura,alho,nobre,fruticultura / olericultura,,hectare,tonelada,nao consorciado,0,4
12014660448003,2020-10-22,,custeio,agricola,lavoura,madeira,ipe,ano civil / ano de exploracao,,hectare,quantidade,nao consorciado,0,
12011840000013,2017-01-01,,custeio,agricola,lavoura,cana-de-acucar,nao se aplica,safra de verao (1ª safra),,hectare,tonelada,nao consorciado,0,2
12010100000043,2017-01-01,,custeio,agricola,lavoura,abobrinha,nao se aplica,fruticultura / olericultura,,hectare,tonelada,nao consorciado,0,4
12012860146043,2018-06-22,,custeio,agricola,lavoura,cravo-da-india,especiarias,fruticultura / olericultura,,hectare,tonelada,nao consorciado,0,2
12011780169053,2021-02-03,,custeio,agricola,lavoura,caju,fruto,irrigadas,,hectare,tonelada,nao consorciado,0,2
12015080244053,2017-03-14,,custeio,agricola,lavoura,milho,pipoca,irrigadas,,hectare,tonelada,nao consorciado,0,3
12016320000053,2017-03-20,,custeio,agricola,lavoura,quiui (kiwi),nao se aplica,irrigadas,,hectare,tonelada,nao consorciado,0,2
12012380000053,2017-01-01,,custeio,agricola,lavoura,chicoria,nao se aplica,irrigadas,,hectare,tonelada,nao consorciado,0,4
12011000000033,2017-01-01,,custeio,agricola,lavoura,aveia,nao se aplica,safra de inverno (3ª safra),,hectare,tonelada,nao consorciado,0,3
12012820000043,2017-01-01,,custeio,agricola,lavoura,couve-flor,nao se aplica,fruticultura / olericultura,,hectare,tonelada,nao consorciado,0,4
12010900000053,2017-01-01,,custeio,agricola,lavoura,arroz,nao se aplica,irrigadas,,hectare,tonelada,nao consorciado,0,3
12017100275013,2020-03-06,2020-03-23,custeio,agricola,lavoura,trigo,sarraceno/mourisco,safra de verao (1ª safra),,hectare,tonelada,nao consorciado,0,3
12016560000053,2017-03-20,,custeio,agricola,lavoura,salsa,nao se aplica,irrigadas,,hectare,unidade,nao consorciado,0,4
12015240000043,2017-09-14,,custeio,agricola,lavoura,nectarina,nao se aplica,fruticultura / olericultura,,hectare,tonelada,nao consorciado,0,2
12012820000053,2017-01-01,,custeio,agricola,lavoura,couve-flor,nao se aplica,irrigadas,,hectare,tonelada,nao consorciado,0,4
12012200000053,2017-01-01,,custeio,agricola,lavoura,cebola,nao se aplica,irrigadas,,hectare,tonelada,nao consorciado,0,1
12011160000043,2017-01-01,,custeio,agricola,lavoura,banana,nao se aplica,fruticultura / olericultura,,hectare,tonelada,nao consorciado,0,2
12011000000053,2021-02-03,,custeio,agricola,lavoura,aveia,nao se aplica,irrigadas,,hectare,tonelada,nao consorciado,0,3
12010540000013,2020-07-16,,custeio,agricola,lavoura,alfafa,nao se aplica,safra de verao (1ª safra),,hectare,tonelada,nao consorciado,0,2
12013600227053,2017-05-02,,custeio,agricola,lavoura,flores,orquidea,irrigadas,,hectare,unidade,nao consorciado,0,1
12016666000043,2019-08-02,,custeio,agricola,lavoura,forracao de jardim,nao se aplica,fruticultura / olericultura,,hectare,quantidade,nao consorciado,0,1
12015260000043,2018-01-17,,custeio,agricola,lavoura,nespera,nao se aplica,fruticultura / olericultura,,hectare,tonelada,nao consorciado,0,2
12014620000053,2017-03-20,,custeio,agricola,lavoura,maca,nao se aplica,irrigadas,,hectare,tonelada,nao consorciado,0,2
12013800000053,2018-03-27,,custeio,agricola,lavoura,grama,nao se aplica,irrigadas,,hectare,metro quadrado,nao consorciado,0,1
12014660019043,2017-01-01,2017-08-31,custeio,agricola,lavoura,madeira,acacia negra,fruticultura / olericultura,,hectare,metro cubico,nao consorciado,0,2
12017280181043,2018-12-12,,custeio,agricola,lavoura,uva,industrial,fruticultura / olericultura,,hectare,tonelada,nao consorciado,0,2
12016940432053,2018-08-29,,custeio,agricola,lavoura,tomate,cereja,irrigadas,,hectare,tonelada,nao consorciado,0,4
12015270000003,2022-06-27,,custeio,agricola,lavoura,niger,nao se aplica,ano civil / ano de exploracao,,hectare,tonelada,nao consorciado,0,3
12011420000043,2017-01-01,,custeio,agricola,lavoura,cacau,nao se aplica,fruticultura / olericultura,,hectare,tonelada,nao consorciado,0,2
12015220000043,2018-05-23,,custeio,agricola,lavoura,nabo,nao se aplica,fruticultura / olericultura,,hectare,tonelada,nao consorciado,0,4
12014820000043,2019-02-28,,custeio,agricola,lavoura,manjericao,nao se aplica,fruticultura / olericultura,,hectare,quilograma,nao consorciado,0,4
12014700000053,2017-08-03,,custeio,agricola,lavoura,mamao,nao se aplica,irrigadas,,hectare,tonelada,nao consorciado,0,2
12014140000043,2017-03-16,,custeio,agricola,lavoura,laranja,nao se aplica,fruticultura / olericultura,,hectare,tonelada,nao consorciado,0,2
12010460000053,2021-02-03,,custeio,agricola,lavoura,aipo,nao se aplica,irrigadas,,hectare,quantidade,nao consorciado,0,4
12010160000053,2021-02-03,,custeio,agricola,lavoura,acai,nao se aplica,irrigadas,,hectare,tonelada,nao consorciado,0,2
12011780169043,2017-01-01,,custeio,agricola,lavoura,caju,fruto,fruticultura / olericultura,,hectare,tonelada,nao consorciado,0,2
12016940254043,2017-03-16,,custeio,agricola,lavoura,tomate,rasteiro,fruticultura / olericultura,,hectare,tonelada,nao consorciado,0,1
12016660000053,2021-02-03,,custeio,agricola,lavoura,serralha,nao se aplica,irrigadas,,hectare,quantidade,nao consorciado,0,4
12016320000043,2017-03-20,,custeio,agricola,lavoura,quiui (kiwi),nao se aplica,fruticultura / olericultura,,hectare,tonelada,nao consorciado,0,2
12016010000043,2017-10-20,,custeio,agricola,lavoura,pitaya,nao se aplica,fruticultura / olericultura,,hectare,tonelada,nao consorciado,0,2
12014640000043,2017-03-20,,custeio,agricola,lavoura,noz,nao se aplica,fruticultura / olericultura,,hectare,tonelada,nao consorciado,0,2
12013900000043,2017-03-20,,custeio,agricola,lavoura,guariroba,nao se aplica,fruticultura / olericultura,,hectare,pes,nao consorciado,0,2
12010620000043,2017-12-26,,custeio,agricola,lavoura,ameixa,nao se aplica,fruticultura / olericultura,,hectare,tonelada,nao consorciado,0,2
12010040000043,2017-01-01,,custeio,agricola,lavoura,abacaxi,nao se aplica,fruticultura / olericultura,,hectare,tonelada,nao consorciado,0,2
12010040000053,2017-01-01,,custeio,agricola,lavoura,abacaxi,nao se aplica,irrigadas,,hectare,tonelada,nao consorciado,0,2
12011000414033,2017-10-16,,custeio,agricola,lavoura,aveia,feno,safra de inverno (3ª safra),,hectare,tonelada,nao consorciado,0,3
12016480000053,2017-03-20,,custeio,agricola,lavoura,rucula,nao se aplica,irrigadas,,hectare,tonelada,nao consorciado,0,4
12013680000013,2017-03-16,,custeio,agricola,lavoura,fumo,nao se aplica,safra de verao (1ª safra),,hectare,tonelada,nao consorciado,0,3
12011220000013,2017-03-14,2017-04-28,custeio,agricola,lavoura,batata-inglesa,nao se aplica,safra de verao (1ª safra),,hectare,tonelada,nao consorciado,0,1
12011220000053,2017-01-01,,custeio,agricola,lavoura,batata-inglesa,nao se aplica,irrigadas,,hectare,tonelada,nao consorciado,0,1
12010140000053,2021-02-03,,custeio,agricola,lavoura,acafrao,nao se aplica,irrigadas,,hectare,tonelada,nao consorciado,0,4
12013600261043,2017-10-18,,custeio,agricola,lavoura,flores,rosa,fruticultura / olericultura,,hectare,quantidade,nao consorciado,0,1
12016960000053,2021-02-03,,custeio,agricola,lavoura,toranja,nao se aplica,irrigadas,,hectare,tonelada,nao consorciado,0,2
12016720000053,2017-03-14,,custeio,agricola,lavoura,soja,nao se aplica,irrigadas,,hectare,tonelada,nao consorciado,0,3
12014800000053,2017-03-20,,custeio,agricola,lavoura,manga,nao se aplica,irrigadas,,hectare,tonelada,nao consorciado,0,2
12013560000033,2017-07-14,,custeio,agricola,lavoura,feijao,nao se aplica,safra de inverno (3ª safra),,hectare,tonelada,nao consorciado,0,3
12012660000053,2017-01-01,,custeio,agricola,lavoura,coentro,nao se aplica,irrigadas,,hectare,tonelada,nao consorciado,0,4
12012080000043,2017-10-20,,custeio,agricola,lavoura,castanha-do-brasil,nao se aplica,fruticultura / olericultura,,hectare,tonelada,nao consorciado,0,2
12010540000033,2017-01-01,,custeio,agricola,lavoura,alfafa,nao se aplica,safra de inverno (3ª safra),,hectare,tonelada,nao consorciado,0,2
12017110000013,2020-03-26,,custeio,agricola,lavoura,trigo sarraceno/mourisco,nao se aplica,safra de verao (1ª safra),,hectare,tonelada,nao consorciado,0,3
12016740000053,2021-02-03,,custeio,agricola,lavoura,sorgo,nao se aplica,irrigadas,,hectare,tonelada,nao consorciado,0,3
12013940000053,2021-02-03,,custeio,agricola,lavoura,hortela,nao se aplica,irrigadas,,hectare,quantidade,nao consorciado,0,4
12013560000813,2017-01-01,,custeio,agricola,lavoura,feijao,nao se aplica,safra de verao (1ª safra),,hectare,tonelada,consorciado,0,3
12013400000043,2017-03-16,,custeio,agricola,lavoura,ervilha,nao se aplica,fruticultura / olericultura,,hectare,tonelada,nao consorciado,0,3
12011240000053,2017-01-01,,custeio,agricola,lavoura,berinjela,nao se aplica,irrigadas,,hectare,tonelada,nao consorciado,0,4
12011220000023,2017-03-14,2017-04-28,custeio,agricola,lavoura,batata-inglesa,nao se aplica,safrinha (2ª safra),,hectare,tonelada,nao consorciado,0,1
12011160000053,2017-01-01,,custeio,agricola,lavoura,banana,nao se aplica,irrigadas,,hectare,tonelada,nao consorciado,0,2
12010520000053,2017-01-01,,custeio,agricola,lavoura,alface,nao se aplica,irrigadas,,hectare,unidade,nao consorciado,0,4
12011940213043,2018-04-06,,custeio,agricola,lavoura,caqui,mudas,fruticultura / olericultura,,hectare,unidade,nao consorciado,0,2
12016320990053,2019-04-25,,custeio,agricola,lavoura,quiui (kiwi),nao e aplicavel,irrigadas,,hectare,unidade,nao consorciado,0,2
12015120000053,2017-01-01,,custeio,agricola,lavoura,morango,nao se aplica,irrigadas,,hectare,tonelada,nao consorciado,0,4
12013580000053,2017-01-01,,custeio,agricola,lavoura,figo,nao se aplica,irrigadas,,hectare,tonelada,nao consorciado,0,2
12011380000043,2017-01-01,,custeio,agricola,lavoura,bucha vegetal,nao se aplica,fruticultura / olericultura,,hectare,tonelada,nao consorciado,0,1
12010300000043,2017-03-14,,custeio,agricola,lavoura,acelga,nao se aplica,fruticultura / olericultura,,hectare,tonelada,nao consorciado,0,4
12013560093043,2017-01-01,,custeio,agricola,lavoura,feijao,caupi (macacar),fruticultura / olericultura,,hectare,tonelada,nao consorciado,0,4
12016640213053,2021-02-03,,custeio,agricola,lavoura,seringueira,mudas,irrigadas,,hectare,mil mudas,nao consorciado,0,2
12016780000053,2021-02-03,,custeio,agricola,lavoura,tangerina,nao se aplica,irrigadas,,hectare,tonelada,nao consorciado,0,2
12016300000053,2017-03-20,,custeio,agricola,lavoura,quiabo,nao se aplica,irrigadas,,hectare,tonelada,nao consorciado,0,4
12015960000053,2017-01-01,,custeio,agricola,lavoura,pimentao,nao se aplica,irrigadas,,hectare,tonelada,nao consorciado,0,4
12014590000003,2022-03-16,,custeio,agricola,lavoura,linhaca,nao se aplica,ano civil / ano de exploracao,,hectare,tonelada,nao consorciado,0,3
12014340000043,2017-03-20,,custeio,agricola,lavoura,lima,nao se aplica,fruticultura / olericultura,,hectare,tonelada,nao consorciado,0,2
12013380000043,2017-01-01,,custeio,agricola,lavoura,erva-mate,nao se aplica,fruticultura / olericultura,,hectare,tonelada,nao consorciado,0,2
12012880000043,2017-08-21,,custeio,agricola,lavoura,crisantemo,nao se aplica,fruticultura / olericultura,,hectare,mil duzias,nao consorciado,0,1
12012020000043,2017-01-01,,custeio,agricola,lavoura,carnauba,nao se aplica,fruticultura / olericultura,,hectare,tonelada,nao consorciado,0,2
12011420000843,2017-06-27,,custeio,agricola,lavoura,cacau,nao se aplica,fruticultura / olericultura,,hectare,tonelada,consorciado,0,1
12011580048043,2017-01-01,,custeio,agricola,lavoura,cafe,arabica,fruticultura / olericultura,,hectare,tonelada,nao consorciado,0,2
12014140213053,2018-04-25,,custeio,agricola,lavoura,laranja,mudas,irrigadas,,hectare,unidade,nao consorciado,0,2
12015110322053,2021-02-03,,custeio,agricola,lavoura,mirtilo,variedade,irrigadas,,hectare,tonelada,nao consorciado,0,2
12013880000013,2017-03-20,2017-08-31,custeio,agricola,lavoura,guarana,nao se aplica,safra de verao (1ª safra),,hectare,tonelada,nao consorciado,0,2
12013580000043,2017-01-01,,custeio,agricola,lavoura,figo,nao se aplica,fruticultura / olericultura,,hectare,tonelada,nao consorciado,0,2
12012680000043,2017-01-01,,custeio,agricola,lavoura,cogumelo,nao se aplica,fruticultura / olericultura,,hectare,tonelada,nao consorciado,0,1
12011960000043,2017-01-01,,custeio,agricola,lavoura,cara,nao se aplica,fruticultura / olericultura,,hectare,tonelada,nao consorciado,0,1
12011260000053,2017-01-01,,custeio,agricola,lavoura,beterraba,nao se aplica,irrigadas,,hectare,tonelada,nao consorciado,0,4
12010140000043,2017-01-01,,custeio,agricola,lavoura,acafrao,nao se aplica,fruticultura / olericultura,,hectare,tonelada,nao consorciado,0,4
12010120451003,2018-06-13,2019-09-30,custeio,agricola,lavoura,acacia negra,tratos culturais,ano civil / ano de exploracao,,hectare,metro cubico,nao consorciado,0,2
12015080000013,2017-01-01,,custeio,agricola,lavoura,milho,nao se aplica,safra de verao (1ª safra),,hectare,tonelada,nao consorciado,0,3
12013740000013,2017-03-16,,custeio,agricola,lavoura,gergelim,nao se aplica,safra de verao (1ª safra),,hectare,tonelada,nao consorciado,0,3
12012300000033,2017-01-01,,custeio,agricola,lavoura,centeio,nao se aplica,safra de inverno (3ª safra),,hectare,tonelada,nao consorciado,0,3
12010320000043,2017-01-01,,custeio,agricola,lavoura,acerola,nao se aplica,fruticultura / olericultura,,hectare,tonelada,nao consorciado,0,2
12010300000053,2021-02-03,,custeio,agricola,lavoura,acelga,nao se aplica,irrigadas,,hectare,quantidade,nao consorciado,0,4
12014140213043,2018-04-25,2019-06-30,custeio,agricola,lavoura,laranja,mudas,fruticultura / olericultura,,hectare,unidade,nao consorciado,0,2
12015800000043,2017-03-20,,custeio,agricola,lavoura,pepino,nao se aplica,fruticultura / olericultura,,hectare,tonelada,nao consorciado,0,4
12012800000053,2017-01-01,,custeio,agricola,lavoura,couve,nao se aplica,irrigadas,,hectare,tonelada,nao consorciado,0,4
12012220000053,2017-01-01,,custeio,agricola,lavoura,cebolinha verde,nao se aplica,irrigadas,,hectare,unidade,nao consorciado,0,4
12011260000043,2017-01-01,,custeio,agricola,lavoura,beterraba,nao se aplica,fruticultura / olericultura,,hectare,tonelada,nao consorciado,0,4
12016640063043,2017-03-20,,custeio,agricola,lavoura,seringueira,borracha natural,fruticultura / olericultura,,hectare,tonelada,nao consorciado,0,2
12016740000023,2017-03-16,,custeio,agricola,lavoura,sorgo,nao se aplica,safrinha (2ª safra),,hectare,tonelada,nao consorciado,0,3
12016045000043,2019-08-02,,custeio,agricola,lavoura,plantas para infusao,nao se aplica,fruticultura / olericultura,,hectare,quantidade,nao consorciado,0,1
12015220000053,2021-02-03,,custeio,agricola,lavoura,nabo,nao se aplica,irrigadas,,hectare,tonelada,nao consorciado,0,4
12014580000033,2020-04-03,,custeio,agricola,lavoura,linho,nao se aplica,safra de inverno (3ª safra),,hectare,tonelada,nao consorciado,0,3
12014460000053,2017-03-20,,custeio,agricola,lavoura,limao,nao se aplica,irrigadas,,hectare,tonelada,nao consorciado,0,2
12013650000043,2017-08-21,,custeio,agricola,lavoura,framboesa,nao se aplica,fruticultura / olericultura,,hectare,tonelada,nao consorciado,0,2
12011220000033,2017-03-14,2017-04-28,custeio,agricola,lavoura,batata-inglesa,nao se aplica,safra de inverno (3ª safra),,hectare,tonelada,nao consorciado,0,1
12010960000043,2017-01-01,,custeio,agricola,lavoura,atemoia,nao se aplica,fruticultura / olericultura,,hectare,tonelada,nao consorciado,0,2
12010580216053,2017-01-01,,custeio,agricola,lavoura,alho,nobre,irrigadas,,hectare,tonelada,nao consorciado,0,4
12013800414003,2022-03-21,,custeio,agricola,lavoura,grama,feno,ano civil / ano de exploracao,,hectare,tonelada,nao consorciado,0,3
12017320000053,2017-03-16,,custeio,agricola,lavoura,vagem,nao se aplica,irrigadas,,hectare,tonelada,nao consorciado,0,4
12013650000053,2021-02-03,,custeio,agricola,lavoura,framboesa,nao se aplica,irrigadas,,hectare,tonelada,nao consorciado,0,2
12016320213043,2018-03-08,,custeio,agricola,lavoura,quiui (kiwi),mudas,fruticultura / olericultura,,hectare,unidade,nao consorciado,0,2
12017140000053,2021-02-03,,custeio,agricola,lavoura,triticale,nao se aplica,irrigadas,,hectare,tonelada,nao consorciado,0,3
12017100000053,2021-02-03,,custeio,agricola,lavoura,trigo,nao se aplica,irrigadas,,hectare,tonelada,nao consorciado,0,3
12016040000043,2017-03-17,,custeio,agricola,lavoura,plantas ornamentais,nao se aplica,fruticultura / olericultura,,hectare,mil unidades,nao consorciado,0,1
12014600000043,2021-06-08,,custeio,agricola,lavoura,lupulo,nao se aplica,fruticultura / olericultura,,hectare,tonelada,nao consorciado,0,2
12016780213043,2017-03-16,,custeio,agricola,lavoura,tangerina,mudas,fruticultura / olericultura,,hectare,quantidade,nao consorciado,0,1
12017340000043,2017-03-16,,custeio,agricola,lavoura,vime,nao se aplica,fruticultura / olericultura,,hectare,tonelada,nao consorciado,0,2
12016740000013,2017-03-16,,custeio,agricola,lavoura,sorgo,nao se aplica,safra de verao (1ª safra),,hectare,tonelada,nao consorciado,0,3
12010900000013,2017-01-01,,custeio,agricola,lavoura,arroz,nao se aplica,safra de verao (1ª safra),,hectare,tonelada,nao consorciado,0,3
12010520000043,2017-01-01,,custeio,agricola,lavoura,alface,nao se aplica,fruticultura / olericultura,,hectare,tonelada,nao consorciado,0,4
12016940148053,2017-01-02,,custeio,agricola,lavoura,tomate,estaqueado,irrigadas,,hectare,tonelada,nao consorciado,0,1
12013600261053,2017-01-01,,custeio,agricola,lavoura,flores,rosa,irrigadas,,hectare,quantidade,nao consorciado,0,1
12017320000043,2017-03-16,,custeio,agricola,lavoura,vagem,nao se aplica,fruticultura / olericultura,,hectare,tonelada,nao consorciado,0,4
12016040000053,2017-03-20,,custeio,agricola,lavoura,plantas ornamentais,nao se aplica,irrigadas,,hectare,mil unidades,nao consorciado,0,1
12014640000053,2021-02-03,,custeio,agricola,lavoura,noz,nao se aplica,irrigadas,,hectare,tonelada,nao consorciado,0,2
12013680000053,2021-02-03,,custeio,agricola,lavoura,fumo,nao se aplica,irrigadas,,hectare,tonelada,nao consorciado,0,3
12013560000013,2017-01-01,,custeio,agricola,lavoura,feijao,nao se aplica,safra de verao (1ª safra),,hectare,tonelada,nao consorciado,0,3
12010600000053,2017-01-01,,custeio,agricola,lavoura,almeirao,nao se aplica,irrigadas,,hectare,unidade,nao consorciado,0,4
12017280000053,2017-03-13,,custeio,agricola,lavoura,uva,nao se aplica,irrigadas,,hectare,tonelada,nao consorciado,0,2
12010100000053,2017-01-01,,custeio,agricola,lavoura,abobrinha,nao se aplica,irrigadas,,hectare,tonelada,nao consorciado,0,4
12010560176053,2021-02-03,,custeio,agricola,lavoura,algodao,herbaceo,irrigadas,,hectare,tonelada,nao consorciado,0,3
12015660255053,2021-02-03,,custeio,agricola,lavoura,palmeira,real,irrigadas,,hectare,tonelada,nao consorciado,0,2
12016720000013,2017-02-23,,custeio,agricola,lavoura,soja,nao se aplica,safra de verao (1ª safra),,hectare,tonelada,nao consorciado,0,3
12015820000043,2017-10-17,,custeio,agricola,lavoura,pera,nao se aplica,fruticultura / olericultura,,hectare,tonelada,nao consorciado,0,2
12015620000043,2017-03-20,,custeio,agricola,lavoura,painco,nao se aplica,fruticultura / olericultura,,hectare,tonelada,nao consorciado,0,3
12010580000053,2017-03-16,,custeio,agricola,lavoura,alho,nao se aplica,irrigadas,,hectare,tonelada,nao consorciado,0,4
12014660149043,2017-01-01,2017-08-31,custeio,agricola,lavoura,madeira,eucalipto,fruticultura / olericultura,,hectare,metro cubico,nao consorciado,0,2
12013860000053,2017-03-20,,custeio,agricola,lavoura,graviola,nao se aplica,irrigadas,,hectare,tonelada,nao consorciado,0,2
12013840000053,2021-02-03,,custeio,agricola,lavoura,grao-de-bico,nao se aplica,irrigadas,,hectare,tonelada,nao consorciado,0,3
12012560000043,2017-12-26,,custeio,agricola,lavoura,coco,nao se aplica,fruticultura / olericultura,,hectare,unidade,nao consorciado,0,2
12012200000043,2017-01-01,,custeio,agricola,lavoura,cebola,nao se aplica,fruticultura / olericultura,,hectare,tonelada,nao consorciado,0,1
12010540000053,2017-03-16,,custeio,agricola,lavoura,alfafa,nao se aplica,irrigadas,,hectare,tonelada,nao consorciado,0,2
12015760162053,2018-06-25,,custeio,agricola,lavoura,pastagem,feno e silagem,irrigadas,,hectare,tonelada,nao consorciado,0,2
