"data";"valor"
"01/01/2009";"598115"
"01/01/2010";"605883"
"01/01/2011";"620585"
"01/01/2012";"609818"
"01/01/2013";"632463"
"01/01/2014";"656843"
"01/01/2015";"670996"
"01/01/2016";"678115"
"01/01/2017";"705084"
"01/01/2018";"732291"
"01/01/2019";"773137"
"01/01/2020";"809695"
"01/01/2021";"864795"
"01/01/2022";"917155"
