id,ano,total_pago,media_pago,total_beneficiarios,media_beneficiarios
4304903,2024,1211776.0,110161.45454545454,1782,162.0
4304952,2023,1229458.0,122945.8,1810,181.0
4304952,2024,1593288.0,144844.36363636365,2380,216.36363636363637
4305009,2023,2864977.0,286497.7,4386,438.6
4305009,2024,3489056.0,317186.9090909091,5433,493.90909090909093
4305108,2023,88138959.0,8813895.9,133934,13393.4
4305108,2024,100519454.0,9138132.181818182,156467,14224.272727272728
4305116,2023,296899.0,29689.9,449,44.9
4305116,2024,335453.0,30495.727272727272,512,46.54545454545455
4305124,2023,3348547.0,334854.7,5054,505.4
4305124,2024,3542701.0,322063.7272727273,5420,492.72727272727275
4305132,2023,1814501.0,181450.1,2894,289.4
4305132,2024,2074891.0,188626.45454545456,3395,308.6363636363636
4305157,2023,1110887.0,111088.7,1682,168.2
4305157,2024,1407456.0,127950.54545454546,2111,191.9090909090909
4305173,2023,5542765.0,554276.5,8242,824.2
4305173,2024,6325463.0,575042.0909090909,9467,860.6363636363636
4305207,2023,2181320.0,218132.0,3413,341.3
4305207,2024,2467285.0,224298.63636363635,4004,364.0
4305306,2023,1369675.0,136967.5,1998,199.8
4305306,2024,1721770.0,156524.54545454544,2542,231.0909090909091
4305355,2023,10706736.0,1070673.6,16866,1686.6
4305355,2024,12583066.0,1143915.0909090908,19804,1800.3636363636363
4305371,2023,2679738.0,267973.8,4422,442.2
4305371,2024,3182981.0,289361.9090909091,5136,466.90909090909093
4305405,2023,1447776.0,144777.6,2322,232.2
4305405,2024,1525409.0,138673.54545454544,2536,230.54545454545453
4305439,2023,1739913.0,173991.3,2610,261.0
4305439,2024,2260965.0,205542.27272727274,3363,305.72727272727275
4305447,2023,1840458.0,184045.8,2846,284.6
4305447,2024,1872644.0,170240.36363636365,2988,271.6363636363636
4305454,2023,8239530.0,823953.0,12362,1236.2
4305454,2024,10630641.0,966421.9090909091,15848,1440.7272727272727
4305504,2023,897767.0,89776.7,1340,134.0
4305504,2024,1152497.0,104772.45454545454,1710,155.45454545454547
4305587,2023,214227.0,21422.7,333,33.3
4305587,2024,313754.0,28523.090909090908,465,42.27272727272727
4305603,2023,426679.0,42667.9,676,67.6
4305603,2024,460488.0,41862.545454545456,765,69.54545454545455
4305702,2023,2278030.0,227803.0,3629,362.9
4305702,2024,2645979.0,240543.54545454544,4143,376.6363636363636
4305801,2023,2537535.0,253753.5,3852,385.2
4305801,2024,3013049.0,273913.54545454547,4507,409.72727272727275
4305835,2023,115478.0,11547.8,163,16.3
4305835,2024,160230.0,14566.363636363636,218,19.818181818181817
4305850,2023,394637.0,39463.7,573,57.3
4305850,2024,429853.0,39077.545454545456,610,55.45454545454545
4305871,2023,430634.0,43063.4,631,63.1
4305871,2024,535646.0,48695.09090909091,757,68.81818181818181
4305900,2023,5032632.0,503263.2,7595,759.5
4305900,2024,5001213.0,454655.7272727273,7707,700.6363636363636
4305934,2023,74496.0,7449.6,111,11.1
4305934,2024,78115.0,7101.363636363636,115,10.454545454545455
4305959,2023,156807.0,15680.7,253,25.3
4305959,2024,141118.0,12828.90909090909,261,23.727272727272727
4305975,2023,496270.0,49627.0,783,78.3
4305975,2024,582493.0,52953.90909090909,931,84.63636363636364
4306007,2023,1922759.0,192275.9,2903,290.3
4306007,2024,2097338.0,190667.0909090909,3273,297.54545454545456
4306056,2023,4160262.0,416026.2,6325,632.5
4306056,2024,5211724.0,473793.0909090909,7979,725.3636363636364
4306072,2023,2205506.0,220550.6,3471,347.1
4306072,2024,2226860.0,202441.81818181818,3566,324.1818181818182
4306106,2023,20569528.0,2056952.8,31089,3108.9
4306106,2024,24449125.0,2222647.727272727,36417,3310.6363636363635
4306130,2023,199258.0,19925.8,317,31.7
4306130,2024,200566.0,18233.272727272728,326,29.636363636363637
4306205,2023,2579756.0,257975.6,4077,407.7
4306205,2024,3247496.0,295226.9090909091,5152,468.3636363636364
4306304,2023,496432.0,49643.2,749,74.9
4306304,2024,612897.0,55717.90909090909,914,83.0909090909091
4306320,2023,510126.0,51012.6,826,82.6
4306320,2024,574951.0,52268.27272727273,909,82.63636363636364
4306353,2023,1950529.0,195052.9,3003,300.3
4306353,2024,2097181.0,190652.81818181818,3249,295.3636363636364
4306379,2023,1819872.0,181987.2,2792,279.2
4306379,2024,1980288.0,180026.18181818182,3057,277.90909090909093
4306403,2023,2033056.0,203305.6,3116,311.6
4306403,2024,2319158.0,210832.54545454544,3721,338.27272727272725
4306429,2023,861461.0,86146.1,1285,128.5
4306429,2024,1010326.0,91847.81818181818,1538,139.8181818181818
