Municípios;Código;Ano;Bloco Educação\Ensino Fundamental\Anos Finais EF\Índice;Bloco Educação\Ensino Fundamental\Anos Iniciais EF\Índice;Bloco Educação\Ensino Fundamental\Índice;Bloco Educação\Ensino Médio\Índice;Bloco Educação\Escolaridade Adulta\Índice;Bloco Educação\Pré Escola\Índice;Bloco Educação\Índice;Bloco Renda\Apropriação da Renda\Índice;Bloco Renda\Geração da Renda\Índice;Bloco Renda\Índice;Bloco Saúde\Condições Gerais de Saúde\Mortes por Causas Evitáveis\Índice;Bloco Saúde\Condições Gerais de Saúde\Índice;Bloco Saúde\Condições Gerais de Saúde\Óbitos por Causas Mal Definidas\Índice;Bloco Saúde\Longevidade\Índice;Bloco Saúde\Saúde Materno Infantil\Consultas Pré Natal\Índice;Bloco Saúde\Saúde Materno Infantil\Mortalidade de Menores de 5 anos\Índice;Bloco Saúde\Saúde Materno Infantil\Índice;Bloco Saúde\Índice;Idese
Ajuricaba;4300208.0;2015;0.7020659069056;0.80163815128383;0.75185202909472;0.92018683777895;0.48580219095262;0.94279945480305;0.77516012815733;0.80618136349976;0.69895667081332;0.75256901715654;0.62799603886026;0.77963151064343;0.93126698242659;0.89826137841535;0.82221008620487;0.9039067004928;0.86305839334883;0.84698376080254;0.79157096870547
Ajuricaba;4300208.0;2016;0.7020659069056;0.80163815128383;0.75185202909472;0.92427637386987;0.49542111618907;1.0;0.79288737978842;0.80167313422005;0.69989575419413;0.75078444420709;0.61915575462135;0.77198479512391;0.92481383562646;0.90889148795238;0.84223165533622;0.9225850519573;0.88240835364676;0.85442821224102;0.79936667874551
Ajuricaba;4300208.0;2017;0.80951466666667;0.8116907258848;0.81060269627573;0.86736312671528;0.5038440941089;0.97264857359079;0.78861462267267;0.82847123336669;0.6886150727383;0.7585431530525;0.65325775582899;0.78490520663615;0.91655265744331;0.93849457574508;0.84169154671743;0.9713566917778;0.90652411924762;0.87664130054295;0.80793302542271
Ajuricaba;4300208.0;2018;0.80951466666667;0.8116907258848;0.81060269627573;0.87759824327626;0.51777466717239;1.0;0.8014939016811;0.83060594748792;0.70464882191874;0.76762738470333;0.69560795088059;0.80254067102159;0.90947339116259;0.95343896876339;0.85521765325776;0.97861862627521;0.91691813976648;0.89096592651715;0.82002907096719
Ajuricaba;4300208.0;2019;0.747712;0.807635072;0.777673536;0.90778794655164;0.52426540293179;0.9661883346743;0.79397880503943;0.87486450259924;0.69696853994998;0.78591652127461;0.70845253089755;0.81765241915962;0.92685230742169;0.98007697350584;0.86021872484363;0.95605579349156;0.90813725916759;0.90195555061102;0.82728362564169
Ajuricaba;4300208.0;2020;0.747712;0.807635072;0.777673536;0.87526234049213;0.53212083180981;0.82245273344415;0.75187736043652;0.84599425760076;0.70254649300588;0.77427037530332;0.71698993423715;0.83141462116332;0.94583930808948;0.9694343590683;0.87967392006296;0.93416707627834;0.90692049817065;0.90258982613409;0.80957918729131
Ajuricaba;4300208.0;2021;0.754197376;0.791779712;0.772988544;0.91682930776337;0.53924687400807;0.88228137861778;0.7778365260973;0.85215550845795;0.81353256071065;0.8328440345843;0.7079243463613;0.82895625053379;0.94998815470627;0.947664081711;0.87713634176961;0.94458761313467;0.91086197745214;0.89582743656564;0.83550266574908
Alecrim;4300307.0;2013;0.75451733376;0.82849736576;0.79150734976;0.82404817188068;0.33022897079532;0.88460811620522;0.70759815216031;0.58102907444092;0.45598194912206;0.51850551178149;0.41923840622705;0.6580217648687;0.89680512351035;0.88699678862362;0.82999709464084;0.93005893408047;0.88002801436065;0.80834885595099;0.67815083996426
Alecrim;4300307.0;2014;0.75451733376;0.82849736576;0.79150734976;0.84756880566401;0.33930246502145;0.92431071835851;0.72567233470099;0.61151941296259;0.44818901589995;0.52985421443127;0.45922199264934;0.69281910663292;0.92641622061651;0.87906330186636;0.79579125225271;0.8940605144363;0.8449258833445;0.80560276394793;0.68704310436006
Alecrim;4300307.0;2015;0.75927466666667;0.8292187314365;0.79424669905158;0.91668142378098;0.34308154501724;0.99837728566732;0.76309673837928;0.61625686696656;0.44108943015887;0.52867314856271;0.39114996200586;0.66013221051677;0.92911445902769;0.88650262242169;0.77133822686976;0.8982829511714;0.83481058902058;0.79381514065301;0.69519500919834
Alecrim;4300307.0;2016;0.75927466666667;0.8292187314365;0.79424669905158;0.86673802491625;0.35282822007283;1.0;0.75345323601017;0.61880765773267;0.43938098922942;0.52909432348105;0.50649043552622;0.70910210595453;0.91171377638284;0.90984915186744;0.77863324372971;0.92604379944645;0.85233852158808;0.82376325980335;0.70210360643152
Alecrim;4300307.0;2017;0.73809066666667;0.72936336433033;0.7337270154985;0.923505210899;0.36236179076878;1.0;0.75489850429157;0.63794279249178;0.44745691683882;0.5426998546653;0.56475114163015;0.74698931012056;0.92922747861097;0.9405415454258;0.80204759374199;0.97436078393806;0.88820418884003;0.8585783481288;0.71872556902856
Alecrim;4300307.0;2018;0.73809066666667;0.72936336433033;0.7337270154985;0.98071431680376;0.36922331177259;1.0;0.77091616101871;0.64223652351801;0.44320876079118;0.5427226421546;0.60597488558741;0.77638612813618;0.94679737068496;0.94132887072717;0.81701314773849;0.95163064727928;0.88432189750889;0.86734563212408;0.7269948117658
Alecrim;4300307.0;2019;0.714453376;0.826819072;0.770636224;1.0;0.37507027448027;1.0;0.78642662462007;0.67513287713246;0.454227569638;0.56468022338523;0.56914785482798;0.76888867395745;0.96862949308693;0.93269473126646;0.82225754424703;0.95309461351569;0.88767607888136;0.86308649470176;0.73806444756902
Alecrim;4300307.0;2020;0.714453376;0.826819072;0.770636224;1.0;0.38139567763488;1.0;0.78800797540872;0.64919774438626;0.48052032359439;0.56485903399032;0.48423526428077;0.72651196179845;0.96878865931613;0.90335510749276;0.83941707010405;0.94255839702183;0.89098773356294;0.84028493428472;0.73105064789459
Alecrim;4300307.0;2021;0.710165376;0.81284352;0.761504448;1.0;0.38989162138194;1.0;0.78784901734548;0.62126580230058;0.50038994035586;0.56082787132822;0.47825835612858;0.71896514996216;0.95967194379573;0.89413072672067;0.85858413579097;0.98342038731362;0.9210022615523;0.84469937941171;0.73112542269514
Alegrete;4300406.0;2013;0.598912;0.733685696;0.666298848;0.99787255543341;0.58443003431021;0.79803195795622;0.76165834892496;0.64635860219486;0.60645515436972;0.62640687828229;0.48032880261398;0.70396261277365;0.92759642293332;0.84553002831145;0.78588645755446;0.93461779770334;0.8602521276289;0.803248256238;0.73043782781508
Alegrete;4300406.0;2014;0.598912;0.733685696;0.666298848;1.0;0.59032718029905;0.87569210856371;0.78307953421569;0.67358464272115;0.61655154044553;0.64506809158334;0.48175907384345;0.7033681302015;0.92497718655954;0.85498907835618;0.80562944616565;0.94863090222048;0.87713017419307;0.81182912758358;0.7466589177942
Alegrete;4300406.0;2015;0.60209066666667;0.74386973490632;0.67298020078649;1.0;0.59685090086249;0.87910647699632;0.78723439466133;0.67002395891372;0.61002508913199;0.64002452402285;0.44600801120594;0.686651565599;0.92729511999206;0.83930998931007;0.82541084318845;0.94903200005439;0.88722142162142;0.80439432551016;0.74388441473145
Alegrete;4300406.0;2016;0.60209066666667;0.74386973490632;0.67298020078649;0.96293129978374;0.60218053770146;0.97734733166603;0.80385984248443;0.66181733135546;0.59925107513177;0.63053420324362;0.4580057566894;0.68116583914597;0.90432592160255;0.84252185535989;0.82852489216259;0.9467651734232;0.8876450327929;0.80377757576625;0.74605720716477
Alegrete;4300406.0;2017;0.648768;0.77154598195697;0.71015699097849;0.98081456166546;0.60751376272762;1.0;0.82462132884289;0.6770198518577;0.61333907367646;0.64517946276708;0.45300830529915;0.67474622746473;0.8964841496303;0.83591317365154;0.82105665798604;0.92529635486631;0.87317650642617;0.79461196918081;0.75480425359693
Alegrete;4300406.0;2018;0.648768;0.77154598195697;0.71015699097849;1.0;0.61441338697993;0.96514601343694;0.82242909784884;0.68346337677246;0.62073393630618;0.65209865653932;0.47718599157194;0.66108829067082;0.84499058976969;0.8518187464558;0.81968762505045;0.93866247694788;0.87917505099917;0.79736069604193;0.75729615014336
Alegrete;4300406.0;2019;0.676245376;0.754020608;0.715132992;1.0;0.61976517084634;0.93900142877099;0.81847489790433;0.71316992542825;0.60101215700414;0.6570910412162;0.46017529955435;0.65438249377148;0.8485896879886;0.86003255669177;0.83039994909557;0.93774950006413;0.88407472457985;0.79949659168103;0.75835417693385
Alegrete;4300406.0;2020;0.676245376;0.754020608;0.715132992;1.0;0.62583941887035;0.90035015488194;0.81033064143807;0.68447350783457;0.60071240973508;0.64259295878483;0.49530469558283;0.63954142103244;0.78377814648206;0.88241180797926;0.84796450417338;0.95597593977922;0.9019702219763;0.80797448366267;0.75363269462852
Alegrete;4300406.0;2021;0.683648;0.736146432;0.709897216;1.0;0.63164077797928;0.8900682936219;0.80790157190029;0.67236451541961;0.66162200211305;0.66699325876633;0.47743009527852;0.66246838305857;0.84750667083861;0.84360706456394;0.85115555485506;0.93693288333023;0.89404421909265;0.80003988890505;0.75831157319056
Alegria;4300455.0;2013;0.62250666624;0.7253561024;0.67393138432;0.86523130441452;0.36288471840633;0.77584221909436;0.6694724065588;0.66908721068989;0.56190323832576;0.61549522450783;0.5378517557102;0.72508623668065;0.9123207176511;0.88082925659293;0.81942300281479;0.90107162883719;0.86024731582599;0.82205426969986;0.70234063358883
Alegria;4300455.0;2014;0.62250666624;0.7253561024;0.67393138432;0.98665247970178;0.37011464824503;1.0;0.7576746280667;0.69751144422675;0.57748118252486;0.63749631337581;0.54284313700902;0.7323727301791;0.92190232334919;0.87547452468255;0.79240019352624;0.91578387688836;0.8540920352073;0.82064643002298;0.7386057904885
Alegria;4300455.0;2015;0.7020659069056;0.72611699653019;0.71409145171789;1.0;0.37723785051203;1.0;0.77283232555748;0.69037612750901;0.58201358003022;0.63619485376961;0.5694245580173;0.75569817439558;0.94197179077386;0.93698265866774;0.80175181719955;0.94233316432799;0.87204249076377;0.85490777460903;0.75464498464537
Alegria;4300455.0;2016;0.7020659069056;0.72611699653019;0.71409145171789;1.0;0.38518821716803;1.0;0.77481991722148;0.73866309574653;0.61012240079884;0.67439274827268;0.59728936744005;0.76877272887068;0.94025609030131;0.95818705522318;0.79466254631644;0.94083353372462;0.86774804002053;0.86490260803813;0.7713717578441
Alegria;4300455.0;2017;0.65717333333333;0.7533093129771;0.70524132315522;1.0;0.39460972595988;1.0;0.77496276227877;0.75890364873558;0.5704586158629;0.66468113229924;0.64907482671294;0.79370646209311;0.93833809747327;0.98185701606941;0.80339312409846;0.94791517456286;0.87565414933066;0.88373920916439;0.7744610345808
Alegria;4300455.0;2018;0.65717333333333;0.7533093129771;0.70524132315522;0.93112814695866;0.40601294113737;0.85297026827953;0.72383816988269;0.76827452867429;0.58508285820606;0.67667869344018;0.63590871019302;0.79042234051416;0.94493597083531;0.94308441957954;0.81865475054388;0.95621253709171;0.88743364381779;0.87364680130383;0.75805455487557
Alegria;4300455.0;2019;0.612458624;0.72056128;0.666509952;0.88978535441216;0.41394064399312;1.0;0.74255898760132;0.77852918010171;0.56449205227745;0.67151061618958;0.61022575281573;0.78296265660496;0.9556995603942;0.95574092823979;0.83590284974;0.98671479849168;0.91130882411584;0.88333746965353;0.76580235781481
Alegria;4300455.0;2020;0.612458624;0.72056128;0.666509952;0.99265564749837;0.42337535928089;0.98536312379596;0.7669760206438;0.75756342011471;0.59063962555658;0.67410152283564;0.57667290346223;0.76479666643546;0.95292042940868;0.96923794796476;0.85875618135394;0.98473463755845;0.92174540945619;0.88526000795214;0.77544585047719
Alegria;4300455.0;2021;0.626154624;0.71170368;0.668929152;1.0;0.43120265490796;0.92051326109332;0.75516126700032;0.7390838735164;0.61833266530375;0.67870826941007;0.59481865251253;0.76984728069228;0.94487590887203;0.97903224885565;0.85921651883483;0.97654463315245;0.91788057599364;0.88892003518052;0.77426319053031
Almirante TamandarÃ© do Sul;4300471.0;2013;0.6384584397056;0.7489064892288;0.6936824644672;0.86438287980478;0.42431741799601;0.84058543959614;0.70574205046603;0.70562225411935;0.9046044839494;0.80511336903437;0.68472065603853;0.79344929329067;0.90217793054282;0.92733120741536;0.77606716398581;0.90210025550302;0.83908370974441;0.85328807015015;0.78804782988352
Almirante TamandarÃ© do Sul;4300471.0;2014;0.6384584397056;0.7489064892288;0.6936824644672;1.0;0.43764633292874;1.0;0.78283219934899;0.7154196789417;0.87525416064702;0.79533691979436;0.59543936304518;0.75650053699649;0.9175617109478;0.93788921280352;0.7917761188153;0.9236136141721;0.8576948664937;0.8506948720979;0.80962133041375
Almirante TamandarÃ© do Sul;4300471.0;2015;0.6462127919488;0.7794664161024;0.7128396040256;1.0;0.44798686512752;1.0;0.79020661728828;0.71553720445027;0.8826462800745;0.79909174226238;0.63557540700822;0.77518931011519;0.91480321322216;0.94461406765315;0.80117297742239;0.91590087307355;0.85853692524797;0.8594467676721;0.81624837574092
Almirante TamandarÃ© do Sul;4300471.0;2016;0.6462127919488;0.7794664161024;0.7128396040256;1.0;0.46092837024321;1.0;0.7934419935672;0.72358848534355;0.89441966954676;0.80900407744516;0.61842174329455;0.75700337275278;0.89558500221102;0.92067640967556;0.81052071188941;0.9606584573681;0.88558958462875;0.85442312235237;0.81895639778824
Almirante TamandarÃ© do Sul;4300471.0;2017;0.73565866666667;0.80652483980962;0.77109175323815;1.0;0.46979086814446;1.0;0.81022065534565;0.73575201239802;0.86299807902618;0.7993750457121;0.61494670184644;0.75238377650893;0.88982085117141;0.91957009503666;0.8042034356251;0.95603633974584;0.88011988768547;0.85069125307702;0.82009565137826
Almirante TamandarÃ© do Sul;4300471.0;2018;0.73565866666667;0.80652483980962;0.77109175323815;0.96952733675371;0.47632587683832;1.0;0.80423624170754;0.76642223493265;0.91727101157875;0.8418466232557;0.59132261806767;0.75007600780079;0.90882939753392;0.94231730552231;0.82625413012189;0.94663981646202;0.88644697329196;0.85961342887169;0.83523209794498
Almirante TamandarÃ© do Sul;4300471.0;2019;0.655573376;0.878274432;0.766923904;1.0;0.48222024125678;1.0;0.81228603631419;0.77583293417956;0.90298781063476;0.83941037240716;0.63278071683461;0.77992216636716;0.92706361589971;0.96658434772298;0.82964442525013;0.94300461400466;0.88632451962739;0.87761034457251;0.84310225109795
Almirante TamandarÃ© do Sul;4300471.0;2020;0.655573376;0.878274432;0.766923904;1.0;0.48608527389449;0.96086191371852;0.80346777290325;0.75516070876169;0.92718051288482;0.84117061082326;0.65392110132438;0.78648463211423;0.91904816290408;0.94474088290463;0.83469822023888;0.90895208267305;0.87182515145597;0.86768355549161;0.83744064640604
Almirante TamandarÃ© do Sul;4300471.0;2021;0.68298483915919;0.8060903773351;0.74453760824714;1.0;0.49469011498564;0.89018173696726;0.78235236505001;0.77502959375279;1.0;0.88751479687639;0.63476913756545;0.7756232817348;0.91647742590415;0.89096042629577;0.8261668039435;0.93426501237664;0.88021590816007;0.84893320539688;0.83960012244109
Alpestre;4300505.0;2013;0.66005333376;0.8386494272;0.74935138048;0.80331001642785;0.32171441408533;0.90634469826416;0.69518012731433;0.60265078124613;0.50764455724947;0.5551476692478;0.62519111137119;0.76222654977174;0.89926198817229;0.9039038882351;0.83612836219825;0.9098475802495;0.87298797122387;0.84637280307691;0.69890019987968
Alpestre;4300505.0;2014;0.66005333376;0.8386494272;0.74935138048;0.85721575672705;0.33011738788943;0.88688824961831;0.7058931936787;0.65654190670743;0.51743710363581;0.58698950517162;0.6036489232382;0.7561139439863;0.9085789647344;0.90924916965905;0.78330323756618;0.91935675117593;0.85132999437105;0.83889770267213;0.71059346717415
Alpestre;4300505.0;2015;0.64232533333333;0.95523557529493;0.79878045431413;0.88522843548603;0.33737593887035;1.0;0.75534620716763;0.78118047122082;0.94416801229098;0.8626742417559;0.55774309334993;0.73216066114689;0.90657822894386;0.92073635817733;0.78639557780756;0.90226680735777;0.84433119258266;0.83240940396896;0.81680995096416
Alpestre;4300505.0;2016;0.64232533333333;0.95523557529493;0.79878045431413;0.83740666529234;0.34841521589117;1.0;0.74615058387441;0.74263151453983;0.86036595303055;0.80149873378519;0.59213597049778;0.75120146339964;0.9102669563015;0.89817862274023;0.81070708899551;0.95440502627993;0.88255605763772;0.84397871459253;0.79720934408404
Alpestre;4300505.0;2017;0.60296533333333;0.85701169743234;0.72998851538284;0.93652140089369;0.35822482143865;1.0;0.75618368442879;0.80038944483539;0.90685316273316;0.85362130378428;0.52498256187905;0.7371443848695;0.94930620785996;0.89250925635007;0.8428786315271;0.97632670594013;0.90960266873361;0.84641876998439;0.81874125273249
Alpestre;4300505.0;2018;0.60296533333333;0.85701169743234;0.72998851538284;0.97530690578765;0.36763196136309;1.0;0.76823184563339;0.78500424659197;0.86324665944262;0.82412545301729;0.54109308410933;0.74932760165195;0.95756211919457;0.90070316426381;0.83442736436215;0.97712154330884;0.90577445383549;0.85193507325042;0.81476412396703
Alpestre;4300505.0;2019;0.705749376;0.943759872;0.824754624;1.0;0.3725452825812;1.0;0.7993249766453;0.80633049794888;0.88123873408752;0.8437846160182;0.46338909154397;0.71493211045527;0.96647512936656;0.90616377697938;0.83013044607363;0.90181188326849;0.86597116467106;0.8290223507019;0.8240439811218
Alpestre;4300505.0;2020;0.705749376;0.943759872;0.824754624;0.92646084857466;0.37938805026047;0.87530616822389;0.75147742276476;0.77351699754973;0.86211386064057;0.81781542909515;0.50310194202724;0.73271040165743;0.96231886128763;0.91787304919583;0.81911797012302;0.88577746590675;0.85244771801489;0.83434372295605;0.80121219160532
Alpestre;4300505.0;2021;0.663424;0.866849536;0.765136768;0.94192891513516;0.38422938464875;1.0;0.77282376694598;0.6741483156585;0.52271252945494;0.59843042255672;0.49897673022493;0.73176874912452;0.96456076802411;0.89166325968532;0.83882127273935;0.8757036639865;0.85726246836293;0.82689815905759;0.73271744952009
Alto Alegre;4300554.0;2013;0.643930847488;0.763906898368;0.703918872928;0.70841831988334;0.39823555154902;1.0;0.70264318609009;0.84295557357759;0.7364218743886;0.7896887239831;0.71740099623502;0.81741384008;0.91742668392499;0.93714914856605;0.76636534698829;0.87253541293773;0.81945037996301;0.85800445620302;0.7834454554254
Alto Alegre;4300554.0;2014;0.643930847488;0.763906898368;0.703918872928;0.81094577848701;0.40193920406492;0.96134172897178;0.71953639611293;0.84847988767046;0.69392586859304;0.77120287813175;0.63714871282848;0.78188656494593;0.92662441706337;0.9415642398874;0.78295392037282;0.89966932603979;0.84131162320631;0.85492080934654;0.78188669453041
Alto Alegre;4300554.0;2015;0.6637796759552;0.7682589266432;0.7160193012992;0.87902922570143;0.40379286833445;1.0;0.74971034883377;0.77456196745924;0.67727124260443;0.72591660503184;0.65523706072271;0.78956968364158;0.92390230656045;1.0;0.79422388215041;0.93101774956709;0.86262081585875;0.88406349983344;0.78656348456635
Alto Alegre;4300554.0;2016;0.6637796759552;0.7682589266432;0.7160193012992;0.9887350771751;0.40842848348473;1.0;0.77829571548976;0.87529342475122;0.6971727720307;0.78623309839096;0.52958465810429;0.72753604768934;0.92548743727438;0.99988185565856;0.79738208414679;0.94264339875079;0.87001274144879;0.86581021493223;0.81011300960432
Alto Alegre;4300554.0;2017;0.71127466666667;0.79065618968451;0.75096542817559;0.86363151033072;0.41064171991011;0.87424430144715;0.72487073996589;0.85643163899867;0.67210085260672;0.7642662458027;0.58643186200185;0.75395851917036;0.92148517633887;1.0;0.80510045443674;0.95145704763637;0.87827875103655;0.8774124234023;0.78884980305697
