COD,ANO,Bloco Educação,Bloco Educação\Ensino Fundamental,Bloco Educação\Ensino Fundamental\Anos Finais,Bloco Educação\Ensino Fundamental\Anos Iniciais,Bloco Educação\Ensino Médio,Bloco Educação\Escolaridade Adulta,Bloco Educação\Pré Escola,Bloco Renda,Bloco Renda\Apropriação da Renda,Bloco Renda\Geração da Renda,Bloco Saúde,Bloco Saúde\Condições Gerais de Saúde,Bloco Saúde\Condições Gerais de Saúde\Óbitos por Causas Evitáveis,Bloco Saúde\Condições Gerais de Saúde\Óbitos por Causas Mal Definidas,Bloco Saúde\Longevidade,Bloco Saúde\Saúde Materno Infantil,Bloco Saúde\Saúde Materno Infantil\Consultas Pré Natal,Bloco Saúde\Saúde Materno Infantil\Mortalidade de Menores de 5 anos,Idese,População
4300034,2013,0.652644642905022,0.6511581627328,0.5725633654656,0.72975296,0.566723324526272,0.392697084361018,1.0,0.707083328948004,0.595217962158429,0.818948695737578,0.795089209339738,0.72185962285782,0.510570310381913,0.933148935333726,0.831299368342791,0.832108636818605,0.742811716260536,0.921405557376675,0.718272393730922,4520.0
4300034,2014,0.615036962834088,0.6511581627328,0.5725633654656,0.72975296,0.519283561075532,0.398468022112743,0.891238105415277,0.719342424776231,0.599343697126092,0.83934115242637,0.84123884159846,0.795574656874311,0.642231647668596,0.948917666080027,0.910121651098933,0.818020216822135,0.732313857592383,0.903726576051887,0.725206076402926,4564.0
4300034,2015,0.655287954689037,0.713861566933931,0.6266814572544,0.801041676613463,0.508521555520288,0.402688982678986,0.996079713622941,0.729946783914903,0.61030030596692,0.849593261862886,0.841222864924684,0.776478578825336,0.59669848745705,0.956258670193621,0.915375879936267,0.83181413601245,0.76313743098856,0.90049084103634,0.742152534509541,4483.0
4300034,2016,0.640680578658518,0.713861566933931,0.6266814572544,0.801041676613463,0.489173334600239,0.408534046629276,0.951153366470626,0.721466566674714,0.601657924459306,0.841275208890122,0.854320693360317,0.797195431980965,0.632331542787502,0.962059321174427,0.919178891135678,0.84658775696431,0.771511688461685,0.921663825466934,0.73882261289785,4472.0
4300034,2017,0.632401076223425,0.669147625260236,0.609664,0.728631250520472,0.487737296444095,0.413475297434602,0.959244085754767,0.741420712982906,0.631508507401131,0.851332918564682,0.866381772438641,0.81551350683461,0.657954389366209,0.97307262430301,0.918328119174397,0.865303691306916,0.789527300447769,0.941080082166062,0.746734520548324,4412.0
4300034,2018,0.647789458699525,0.669147625260236,0.609664,0.728631250520472,0.502573340201928,0.419436869335936,1.0,0.710782670424447,0.615674385348186,0.805890955500709,0.880722429059618,0.847825420235809,0.719321114569328,0.97632972590229,0.939171102859208,0.855170764083836,0.810050541263707,0.900290986903966,0.74643151939453,4487.0
4300034,2019,0.67520199540773,0.754203328,0.745450624,0.762956032,0.52218204308403,0.424422610546887,1.0,0.689437738510405,0.581916245093988,0.796959231926822,0.880541575223355,0.82921241846916,0.679188227591216,0.979236609347103,0.95144575477169,0.860966552429215,0.826494583847525,0.895438521010906,0.74839376971383,4516.0
4300034,2020,0.7060572543176,0.754203328,0.745450624,0.762956032,0.639214113238333,0.430811576032065,1.0,0.699515632983332,0.604440289530392,0.794590976436272,0.842062324237455,0.753289902736512,0.526536835071612,0.980042970401412,0.905851866248224,0.86704520372763,0.854025611027882,0.880064796427378,0.749211737179463,4540.0
4300034,2021,0.708954951199372,0.726416576,0.699946624,0.752886528,0.674772704215789,0.4346305245817,1.0,0.771337382965834,0.613922660511134,0.928752105420534,0.827333144448277,0.756377285356541,0.532219579085106,0.980534991627975,0.857343761790757,0.868278386197534,0.856340841955696,0.880215930439371,0.769208492871161,4505.0
4300059,2013,0.698019149437889,0.68366169408,0.62225066624,0.74507272192,0.964886658473412,0.406138591067973,0.737389654130168,0.937175027298284,0.918824211081486,0.955525843515081,0.897605027241024,0.875869455099386,0.779863297087137,0.971875613111634,0.972385267444807,0.844560359178881,0.774249182951037,0.914871535406724,0.844266401325732,3898.0
4300059,2014,0.720384322380785,0.68366169408,0.62225066624,0.74507272192,0.966715117958809,0.415501413421204,0.815659064063129,0.908707938360652,0.908675738018114,0.908740138703189,0.904851838752619,0.886920418118686,0.807257275491031,0.96658356074634,0.973778330050082,0.853856768089089,0.765990998728828,0.941722537449351,0.844648033164685,3959.0
4300059,2015,0.781012740571084,0.739397188989128,0.709354666666667,0.769439711311589,1.0,0.422856176967422,0.961797596327788,0.923443816099233,0.926465496565741,0.920422135632725,0.904419193082138,0.868279323749374,0.774018683662968,0.96253996383578,0.984910579944108,0.860067675552932,0.774524078073337,0.945611273032528,0.869625249917485,3922.0
4300059,2016,0.774819909784502,0.739397188989128,0.709354666666667,0.769439711311589,0.929004006190266,0.430878443958615,1.0,0.916619260765539,0.941037907065277,0.8922006144658,0.884893574870561,0.852993691962076,0.753598274680423,0.952389109243729,0.961894272847376,0.839792759802231,0.77857440790155,0.901011111702911,0.858777581806867,3977.0
4300059,2017,0.782964766483553,0.759484143418922,0.726933333333333,0.792034953504511,0.933269899510367,0.439105023004922,1.0,0.930632536046269,0.965765315886492,0.895499756206045,0.862907765094971,0.802155270791542,0.651241425268617,0.953069116314467,0.938328655185231,0.848239369308139,0.79143081483708,0.905047923779199,0.858835022541597,4013.0
4300059,2018,0.784674236511809,0.759484143418922,0.726933333333333,0.792034953504511,0.985555077140501,0.44616336013199,0.947494365355822,0.953618441757568,0.980125964720209,0.927110918794927,0.873555968713205,0.809114460124967,0.665679963249936,0.952548956999998,0.962755801352594,0.848797644662055,0.789324035337368,0.908271253986742,0.870616215660861,4057.0
4300059,2019,0.815620384514766,0.810579136,0.757098624,0.864059648,1.0,0.451902402059065,1.0,0.951834793142013,1.0,0.903669586284026,0.909976269725221,0.849853148117198,0.736183780147932,0.963522516086464,1.0,0.880075661058463,0.806891133149014,0.953260188967913,0.892477149127333,4107.0
4300059,2020,0.816573446304599,0.810579136,0.757098624,0.864059648,1.0,0.455714649218397,1.0,0.939655159735121,0.971524391844339,0.907785927625903,0.927518763046127,0.916685132601552,0.860508202549588,0.972862062653516,1.0,0.86587115653683,0.80336249504678,0.92837981802688,0.894582456361949,4093.0
4300059,2021,0.774731318178449,0.719376122078897,0.652783860157794,0.785968384,0.91601533699297,0.46353381364193,1.0,0.997401666811213,0.994803333622426,1.0,0.914125170995643,0.908341595471328,0.839612042752714,0.977071148189942,0.985782397449256,0.848251520066345,0.795837313918071,0.900665726214619,0.895419385328435,4256.0
4300109,2013,0.622115826688278,0.71432859776,0.66378666624,0.76487052928,0.551978494630768,0.406981318725157,0.815174895637185,0.678918391522332,0.737355132940537,0.620481650104126,0.793043474580422,0.716973183686847,0.581656819109002,0.852289548264692,0.864323507688458,0.79783373236596,0.660447499781067,0.935219964950853,0.69802589759701,16838.0
4300109,2014,0.646914992638713,0.71432859776,0.66378666624,0.76487052928,0.568649677213819,0.4145172038377,0.890164491743334,0.710060327040363,0.764378865417142,0.655741788663584,0.791074404288034,0.743181712550065,0.620246969937475,0.866116455162655,0.875873727945935,0.754167772368102,0.612435506186616,0.895900038549588,0.716016574655703,16851.0
4300109,2015,0.655162111513484,0.793989300023132,0.772138666666667,0.815839933379598,0.502003021108761,0.420491979625827,0.904164145296216,0.697829414156383,0.772914186747587,0.622744641565179,0.784939258783944,0.742115555858166,0.619805676277161,0.86442543543917,0.881039724583218,0.731662495910446,0.590893651883501,0.872431339937391,0.712643594817937,16701.0
4300109,2016,0.671254335975063,0.793989300023132,0.772138666666667,0.815839933379598,0.465098055206523,0.425929988670598,1.0,0.688778375540397,0.772595048968514,0.604961702112281,0.795141129345384,0.728301502270918,0.576361219457868,0.880241785083969,0.87710950135796,0.780012384407273,0.621745117127547,0.938279651686999,0.718391280286948,16595.0
4300109,2017,0.685333707036583,0.811041835762202,0.783338666666667,0.838745004857738,0.498049067665542,0.432243924718586,1.0,0.71210642935144,0.786551676638631,0.637661182064249,0.80992040589552,0.723357604920704,0.555552443565124,0.891162766276283,0.886267104048261,0.820136508717594,0.661073273451124,0.979199743984063,0.735786847427847,16475.0
4300109,2018,0.688736883836067,0.811041835762202,0.783338666666667,0.838745004857738,0.504350963611633,0.439554735970433,1.0,0.709208450365053,0.796554092461893,0.621862808268212,0.837521460259701,0.742374237079809,0.590780730448429,0.893967743711188,0.910710758147524,0.859479385551772,0.718958771103543,1.0,0.745155598153607,16537.0
4300109,2019,0.701919622093546,0.844414016,0.88128,0.807548032,0.51755163681815,0.445712835556034,1.0,0.71632816263851,0.802900181817846,0.629756143459173,0.848320788602596,0.739392296814562,0.596295111545851,0.882489482083273,0.926411755245108,0.879158313748116,0.767944945489856,0.990371682006377,0.755522857778217,16556.0
4300109,2020,0.691099994568501,0.844414016,0.88128,0.807548032,0.467226976489905,0.452758985784097,1.0,0.680143448238622,0.747043513534385,0.613243382942859,0.858682662771312,0.752055141428046,0.610272950880807,0.893837331975284,0.913731908030137,0.910260938855752,0.835326159627849,0.985195718083654,0.743308701859478,16760.0
4300109,2021,0.693711367060321,0.777579712,0.756096,0.799063424,0.538724084422834,0.458541671818452,1.0,0.708885944906981,0.774882124541202,0.64288976527276,0.848027951892464,0.751513874533212,0.600627572182777,0.902400176883648,0.884505206296034,0.908064774848146,0.856958541069734,0.959171008626558,0.750208421286589,16612.0
4300208,2013,0.709080161384412,0.7333926819904,0.6731616468608,0.79362371712,0.816728282451173,0.470367776761011,0.815831904335063,0.743543855853618,0.786924872948461,0.700162838758775,0.884008545130481,0.806543335765736,0.70029131556057,0.912795355970903,0.939051383384451,0.906430916241255,0.829945339522007,0.982916492960503,0.778877520789504,7431.0
4300208,2014,0.764228900753096,0.7333926819904,0.6731616468608,0.79362371712,0.960921261507067,0.476410006454998,0.886191653059922,0.742388894221521,0.809669013666599,0.675108774776444,0.865666472974649,0.797370171999473,0.677125448353024,0.917614895645922,0.925437635289929,0.874191611634543,0.821449498935687,0.9269337243334,0.790761422649755,7299.0
4300208,2015,0.775160128157334,0.751852029094715,0.7020659069056,0.801638151283831,0.920186837778946,0.485802190952623,0.942799454803053,0.752569017156539,0.806181363499757,0.69895667081332,0.846983760802539,0.779631510643428,0.627996038860262,0.931266982426593,0.898261378415354,0.863058393348834,0.822210086204872,0.903906700492797,0.791570968705471,7241.0
4300208,2016,0.792887379788415,0.751852029094715,0.7020659069056,0.801638151283831,0.924276373869874,0.495421116189071,1.0,0.75078444420709,0.801673134220046,0.699895754194134,0.854428212241016,0.771984795123906,0.619155754621349,0.924813835626464,0.90889148795238,0.88240835364676,0.842231655336218,0.922585051957302,0.799366678745507,7279.0
4300208,2017,0.788614622672675,0.810602696275734,0.809514666666667,0.811690725884802,0.867363126715275,0.503844094108901,0.972648573590788,0.758543153052498,0.828471233366692,0.688615072738304,0.876641300542948,0.784905206636149,0.653257755828988,0.916552657443309,0.93849457574508,0.906524119247615,0.841691546717431,0.971356691777799,0.807933025422707,7325.0
4300208,2018,0.801493901681095,0.810602696275734,0.809514666666667,0.811690725884802,0.87759824327626,0.517774667172386,1.0,0.767627384703328,0.830605947487918,0.704648821918738,0.890965926517153,0.802540671021591,0.69560795088059,0.909473391162593,0.953438968763386,0.916918139766483,0.855217653257757,0.978618626275208,0.820029070967192,7546.0
4300208,2019,0.793978805039433,0.777673536,0.747712,0.807635072,0.907787946551636,0.524265402931792,0.966188334674304,0.785916521274612,0.874864502599245,0.696968539949979,0.901955550611019,0.817652419159622,0.708452530897553,0.926852307421692,0.980076973505839,0.908137259167594,0.860218724843632,0.956055793491556,0.827283625641688,7485.0
4300208,2020,0.751877360436522,0.777673536,0.747712,0.807635072,0.875262340492127,0.532120831809807,0.822452733444153,0.774270375303317,0.845994257600759,0.702546493005876,0.902589826134086,0.831414621163316,0.716989934237151,0.94583930808948,0.969434359068295,0.906920498170647,0.879673920062957,0.934167076278337,0.809579187291308,7584.0
4300208,2021,0.777836526097304,0.772988544,0.754197376,0.791779712,0.916829307763366,0.539246874008073,0.882281378617779,0.832844034584299,0.852155508457948,0.81353256071065,0.895827436565644,0.828956250533786,0.707924346361305,0.949988154706268,0.947664081711002,0.910861977452144,0.877136341769615,0.944587613134673,0.835502665749082,7447.0
4300307,2013,0.707598152160307,0.79150734976,0.75451733376,0.82849736576,0.824048171880682,0.330228970795323,0.884608116205222,0.518505511781486,0.581029074440915,0.455981949122058,0.80834885595099,0.658021764868698,0.419238406227048,0.896805123510348,0.886996788623618,0.880028014360655,0.829997094640843,0.930058934080467,0.678150839964261,6891.0
4300307,2014,0.725672334700992,0.79150734976,0.75451733376,0.82849736576,0.847568805664013,0.339302465021447,0.924310718358507,0.529854214431273,0.611519412962593,0.448189015899952,0.805602763947927,0.692819106632922,0.459221992649336,0.926416220616507,0.879063301866357,0.844925883344503,0.795791252252708,0.894060514436297,0.687043104360064,6814.0
